0 ['kaufen', 'geschäft', 'verkaufen', 'trinken', 'geld', 'laden', 'rauchen', 'kaffee', 'bier', 'flasche', 'zigarett', 'krieg', 'einkaufen', 'markt', 'schön', 'schnaps', 'wein', 'kennen', 'glas', 'lachen', 'lebensmittel', 'teuer', 'paket', 'pfennig', 'kunde', 'zigarette', 'tabak', 'bezahlen', 'konsum', 'schokolade', 'marke', 'kosten', 'schicken', 'ware', 'auto', 'tauschen', 'zeit', 'verkäuferin', 'billig', 'schwarzmarkt', 'essen', 'tasse', 'stadt', 'bestellen', 'straße', 'schenken', 'weihnachten', 'pfund', 'erinnern', 'abends', 'nennen', 'abgeben', 'ecke', 'mitbringen', 'kneipe', 'butter', 'zucker', 'schwarz', 'alkohol', 'tasche', 'normal', 'friseur', 'tisch', 'aufmachen', 'richtig', 'besorgen', 'anbieten', 'firma', 'handel', 'verdienen', 'feiern', 'bruder', 'lokal', 'päckchen', 'preis', 'eier', 'kiste', 'herr', 'zigaretten', 'verkauf', 'währungsreform', 'straßenbahn', 'gaststätte', 'wohnen', 'liefern', 'mussen', 'einladen', 'wert', 'cola', 'gerne', 'händler', 'keller', 'bedienen', 'mensch', 'kuchen', 'schachtel', 'papier', 'holland', 'tafel', 'organisieren']
36 ['bauer', 'dorf', 'pferd', 'kühe', 'land', 'feld', 'hof', 'schwein', 'kartoffel', 'kuh', 'garten', 'landwirtschaft', 'haus', 'milch', 'hühner', 'winter', 'schlachten', 'vieh', 'pferde', 'sommer', 'verkaufen', 'wald', 'getreide', 'stall', 'scheune', 'holz', 'heu', 'bauen', 'tier', 'kolchose', 'herbst', 'vater', 'hektar', 'melken', 'schön', 'bauernhof', 'stroh', 'eier', 'füttern', 'zeit', 'helfen', 'arbeit', 'kind', 'ernten', 'wagen', 'sammeln', 'bauern', 'abgeben', 'boden', 'ernte', 'nachbar', 'wirtschaft', 'anbauen', 'mussen', 'weizen', 'wachsen', 'frühjahr', 'mühle', 'mähen', 'felder', 'baum', 'schwer', 'schaf', 'bäuerin', 'dörfer', 'futter', 'rüben', 'maschine', 'kilometer', 'pflanzen', 'wasser', 'landwirtschaftlich', 'traktor', 'gras', 'kaninchen', 'hand', 'gänse', 'wiese', 'graben', 'acker', 'korn', 'fleisch', 'hüten', 'kaufen', 'gemüse', 'krieg', 'ferkel', 'liefern', 'gemolken', 'weisen', 'pflücken', 'binden', 'verteilen', 'mist', 'abends', 'familie', 'reich', 'gehören', 'erde', 'spät']

37 ['studieren', 'universität', 'studium', 'professor', 'student', 'fernuniversität', 'hochschule', 'lachen', 'herr', 'hagen', 'semester', 'uni', 'institut', 'fernstudium', 'spät', 'fakultät', 'fernuni', 'wissenschaftlich', 'kollege', 'atmen', 'fach', 'kurs', 'vorlesung', 'ministerium', 'rektor', 'stelle', 'promovieren', 'betonen', 'examen', 'bonn', 'berlin', 'projekt', 'fachhochschule', 'seminar', 'anfang', 'rau', 'philosophie', 'zeit', 'münster', 'zweiter', 'bochum', 'weiterbildung', 'jurist', 'relativ', 'freiburg', 'köln', 'verwaltung', 'mitarbeiter', 'dortmund', 'aufgabe', 'peters', 'bereich', 'pädagogisch', 'psychologie', 'fachbereich', 'interessant', 'gründungsausschuss', 'münchen', 'abitur', 'gründen', 'mathematik', 'studierend', 'idee', 'kennen', 'bartz', 'prüfung', 'geschichte', 'akademisch', 'spannend', 'staatsexamen', 'forschung', 'kanzler', 'lehrstuhl', 'prof', 'tübingen', 'wissenschaft', 'diplom', 'jura', 'beworben', 'medizin', 'deutsch', 'berufen', 'kontakt', 'dozent', 'anbieten', 'studienbrief', 'abschluss', 'university', 'johannes', 'damalig', 'zfe', 'promotion', 'bewerben', 'schmunzeln', 'herrn', 'düsseldorf', 'soziologie', 'akademie', 'assistent', 'pädagogik']

38 ['vater', 'mutter', 'eltern', 'kind', 'bruder', 'schwester', 'familie', 'gebären', 'krieg', 'sterben', 'haus', 'onkel', 'großmutter', 'großvater', 'schule', 'zeit', 'spät', 'geschwister', 'erinnern', 'wohnen', 'tante', 'oma', 'brüder', 'kindheit', 'heiraten', 'großeltern', 'erinnerung', 'zuhause', 'weltkrieg', 'dorf', 'besuchen', 'zweiter', 'fallen', 'haushalt', 'opa', 'stammen', 'aufwachsen', 'lernen', 'sohn', 'kennen', 'richtig', 'beruf', 'gehören', 'papa', 'tant', 'schwer', 'verhältnis', 'elternhaus', 'großelter', 'jahrgang', 'einziehen', 'nennen', 'helfen', 'arm', 'krank', 'mädchen', 'söhne', 'gewohnen', 'tot', 'gerne', 'geschäft', 'hausfrau', 'tochter', 'nähe', 'reich', 'mütterlicherseits', 'tod', 'üblich', 'kümmern', 'schön', 'cousin', 'streng', 'wohnung', 'bild', 'alter', 'verlieren', 'hof', 'väterlicherseits', 'ort', 'anfang', 'stadt', 'beschreiben', 'verwandtschaft', 'verheiraten', 'garten', 'jugend', 'bauernhof', 'verstorben', 'beziehung', 'gegend', 'besuch', 'essen', 'führen', 'geld', 'straße', 'geburt', 'land', 'mitkriegen', 'stiefvater', 'eng']

39 ['lager', 'buchenwald', 'baracke', 'jamlitz', 'russe', 'barack', 'entlassen', 'ketschendorf', 'häftling', 'lazarett', 'russisch', 'mühlberg', 'tag', 'zeit', 'tor', 'deutsch', '48', 'sachsenhause', 'weimar', '46', 'kontakt', 'entlassung', 'kennen', 'sterben', 'ehemalig', 'offizier', '47', 'transport', '45', 'nennen', 'spät', 'gehören', 'kz', 'posten', 'zone', 'erfahren', 'richtig', 'tot', 'verpflegung', 'sowjetisch', 'jugendliche', 'wahr', 'küche', 'möglichkeit', 'zaun', 'melder', 'russland', 'einzeln', 'sogenannter', 'kommandant', 'essen', 'melden', 'jugendlich', 'brot', 'herr', 'wussen', 'versuchen', 'unterbringen', 'bunker', 'schlimm', '50', 'erleben', 'satz', 'treffen', 'extra', 'tote', 'beschreiben', 'rauskommen', 'häftlinge', 'bewegen', 'wussten', '1950', 'gruppe', 'raum', 'einsperren', 'erwähnen', 'verhaften', 'cottbus', 'kommando', 'frankfurt', 'pritsch', 'appell', 'waldheim', 'anfang', 'gel', 'zählen', 'mussen', 'sergeanten', 'zahl', 'schildern', 'antreten', 'führen', 'gefangener', 'verbieten', 'vermuten', 'auflösen', 'bataillon', 'kamerad', '1948', 'appellplatz']

40 ['münster', 'stadt', 'frauenstraße', 'haus', 'politisch', 'ausstellung', 'gedenkstätte', '24', 'geschichte', 'veranstaltung', 'museum', 'gruppe', 'ort', 'dortmund', 'verein', 'kneipe', 'kontakt', 'idee', 'zeit', 'projekt', 'aktion', 'student', 'unterstützen', 'erinnern', 'einrichtung', 'auseinandersetzung', 'anfang', 'gebäude', 'gründen', 'asta', 'düsseldorf', 'einladen', 'wohnen', 'stelle', 'arbeit', 'besetzung', 'grunde', 'engagieren', 'entstehen', 'nationalsozialismus', 'spät', 'cdu', 'ehemalig', 'initiative', 'stattfinden', 'gerd', 'polizei', 'entwickeln', 'mitglied', 'jüdisch', 'vorstand', 'steinwache', 'gesellschaft', 'kultur', 'hüsteln', 'zeigen', 'besetzen', 'oberbürgermeister', 'treffen', 'villa', 'essen', 'dritter', 'organisieren', 'achtziger', 'plakat', 'unterstützung', 'makler', 'historisch', 'unterschiedlich', 'kulturell', 'uni', 'spd', 'öffentlichkeit', 'politik', 'frauenstr', 'etage', 'flugblätter', 'presse', 'künstler', 'übernehmen', 'konzept', 'pädagogisch', 'stadtarchiv', 'aktivität', 'abreißen', 'hans', 'leg', 'mitmachen', 'phase', 'raum', 'rat', 'führen', 'förderverein', 'schüler', 'programm', 'umsetzen', 'diskutieren', 'widerstand', 'rolle', 'diskussion']

41 ['betrieb', 'firma', 'bauen', 'industrie', 'maschine', 'technisch', 'unternehmen', 'bereich', 'betreiben', 'übernehmen', 'werk', 'herstellen', 'entwicklung', 'direktor', 'produktion', 'prozent', 'aufbauen', 'chef', 'produzieren', 'gehören', 'auftrag', 'mitarbeiter', 'leiter', 'anfang', 'unternehmer', 'gründen', 'technik', 'nennen', 'wirtschaft', 'verkaufen', 'entwickeln', 'handelskammer', 'liefern', 'kunde', 'aufgabe', 'kombinat', 'abteilung', 'einsetzen', 'bgl', 'staatlich', 'selbständig', 'million', 'markt', 'sohn', 'wirtschaftlich', 'bank', 'kohle', 'abteilungsleiter', 'geschäftsführer', 'geschäft', 'frage', 'herr', 'führen', 'sogenannter', 'kraftwerk', 'siemens', 'arbeiter', 'welt', 'leiten', '60er', 'tätigkeit', 'gebiet', 'arbeitskraft', 'polar', 'verwaltung', 'ware', 'kaufen', 'kriege', 'vorstand', 'beschäftigen', 'staat', 'bau', 'einstellen', 'vw', 'zuständig', 'volkseigen', 'gewinn', 'funktion', 'notwendig', 'geschichte', 'produkt', '50', 'einrichten', '80', 'gang', 'gesamt', 'schließen', 'vernünftig', 'beschäftigter', 'branche', 'stahl', 'problem', 'ddr', 'modern', 'hand', 'interessant', 'aufträge', 'kraft', 'handschuhe', '50er']

42 ['film', 'musik', 'schön', 'tanzen', 'kino', 'theater', 'sport', 'lieder', 'erinnern', 'zeit', 'gerne', 'kennen', 'radio', 'fußball', 'lernen', 'klavier', 'fernsehen', 'hören', 'chor', 'jugend', 'spät', 'mädchen', 'lied', 'freund', 'feiern', 'verein', 'konzert', 'treffen', 'abends', 'richtig', 'geige', 'freizeit', 'gehören', 'schwimmen', 'interessant', 'gruppe', 'abend', 'spaß', 'üben', 'nennen', 'veranstaltung', 'musikalisch', 'einladen', 'krieg', 'tanz', 'sportlich', 'orchester', 'fest', 'schule', 'bühne', 'stimme', 'gitarre', 'jugendlich', 'mitmachen', 'fernseher', 'kultur', 'erinnerung', 'organisieren', 'wunderbar', 'ball', 'club', 'lachen', 'sportverein', 'spiel', 'schauspieler', 'freude', 'oper', 'fallen', 'zeigen', 'musiker', 'interessiert', 'kaufen', 'geburtstag', 'saal', 'freundin', 'fahrrad', 'mannschaft', 'handball', 'modern', 'begeistert', 'turnen', 'programm', 'kulturell', 'instrument', 'rolle', 'melodie', 'sonntags', 'vereine', 'gedicht', 'aufführung', 'gewinnen', 'straße', 'berühmt', 'lustig', 'wandern', 'turnverein', 'aufführen', 'akkordeon', 'jungs', 'besonderer']

43 ['gewerkschaft', 'betriebsrat', 'betrieb', 'kollege', 'wählen', 'mitglied', 'vorsitzend', 'spät', 'zeit', 'essen', 'arbeit', 'krupp', 'gewerkschaftlich', 'firma', 'ig', 'vorstand', 'herr', 'angestellter', 'politisch', 'lachen', 'streik', 'leise', 'anfang', 'organisieren', 'belegschaft', 'metall', 'spd', 'kennen', 'hauptamtlich', 'düsseldorf', 'organisation', 'krieg', 'verband', 'arbeitsplatz', 'mitbestimmung', 'abteilung', 'aufgabe', 'aeg', '45', 'gründen', 'vertreten', 'frage', 'dgb', 'arbeiter', 'gesetz', 'deutsch', 'arbeitgeber', 'versammlung', 'partei', 'damalig', 'funktion', 'betreiben', 'einzeln', 'betriebsverfassungsgesetz', 'schwierigkeit', 'tätigkeit', 'kpd', 'ehrenamtlich', 'christlich', '1950', '50er', 'einsetzen', 'zweiter', 'arbeitnehmer', 'arbeitsfront', 'hermann', 'aufsichtsrat', 'einstellen', 'beschäftigen', 'gehören', '52', 'wahl', 'riegel', 'unternehmer', 'chef', 'ausschuss', '47', 'geschäftsführer', 'mitmachen', 'frauenring', '1945', 'aufbauen', 'ötv', '46', 'selbstverständlich', 'verbindung', 'nennen', 'frauenarbeit', 'sekretär', 'vorschlagen', 'lohn', 'weiss', 'versuchen', 'gruppe', 'rolle', 'bilden', 'dr', '49', 'schwer', 'betonen']

44 ['bild', 'buch', 'geschichte', 'foto', 'schön', 'interview', 'zeigen', 'interessant', 'bücher', 'gerne', 'zeit', 'herr', 'kennen', 'frage', 'lebensgeschichte', 'zweiter', 'fotografieren', 'gespräch', 'malen', 'interessiert', 'zeitung', 'spät', 'letzter', 'richtig', 'erinnerung', 'gedicht', 'schicken', 'bitten', 'archiv', 'kamera', 'literatur', 'moment', 'führen', 'nachfragen', 'nennen', 'zeichnen', 'aufnehmen', 'text', 'sammeln', 'adresse', 'ausstellung', 'aufgeschrieben', 'artikel', 'verschieden', 'versuchen', 'gebären', 'museum', 'aufnahme', 'stimmen', 'nett', 'beschäftigen', 'film', 'professor', 'vergessen', 'wunderbar', 'deutsch', 'hören', 'projekt', 'herrn', 'erwähnen', 'fangen', 'dokument', 'blättern', 'bericht', 'gehören', 'lachen', 'zeitschrift', 'kopieren', 'beschreiben', 'kunst', 'reden', 'kopie', 'schrift', 'freuen', 'peter', 'institut', 'schenken', 'sohn', 'dritter', 'geburtstag', 'hängen', 'alexander', 'bibliothek', 'schauen', 'künstler', 'anfang', 'büchern', 'berlin', 'entstehen', 'zusammenhang', 'hans', 'roman', 'ausführlich', 'historisch', 'ehemalig', 'tagebuch', 'doktor', 'heft', 'nummer', 'schriftsteller']

45 ['deutsch', 'deutschland', 'englisch', 'amerika', 'schiff', 'französisch', 'land', 'frankreich', 'england', 'paris', 'lernen', 'reise', 'kanada', 'holland', 'freund', 'kennen', 'italien', 'spanien', 'europa', 'schweiz', 'welt', 'york', 'ausland', 'hotel', 'tag', 'amerikanisch', 'zeit', 'schön', 'reisen', 'usa', 'kontakt', 'belgien', 'sprache', 'münchen', 'schweden', 'auswandern', 'woche', 'schicken', 'spanisch', 'international', 'fliegen', 'hamburg', 'besuchen', 'einladen', 'österreich', 'geld', 'australien', 'geschichte', 'london', 'interessant', 'spät', 'verschieden', 'treffen', 'amerikaner', 'afrika', 'papier', 'hafen', 'engländer', 'dänemark', 'berlin', 'israel', 'pass', 'flugzeug', 'europäisch', 'boot', 'brüssel', 'franzose', 'wien', 'staat', 'nett', 'studieren', 'südamerika', 'verbindung', 'wunderbar', 'idee', 'kaufen', 'brasilien', 'familie', 'rüber', 'indien', 'college', 'insel', 'botschaft', 'holländer', 'onkel', 'deutsche', 'schweizer', 'dollar', 'ankommen', 'palästina', 'bord', 'südafrika', 'letzter', 'stadt', 'geschäft', 'weißen', 'meer', 'holländisch', 'wussen', 'norwegen']

46 ['zeche', 'essen', 'krupp', 'kohle', 'bergbau', 'krieg', 'ruhrgebiet', 'bochum', 'zeit', 'verein', 'gelsenkirchen', 'tag', 'kennen', 'wohnen', 'arbeit', 'straße', 'steiger', 'bochumer', 'bergmann', 'duisburg', 'bandzerrung', 'kumpel', 'bergleute', 'geld', 'wahr', 'nennen', 'lachen', 'morgens', 'mülheim', 'spät', 'verdienen', 'stadt', 'arbeiter', 'mensch', 'schicht', 'wohnung', 'schacht', 'vater', 'betriebsführer', 'borbeck', 'dortmund', 'gehören', 'hauer', 'ecke', 'schule', 'franzose', 'wagen', 'hattingen', 'kollege', 'schlecht', 'oberhausen', 'buer', 'recklinghausen', 'heimaterde', 'meter', 'firma', 'kruppsch', '50', 'herne', 'schwarz', 'gewohnen', 'hingehen', 'erwerbslos', 'parallel', 'entlassen', 'kaputt', 'altenesse', 'robert', 'straßenbahn', 'bergarbeiter', 'hütte', '25', 'leise', 'essener', 'schachtanlage', 'herr', 'wattenscheid', 'rüber', 'grube', 'schwer', 'aussage', 'walsum', '45', 'pütt', 'streb', 'tonne', 'fördern', 'anton', 'gegend', 'bergeborbeck', 'damalig', 'nachtschicht', 'arbeitsamt', 'melden', 'siedlung', 'gott', 'westerholt', 'verhältnis', 'kumpels', 'mitmachen']

47 ['schule', 'klasse', 'lehrer', 'lernen', 'schüler', 'gymnasium', 'unterricht', 'lehrerin', 'abitur', 'eltern', 'kind', 'spät', 'unterrichten', 'mädchen', 'studieren', 'grundschule', 'schulzeit', 'volksschule', 'besuchen', 'zeit', 'schuljahr', 'erinnern', 'richtig', 'geschichte', 'oberschule', 'stunde', 'direktor', 'deutsch', 'prüfung', 'ausbildung', 'zweiter', 'vierter', 'zehnter', 'englisch', 'realschule', 'fünfter', 'achter', 'mathematik', 'vater', 'schlecht', 'studium', 'mittelschule', 'normal', 'dritter', 'neunter', 'gerne', 'sechster', 'fach', 'jungs', 'einschulen', 'sprache', 'schulleiter', 'russisch', 'latein', 'kennen', 'französisch', 'nachmittags', 'beibringen', 'pädagogisch', 'hauptschule', 'tag', 'internat', 'schülerin', 'wussen', 'siebter', 'nennen', 'physik', 'fallen', 'streng', 'woche', 'rektor', 'fächer', 'sport', 'note', 'abschluss', 'wechseln', 'freund', 'zeugnis', 'mittlerer', 'letzter', 'anfang', 'bücher', 'feri', 'mathe', 'schulrat', 'chemie', 'versetzen', 'mitschüler', 'klassenkamerad', 'bildung', 'freundin', 'schön', 'sogenannter', 'aufnahmeprüfung', 'abschließen', 'klassenlehrer', 'schaffen', 'fächern', 'schulklasse', 'schicken']

48 ['mensch', 'zeit', 'krieg', 'gott', 'schlimm', 'reden', 'angst', 'passieren', 'wussen', 'hören', 'erleben', 'gehören', 'richtig', 'schlecht', 'geschichte', 'erinnern', 'schwer', 'spät', 'versuchen', 'kind', 'frage', 'gefühl', 'welt', 'erfahren', 'wahr', 'kennen', 'fühlen', 'fallen', 'wussten', 'helfen', 'erinnerung', 'familie', 'merken', 'situation', 'freund', 'stimmen', 'volk', 'deutschland', 'verlieren', 'land', 'gedanke', 'erklären', 'zeigen', 'schuld', 'schrecklich', 'geschehen', 'meinung', 'furchtbar', 'ehrlich', 'normal', 'vergessen', 'buch', 'schön', 'empfinden', 'behandeln', 'auge', 'erfahrung', 'hart', 'böse', 'schaffen', 'zeitung', 'letzter', 'weise', 'leiden', 'wusste', 'leid', 'falsch', 'kämpfen', 'hoffen', 'kopf', 'froh', 'gewiß', 'wahrheit', 'spüren', 'hoffnung', 'sinn', 'ändern', 'bewusst', 'lieben', 'begreifen', 'erlebnis', 'überleben', 'gespräch', 'verhalten', 'menschlich', 'nachdenken', 'tod', 'lieb', 'absolut', 'arm', 'ordnung', 'sterben', 'führen', 'moment', 'bestimmen', 'unterhalten', 'hitler', 'bedeuten', 'grund', 'schluss']

49 ['düsseldorf', 'musik', 'punk', 'zeit', 'hof', 'kennen', 'richtig', 'straße', 'spät', 'gehören', 'rating', 'konzert', 'ratinger', 'laden', '79', 'szene', 'platte', '78', 'anfang', 'relativ', 'freund', 'club', 'echt', 'treffen', 'hören', '81', '80er', 'super', 'auflegen', 'mettmann', '80', 'sommer', 'lernen', 'lustig', 'kaufen', 'wochenende', 'normal', 'stadt', 'mitte', '70er', '77', 'typ', 'düsseldorfer', '82', 'rocker', 'geil', 'london', 'woche', 'label', '83', 'altstadt', 'geschichte', 'scheiße', '1980', 'party', 'verbringen', 'dokie', 'haar', 'ahnung', 'richtung', 'gruppe', 'ecke', 'wohnen', 'cool', 'clique', 'rock', 'bock', 'letzter', 'england', 'mitbekommen', '90er', 'unglaublich', 'iserlohn', 'abend', 'krause', 'festival', 'zweiter', 'absolut', 'künstler', 'irgendwelcher', 'unterwegs', 'merken', 'boah', 'partys', 'kneipe', 'auto', 'punkrock', '84', 'zuhause', 'droge', 'moment', 'berlin', 'nett', 'martin', 'nennen', 'kontakt', 'komisch', 'umfeld', 'haare', 'unheimlich']

