0 ['ddr', 'berlin', 'westen', 'wende', 'osten', 'mauer', 'eltern', 'westberlin', 'prinzip', 'relativ', 'lachen', 'erinnern', 'spannend', 'zeit', 'grenze', 'kind', 'passieren', 'ostberlin', 'erleben', 'interessant', 'merken', '89', 'freund', 'mitbekommen', 'familie', 'super', 'stadt', 'kennen', 'rüber', 'dresden', 'west', 'berliner', 'kontakt', 'stasi', 'politisch', 'richtung', 'spät', 'westdeutschland', 'gefühl', 'drüben', 'richtig', 'leipzig', 'system', 'land', 'wiedervereinigung', 'normal', 'besuchen', 'angucken', 'wahnsinnig', 'echt', 'straße', 'mitkriegen', 'reisen', 'ahnung', 'auto', 'bild', 'unterschied', 'fühlen', 'deutschland', 'welt', 'komisch', 'ost', 'überlegen', 'wussen', 'schule', 'westdeutsch', '90', 'aufarbeitung', 'mittlerweile', 'verändern', 'wahrnehmen', 'aufwachsen', 'bewusst', 'ddrzeit', 'mauerfall', 'fernsehen', 'schön', 'besuch', 'lustig', 'offen', 'wohnen', 'fallen', 'geschichte', 'wendezeit', 'ehemalig', 'bundesland', 'westberliner', 'kreuzberg', 'job', 'ungarn', 'unterhalten', 'bundesrepublik', 'damalig', 'verwandtschaft', 'empfinden', 'zuhause', '1990', 'jugendlich', 'irgendwelcher', 'konstanz']
37 ['feiern', 'weihnachten', 'schön', 'geburtstag', 'fest', 'kind', 'tag', 'feiertag', 'ostern', 'einladen', 'schenken', 'hochzeit', 'familie', 'geschenk', 'feier', 'neujahr', 'freuen', 'erinnern', 'kuchen', 'haus', 'geschenke', 'pfingst', 'besonderer', 'erinnerung', 'silvester', 'besuch', 'heiligabend', 'blume', 'kaufen', 'kerze', 'golden', 'tisch', 'fallen', 'wünschen', 'freude', 'fröhlich', 'abend', 'puppe', 'gebacken', 'kaffee', 'geburtstage', 'heilig', 'baum', 'karneval', 'lustig', 'üblich', 'vergessen', 'tradition', 'schmücken', 'backen', 'nachbar', 'zuhause', 'tanzen', 'muttertag', 'urlaub', 'ehren', 'weihnachtsbaum', 'jugendweihe', 'blumenstrauß', 'freundin', 'kindheit', 'feiertage', 'konfirmation', 'kirmes', 'saal', 'laden', 'gaststätte', 'hand', 'begehen', 'tannenbaum', 'jubiläum', 'mitmachen', 'gemeinsam', 'hingehen', 'bunt', 'dorf', 'herrlich', 'feierlich', 'weihnachtsfeier', 'blum', 'spaß', 'baden', 'namenstag', 'sammeln', 'gäste', 'mitbringen', 'verbinden', 'weihnachtszeit', 'decken', 'erwachsen', 'schade', 'gedicht', 'verkleiden', 'anlass', 'sylvester', 'lied', 'wunderschön', 'einladung', 'eier', 'wunderbar']

38 ['kirche', 'katholisch', 'evangelisch', 'pfarrer', 'gemeinde', 'kirchlich', 'christlich', 'pastor', 'taufen', 'religion', 'beten', 'christ', 'religiös', 'gott', 'gläubig', 'gottesdienst', 'zeit', 'katholik', 'konfirmieren', 'jugendweihe', 'austreten', 'bischof', 'predigen', 'kind', 'konfirmation', 'gehören', 'eltern', 'religionsunterricht', 'erziehen', 'nennen', 'mensch', 'bibel', 'priester', 'sonntags', 'rolle', 'fromm', 'trauen', 'geistlich', 'streng', 'jugend', 'heilig', 'besuchen', 'stadt', 'kommunion', 'herr', 'messe', 'kaplan', 'gebet', 'papst', 'verbieten', 'konfirmandenunterricht', 'letzter', 'jesus', 'glocke', 'christus', 'schule', 'elternhaus', 'stelle', 'taufe', 'christentum', 'kirchensteuer', 'hingehen', 'gemeinschaft', 'einstellung', 'protestantisch', 'kreuz', 'vortrag', 'mitglied', 'bekennend', 'konfessionell', 'führen', 'protestant', 'läuten', 'erleben', 'fest', 'bindung', 'kloster', 'schließen', 'theologie', 'gespräch', 'ikonen', 'versammlung', 'dankbar', 'kindergottesdienst', 'gemeinsam', 'staat', 'andacht', 'trauung', 'nonne', 'prägen', 'konfession', 'zwingen', 'cvjm', 'partei', 'katholiken', 'pater', 'engagieren', 'ort', 'welt', 'kirchengemeind']

39 ['hitler', 'krieg', 'nazi', 'zeit', 'vater', '33', 'deutsch', 'partei', 'politisch', 'nationalsozialismus', 'gehören', 'bdm', 'hitlerjugend', 'uniform', 'heil', 'spät', 'führer', 'jungvolk', 'erinnern', 'kennen', 'fahne', 'lachen', 'sa', 'nazizeit', 'mitmachen', 'nationalsozialistisch', '38', 'nsdap', 'straße', 'kommunist', 'nennen', 'reich', 'erleben', '45', 'adolf', '36', '34', 'schule', 'jude', '1933', 'nazis', 'berlin', '35', 'wussen', 'nationalsozialist', 'politik', 'hj', '37', 'arbeitsdienst', 'braun', 'richtig', 'marschieren', 'mitglied', 'antreten', 'grüßen', 'kz', 'organisation', 'mussen', 'arbeitsfront', 'jugend', 'mitkriegen', 'hören', 'dritter', 'anfang', 'frage', 'herr', 'erinnerung', '39', 'begeistert', 'einziehen', 'fallen', 'arbeitslos', 'geschichte', 'grund', 'ehrlich', 'sammeln', 'weltkrieg', '32', 'dienst', 'zwingen', 'schwierigkeit', 'hießen', 'beamter', 'freiwillig', 'verbieten', 'stimmen', 'parteigenosse', 'einstellen', 'interessiert', 'gegend', 'empfinden', 'arbeitslose', 'göring', 'sozialdemokrat', 'mitbekommen', 'stahlhelm', 'rolle', 'blockwart', 'sogenannter', 'leise']

40 ['leise', 'klacken', 'geräusch', 'hintergrund', 'räusperen', 'bibliothek', 'murmeln', 'geschirr', 'undeutlich', 'klappern', 'amüsieren', 'rascheln', 'äußerung', 'leises', 'stockend', 'klatschen', 'kollege', 'rums', 'amüsiern', 'hintergrundgeräusch', 'amüsiert', 'flüstern', 'oebisfelde', 'wahnsinnig', 'schön', 'nuschelen', 'herr', 'hmkurz', 'blättern', 'grunde', 'system', 'kennen', 'wolfsburg', 'geld', 'geschirrklapper', 'kreischend', 'personalwesen', 'lindau', 'jakurze', 'dienst', 'münchen', 'vw', 'nuschelt', 'kollegin', 'papierrascheln', 'papierraschel', 'kruse', 'unwahrscheinlich', 'betonen', 'quietschen', 'abteilungsleiter', 'umblättern', 'bücher', 'zeitschrift', 'ulm', 'husten', 'bank', 'edv', 'mim', 'verständlich', 'nachdenklich', 'berühmt', 'wusst', 'direktor', 'audi', 'vogelzwitscher', 'klacke', 'paul', 'wegener', 'papier', 'tonaufnahme', 'stimme', 'leiter', 'moers', 'klirren', 'celle', 'sägegeräusch', 'reden', 'führungskräft', 'rumpeln', 'bisl', 'chef', 'bellen', 'vorstand', 'zuhause', 'stiefvater', 'poltern', 'kenn', 'rumse', 'gell', 'lauten', 'kowling', 'hättn', 'relativ', 'menge', 'neukirchen', 'universitätsbibliothek', 'hund', 'dehnen', 'köln']

41 ['deutschland', 'moskau', 'arbeit', 'schicken', 'stadt', 'krieg', 'armee', 'gebiet', 'abschließen', 'rubel', 'leningrad', 'stalin', 'bescheinigung', 'erinnern', 'kiew', 'zweiter', 'institut', 'spät', 'leiter', 'ukraine', 'werk', 'sohn', 'stelle', 'charkow', 'beenden', 'nikolai', 'zurückkehren', 'helfen', 'sewastopol', 'schloss', 'kennen', 'wohnung', 'absolvieren', 'fabrik', 'warten', '1947', 'russisch', 'kgb', '1946', 'sterben', 'häftling', 'bauen', 'schule', 'ausbildung', 'komsomol', 'dienen', 'wechseln', 'minsk', 'sowjetisch', 'mama', 'rostow', 'rufen', 'dokument', 'ehemalig', 'klasse', 'straße', 'russland', 'rente', 'direktor', 'papier', 'aufnehmen', 'organisation', 'taganrog', 'versetzen', 'ehefrau', 'hochschule', 'schauen', 'treffen', 'deutsche', 'krasnodar', 'nina', 'sowjetunion', 'wohnen', 'technikum', 'gebären', 'ukrainisch', '1945', 'kehren', 'pass', 'fachschule', 'abteilung', 'tochter', 'nr', 'technisch', 'hierhin', 'urlaub', 'sekretär', 'bedeuten', 'nachname', 'siedlung', 'schrecklich', 'befinden', 'iwanowitsch', 'dritter', 'besuchen', 'gomel', 'hingefahren', 'revolution', 'evakuieren', 'minderjährig']

42 ['kirche', 'apostel', 'stammapostel', 'gemeinde', 'botschaft', 'gottesdienst', 'neuapostolisch', 'bischoff', 'kuhlen', 'kuhl', 'güttinger', 'vater', 'bezirksapostel', 'gott', 'apostolisch', 'bezirk', 'düsseldorf', 'vorsteher', 'bischof', 'herr', 'amt', 'kennen', 'grunde', 'priester', 'erleben', 'otto', 'sterben', 'predigen', 'geschwister', 'nak', 'gottesdienste', 'nachfolger', 'schmidt', 'schweiz', 'vag', 'frankfurt', 'trennung', 'ruhestand', 'familie', 'streckeise', 'sohn', 'schrift', 'geist', 'diakon', 'liebe', 'gehören', 'stelle', 'spät', 'christus', 'gedanke', 'bibel', 'verwaltung', 'verteilen', 'mitglied', 'jesus', '1960', 'passieren', 'christi', 'bern', 'bottrop', 'tod', 'leber', 'brüder', 'jugend', 'fritz', 'heilig', 'kontakt', 'amtsträger', 'fünfziger', 'lieb', '55', 'übernehmen', 'einladen', 'besuchen', 'verlag', 'uv', 'erfüllen', 'stammapostelhelfer', 'bezirksvorsteher', 'spaltung', 'hören', 'bereich', 'verkündigen', 'zürich', 'schauen', 'essen', '51', 'altar', 'mittlerweile', 'wiederkommen', 'werk', 'wiederkunft', 'walter', 'gottesdiensten', 'evangelium', 'einsetzen', 'werner', 'göttlich', 'krefeld', 'ordinieren']

43 ['richtig', 'tag', 'wussen', 'mensch', 'kennen', 'passieren', 'angst', 'gott', 'gehören', 'hören', 'schön', 'schlimm', 'reden', 'tür', 'merken', 'hand', 'wussten', 'stimmen', 'kopf', 'letzter', 'fallen', 'lachen', 'schlecht', 'ruhig', 'rüber', 'kaputt', 'herr', 'versuchen', 'woche', 'sögen', 'wusste', 'zeit', 'hauen', 'ehrlich', 'warten', 'tisch', 'zeigen', 'hingehen', 'ruhe', 'schluss', 'rufen', 'unterhalten', 'dumm', 'passen', 'überlegen', 'ordnung', 'ecke', 'vergessen', 'moment', 'angucken', 'wahr', 'auge', 'abend', 'rauskommen', 'abhauen', 'kommsen', 'freund', 'lieber', 'aufmachen', 'stunde', 'weißen', 'anrufen', 'schlagen', 'melden', 'komisch', 'mitmachen', 'abends', 'lieb', 'geh', 'dick', 'kollege', 'gerne', 'bestimmen', 'verrückt', 'mund', 'schwarz', 'echt', 'kerl', 'stecken', 'glück', 'falsch', 'bescheid', 'trauen', 'drüben', 'blöd', 'tot', 'schimpfen', 'böse', 'hör', 'treffen', 'chef', 'gestehen', 'aufpassen', 'arm', 'lass', 'hund', 'drücken', 'nett', 'erleben', 'guck']

44 ['deutsch', 'polen', 'deutschland', 'polnisch', 'sprache', 'russisch', 'pole', 'lernen', 'land', 'deutsche', 'familie', 'russland', 'friedland', 'türkei', 'stadt', 'russe', 'heimat', 'ausländer', 'türkisch', 'grenze', 'schule', 'türke', 'wohnen', 'richtig', 'kennen', 'zeit', 'sowjetunion', 'litauen', 'besuchen', 'anfang', 'reden', 'ukraine', 'gehören', 'fühlen', 'kasachstan', 'warschau', 'gebiet', 'mensch', 'zuhause', 'kultur', 'problem', 'staatsbürgerschaft', 'libyen', 'erklären', 'verschieden', 'gebären', 'schwer', 'pos', 'flüchtling', 'arbeit', 'lettland', 'frage', 'staatsangehörigkeit', 'bedeuten', 'warten', 'ausland', 'schlesien', 'regierung', 'vergessen', 'übersetzen', 'bevölkerung', 'antworten', 'polin', 'ukrainisch', 'pass', 'sibirien', 'nationalität', 'wörter', 'moskau', 'akzent', 'dialekt', 'zweiter', 'zeigen', 'unterschied', 'aufwachsen', 'kontakt', 'helfen', 'volksdeutsch', 'europa', 'flüchten', 'fremd', 'herkunft', 'nennen', 'ort', 'verständigen', 'geschichte', 'breslau', 'krakau', 'ausreisen', 'bürger', 'nachbar', 'salzgitter', 'möglichkeit', 'behörde', 'echt', 'ankommen', 'staatsbürger', 'entscheiden', 'unterhalten', 'umziehen']

45 ['geld', 'bezahlen', 'verdienen', 'zahlen', 'rente', 'kosten', 'prozent', '50', 'euro', 'gehalt', 'lohn', 'pfennig', 'kaufen', 'staat', 'letzter', 'entschädigung', 'arbeit', 'zeit', '500', 'steuer', '200', 'auszahlen', '400', 'schaffen', '300', 'stunde', '1000', 'summe', 'finanziell', '40', 'rechnen', '25', 'hälfte', 'richtig', 'gehören', 'miete', 'zahl', 'leisten', '600', 'dm', 'million', 'preis', 'verkaufen', 'sparen', 'versicherung', 'verdienst', 'billig', 'schuld', '80', '150', 'tag', 'sozial', '800', 'wohnung', 'normal', '2000', '70', 'arbeitslos', 'kredit', 'grund', 'teuer', 'schlecht', 'rentner', '5000', 'prämie', 'wert', 'arbeiter', 'anerkennen', 'monatlich', 'beitrag', 'abziehen', 'löhne', '35', 'kasse', '000', 'niedrig', 'verlangen', 'gesetz', 'erhöhen', 'unterstützung', 'versichern', 'abgeben', 'reichen', 'ausgeben', 'konto', '90', 'vertrag', 'einkommen', 'urlaub', 'lastenausgleich', 'regierung', 'bank', 'angestellter', 'mitglied', 'gelten', 'woche', 'finanzieren', '700', '120', 'überweisen']

46 ['ausstellung', 'stadt', 'museum', 'gedenkstätte', 'geschichte', 'projekt', 'ort', 'arbeit', 'ehemalig', 'verein', 'gruppe', 'veranstaltung', 'idee', 'einrichtung', 'jüdisch', 'einladen', 'zeigen', 'gründen', 'gesellschaft', 'haus', 'stelle', 'schüler', 'nationalsozialismus', 'forschung', 'anfang', 'kontakt', 'programm', 'düsseldorf', 'entstehen', 'unterstützen', 'konzept', 'pädagogisch', 'initiative', 'presse', 'mitglied', 'unterschiedlich', 'mensch', 'raum', 'widerstand', 'gemeinde', 'vortrag', 'geld', 'institution', 'achtziger', 'unterstützung', 'villa', 'führen', 'interessant', 'politisch', 'gebäude', 'region', 'entwickeln', 'historisch', 'opfer', 'öffentlichkeit', 'führung', 'land', 'schule', 'umsetzen', 'engagieren', 'förderverein', 'intensiv', 'leiten', 'stadtarchiv', 'arbeitskreis', 'essen', 'zusammenarbeit', 'stattfinden', 'bürgermeister', 'aufgabe', 'beschäftigen', 'vorstand', 'bereich', 'dritter', 'mittel', 'engagiert', 'ehrenamtlich', 'leiter', 'archiv', 'stiftung', 'spenden', 'wissenschaftlich', 'durchführen', 'zeitzeuge', 'international', 'bürger', 'geschehen', 'errichten', 'besucher', 'synagoge', 'volkshochschule', 'grunde', 'aufarbeiten', 'begegnung', 'deutlich', 'organisieren', 'dr', 'dokumentation', 'finanzieren', 'einsetzen']

47 ['bochum', 'verein', 'bochumer', 'bandzerrung', 'krieg', 'straße', 'gelsenkirchen', 'parallel', 'mensch', 'verheiraten', 'arbeit', 'schön', 'herr', 'arbeitsamt', 'sachten', 'wohnen', 'wattenscheid', 'kennen', 'dienstverpflichten', 'lachen', 'mädchen', 'kricht', 'morgens', 'schwer', 'moment', 'zeche', 'kaputt', 'krupp', 'dienstverpflichtung', 'kran', 'meister', 'haushalt', 'bentheim', 'chef', 'rüber', 'paderborn', 'straßenbahn', 'gerd', 'dortmund', 'dick', 'bombe', 'krichte', 'bandfehler', 'geld', 'gekricht', 'fallen', 'vorlesend', 'lisa', 'hecke', 'gerne', 'räusperen', 'ahrens', 'soldat', 'gelsenberg', 'betrieb', 'zwischendurch', 'langendreer', 'küppersbusch', 'remscheid', 'reden', 'werk', 'sauerland', 'brücke', 'hochzeit', 'tot', 'gewohnen', 'uli', 'bescheid', 'ecke', 'fuß', 'emsch', 'tor', 'mhmm', 'chefin', 'prima', 'herne', 'vorig', 'fräulein', 'bauunternehmer', 'hingehen', 'lieber', 'fritz', 'stimmen', 'angriff', 'kostgänger', 'henkel', 'betriebsführer', 'freiwillig', 'theater', 'pommern', 'ringe', 'hol', 'abteilung', '39', 'dahinten', 'hannes', 'kanal', 'sögen', 'mer', '40']

48 ['trinken', 'gruppe', 'alkohol', 'synanon', 'therapie', 'droge', 'alkoholiker', 'nüchtern', 'trocken', 'abstinenz', 'lernen', 'problem', 'süchtig', 'merken', 'freund', 'richtig', 'verändern', 'ändern', 'jüdisch', 'abhängig', 'abstinent', 'zeit', 'ziel', 'sinn', 'passieren', 'reden', 'phase', 'mensch', 'krankenhaus', 'anfang', 'saufen', 'situation', 'partnerschaft', 'angst', 'rückfall', 'woche', 'schritt', 'zufrieden', 'schaffen', 'erfahrung', 'entwickeln', 'akzeptieren', 'beziehung', 'rückfällig', 'trockenheit', 'anonym', 'kopf', 'gefühl', 'normal', 'krise', 'rauchen', 'ansprechen', 'fähigkeit', 'umgehen', 'kontakt', 'bewusst', 'fühlen', 'einstellung', 'wohnung', 'gesoffen', 'stoff', 'bewältigen', 'moment', 'ausstieg', 'körperlich', 'schwierigkeit', 'beruflich', 'bier', 'druck', 'partner', 'entzug', 'funktionieren', 'scheiße', 'freundin', 'offen', 'alkoholismus', 'versuchen', 'hilfe', 'nüchternheit', 'dauern', 'heroin', 'patient', 'schuld', 'annehmen', 'positiv', 'süchtige', 'grund', 'körper', 'anrufen', 'ehemalig', 'ständig', 'gesundheitlich', 'unterschied', 'helfen', 'nass', 'gesundheit', 'meinung', 'lust', 'gespräch', 'lebst']

49 ['auto', 'wagen', 'fahrrad', 'bus', 'straße', 'kilometer', 'fahrer', 'motorrad', 'tag', 'führerschein', 'lkw', 'fahrzeug', 'unterwegs', 'fuß', 'warten', 'rad', 'fahrt', 'fahrräder', 'benzin', 'autobahn', 'motor', 'fahrn', 'kaufen', 'mercedes', 'richtung', 'abholen', 'bahn', 'opel', 'reparieren', 'kennen', 'berg', 'wartburg', 'strecke', 'freundin', 'hingefahren', 'kaputt', 'anhalten', 'grenze', 'hinfahren', 'klauen', 'garage', 'gegend', 'ankommen', 'sohn', 'sprit', 'fliegen', 'räder', 'taxi', 'fest', 'lastwagen', 'pkw', 'platz', 'gas', 'werkstatt', 'mitgefahren', 'straßenbahn', 'klappen', 'nähe', 'trabant', 'anfahren', 'brücke', 'stunde', 'freund', 'gefährlich', 'zurückfahren', 'tankstelle', 'parkplatz', 'vw', 'hauptstraße', 'kurve', 'gefahr', 'lastwage', 'mitbringen', 'kraftfahrer', 'autos', 'wald', 'wahr', 'berlin', 'bestellen', 'rufen', 'losgefahren', 'km', 'bahnhof', 'hof', 'ausgestiegen', 'sperren', 'unfall', 'kiste', 'mobil', 'mitfahren', 'bremsen', 'rausgefahren', 'weggefahren', 'lkws', 'überlegen', 'benutzen', 'verkehrsmittel', 'motorräder', 'winken', 'trabi']

50 ['zeit', 'arbeit', 'gerne', 'richtig', 'schön', 'beruf', 'problem', 'schwer', 'versuchen', 'schaffen', 'schlecht', 'geld', 'anfang', 'tag', 'stelle', 'möglichkeit', 'merken', 'helfen', 'letzter', 'übernehmen', 'woche', 'spaß', 'grund', 'überlegen', 'spät', 'kollege', 'klappen', 'schwierigkeit', 'kümmern', 'lernen', 'mensch', 'froh', 'relativ', 'beruflich', 'zufrieden', 'familie', 'fallen', 'verdienen', 'aufbauen', 'gefühl', 'entscheiden', 'job', 'grunde', 'glück', 'leisten', 'finanziell', 'moment', 'kennen', 'interessant', 'gewiß', 'frage', 'aufgabe', 'erfahrung', 'büro', 'privat', 'mitmachen', 'fühlen', 'wechseln', 'fest', 'lieber', 'dauern', 'anbieten', 'chance', 'ausbildung', 'chef', 'ergeben', 'ändern', 'einstellen', 'führen', 'glücklich', 'selbständig', 'erleben', 'annehmen', 'sinn', 'schluss', 'sorgen', 'ehrlich', 'hören', 'kontakt', 'firma', 'beschäftigen', 'tätigkeit', 'unterstützen', 'vorteil', 'situation', 'entscheidung', 'art', 'normal', 'verschieden', 'unheimlich', 'menge', 'verändern', 'erreichen', 'lust', 'hilfe', 'freude', 'funktionieren', 'echt', 'verlieren', 'verantwortung']

51 ['punk', 'musik', 'hof', 'düsseldorf', 'zeit', 'straße', 'richtig', 'kennen', 'spät', 'rating', 'konzert', 'ratinger', 'laden', 'gehören', 'szene', 'platte', '79', 'anfang', 'club', '78', 'relativ', 'hören', 'echt', 'auflegen', 'super', '80er', 'mettmann', 'lustig', '81', 'treffen', 'lernen', '80', 'sommer', 'normal', '70er', 'mitte', 'freund', 'rocker', 'typ', 'geil', 'london', 'wochenende', 'kaufen', 'düsseldorfer', 'altstadt', '77', 'label', 'richtung', 'party', '1980', 'dokie', 'geschichte', 'cool', 'scheiße', '82', 'bock', 'rock', 'verbringen', 'stadt', 'ahnung', 'absolut', 'ecke', 'unglaublich', 'mitbekommen', 'clique', 'festival', 'england', 'krause', 'boah', 'haar', 'zweiter', 'punkrock', 'woche', 'droge', 'berlin', '90er', 'künstler', 'martin', 'irgendwelcher', 'gruppe', 'partys', 'nett', 'iserlohn', 'hart', 'unterwegs', 'abend', 'letzter', 'erkrath', 'zuhause', 'zeitpunkt', '83', 'hassen', 'kneipe', 'find', 'wahrnehmen', 'jürgen', 'umfeld', 'haare', 'jasper', 'musikalisch']

52 ['lager', 'buchenwald', 'baracke', 'jamlitz', 'russe', 'entlassen', 'russisch', 'ketschendorf', 'barack', 'mühlberg', 'lazarett', 'häftling', 'sachsenhause', 'tag', 'entlassung', 'tor', 'offizier', 'deutsch', 'ehemalig', '46', 'weimar', '48', 'sterben', 'transport', 'zeit', 'kz', 'erfahren', '47', 'posten', 'gehören', 'zone', '45', 'nennen', 'sowjetisch', 'kontakt', 'jugendliche', 'verpflegung', 'spät', 'möglichkeit', 'kennen', 'tot', 'melder', 'sogenannter', 'russland', 'einzeln', 'waldheim', 'schlimm', 'küche', 'brot', 'kommandant', 'satz', 'cottbus', 'tote', 'melden', 'essen', 'jugendlich', 'zaun', 'wussen', 'verhaften', 'einsperren', 'erleben', 'erwähnen', 'häftlinge', 'rauskommen', 'bunker', 'herr', 'extra', 'gel', 'wussten', 'schildern', 'frankfurt', 'sergeanten', 'zahl', 'bewegen', 'anfang', 'beschreiben', 'kommando', '1950', 'vermuten', 'aufrufen', 'internieren', 'appellplatz', 'unterbringen', 'lagerzeit', 'internierungslag', 'auflösen', 'kamerad', 'zeitung', 'kultura', 'mitte', 'wahr', 'lagerleitung', '50', 'gefangener', 'internierungslager', 'barackenälteste', 'bataillon', 'appell', 'einteilen', '1948']

53 ['wahr', 'iphe', 'intavp', 'lager', 'sarajevo', 'jasenovac', 'zagreb', 'ustascha', 'passieren', 'herr', 'kroatien', 'krieg', 'kollege', 'warschau', 'kroate', 'intavpn', 'vertrag', 'gruppe', 'drüben', 'verschieden', 'gradika', 'fliehen', 'bedeuten', 'serbe', 'stara', 'kuckuck', 'schluß', 'ehemalig', 'normal', 'weltkrieg', 'mostar', 'tonqualität', 'hinrichten', 'zeitlang', 'kroatisch', 'besucher', 'gemeinsam', 'nähe', 'partisan', 'bosnien', 'kriege', 'gefahrn', 'intmc', 'jugoslawien', 'lopud', 'gestehen', 'dauern', 'versailler', 'partisane', 'beziehung', 'rab', 'zweiter', 'schmunzeln', 'belgrad', 'harissa', 'abführen', 'schlecht', 'trennen', 'weberei', 'verbindung', 'ständig', 'osten', 'organisation', 'angeblich', 'verwaltung', 'verhaften', 'italiener', 'jugoslawisch', 'handwerker', 'vorn', 'poln', 'hajon', 'fahrer', 'verbinden', 'tito', 'ministerium', 'kraljevica', '1941', 'selbstverständlich', 'jelka', 'bubi', 'sogenannter', 'aufräumen', 'ingenieur', 'vorkommen', 'serbien', 'hotel', 'bedienen', 'seh', 'existieren', 'division', 'pass', 'sohn', 'erinnerung', 'wismut', 'flüchten', 'besucherin', 'alfred', 'kautsch', 'gesehn']

54 ['studieren', 'studium', 'student', 'universität', 'professor', 'abitur', 'semester', 'hochschule', 'uni', 'institut', 'ausbildung', 'berlin', 'prüfung', 'zeit', 'spät', 'examen', 'zweiter', 'fach', 'vorlesung', 'lernen', 'promovieren', 'pädagogisch', 'geschichte', 'fakultät', 'philosophie', 'medizin', 'münchen', 'interessant', 'stelle', 'diplom', 'abschluss', 'beworben', 'abschließen', 'bonn', 'freiburg', 'psychologie', 'staatsexamen', 'mathematik', 'seminar', 'münster', 'relativ', 'lehrer', 'kurs', 'wissenschaftlich', 'praktikum', 'akademie', 'jura', 'dozent', 'chemie', 'deutsch', 'absolvieren', 'jurist', 'beruf', 'assistent', 'bewerben', 'heidelberg', 'kollege', 'göttingen', 'köln', 'stipendium', 'studienplatz', 'fachhochschule', 'kennen', 'bereich', 'studienjahr', 'physik', 'möglichkeit', 'arbeit', 'pädagogik', 'entscheiden', 'spaß', 'kunst', 'akademisch', 'dritter', 'idee', 'promotion', 'fernstudium', 'technisch', 'germanistik', 'wissenschaft', 'richtig', 'sogenannter', 'soziologie', 'richtung', 'studie', 'biologie', 'ablegen', 'fächern', 'lehrstuhl', 'diplomarbeit', 'schule', 'spannend', 'braunschweig', 'doktorarbeit', 'tübingen', 'mainz', 'einschreiben', 'medizinisch', 'hannover', 'anerkennen']

55 ['keller', 'flugzeug', 'bombe', 'krieg', 'bunker', 'fliegen', 'angriff', 'haus', 'bombardieren', 'fallen', 'bombenangriff', 'hören', 'brennen', 'treffen', 'alarm', 'stadt', 'schlimm', 'schießen', 'kaputt', 'zerstören', 'angst', 'flieger', 'straße', 'erleben', 'kind', 'passieren', 'spät', 'evakuieren', 'nachts', 'tot', 'tag', 'fliegeralarm', '43', 'luftschutzkeller', 'schrecklich', 'ausgebombt', 'nähe', 'verbrennen', 'letzter', 'tiefflieger', 'erinnern', 'bomben', 'luft', 'zeit', 'gott', 'bauen', 'pilot', 'umkommen', 'luftangriffe', 'splitter', 'furchtbar', 'abschießen', 'himmel', '1944', '44', 'wohnen', 'explodieren', 'amerikaner', 'zerbombt', 'retten', 'schwer', 'bombardierung', '45', 'werfen', 'flamme', 'luftangriff', 'meter', 'bombardiern', 'dach', 'erde', 'engländer', 'feuer', 'siren', 'trümmer', 'zweiter', 'front', 'flughafen', 'kriegsend', 'beschießen', 'fenster', 'abwerfen', 'landen', 'dresden', 'angreifen', 'fürchterlich', 'tote', 'ausgebrannt', 'erinnerung', 'panzer', 'schutt', 'verletzen', 'wussten', 'brandbombe', 'löschen', 'anfang', 'amerikanisch', 'bomber', 'flak', 'rannen', 'brennend']

56 ['krieg', 'soldat', 'einziehen', '44', '43', 'russland', 'gefangenschaft', 'zeit', '45', '42', 'melden', 'tag', 'arbeitsdienst', 'front', '41', 'frankreich', 'verwunden', 'wehrmacht', 'lazarett', 'freiwillig', 'entlassen', '39', 'urlaub', 'schwer', 'mitmachen', 'letzter', 'einsetzen', 'woche', 'stalingrad', '40', 'einheit', 'glück', 'fallen', 'anfang', 'berlin', 'erleben', 'offizier', '1944', 'einsatz', 'ausbildung', '1943', 'spät', 'truppe', 'osten', 'militär', 'polen', 'sogenannter', '1940', 'nennen', 'marine', 'kriegsgefangenschaft', 'gewinnen', 'kamerad', 'angriff', 'ausbilden', 'gehören', 'verlieren', '1942', 'russe', 'hitler', 'kriegsend', '1941', 'deutschland', 'luftwaffe', 'zweiter', 'winter', 'waffenss', 'jahrgang', 'verwundung', 'heimat', 'flak', 'unteroffizier', 'weltkrieg', '1945', 'ostpreuß', 'italien', 'deutsch', 'holland', 'nachricht', 'geraten', 'schicken', 'mussen', 'versetzen', 'division', 'leutnant', 'nähe', 'invasion', 'schluss', 'wahr', 'herbst', 'rückzug', 'norwegen', 'england', 'weihnachten', 'zurückgekommen', 'uniform', 'ostfront', 'verwundet', 'panzer', 'brechen']

