0 ['winter', 'kalt', 'schnee', 'sommer', 'holz', 'warm', 'ofen', 'heizen', 'herbst', 'kälte', 'wasser', 'arbeit', 'tag', 'schwer', 'regen', 'eis', 'frühjahr', 'wetter', 'regnen', 'mussen', 'feuer', 'füße', 'kohle', 'frost', 'gefroren', 'fuß', 'schlitt', 'zeit', 'wind', 'fallen', 'frühling', 'heiß', 'kleidung', 'kilometer', 'frieren', 'nass', 'wald', 'anziehen', 'hart', 'erfrieren', 'schuh', 'heizung', 'berg', 'sonne', 'zelt', 'decken', 'öfen', 'nachts', 'sammeln', 'bein']
77 ['buch', 'bücher', 'geschichte', 'zeitung', 'gedicht', 'literatur', 'interessant', 'zeitschrift', 'verlag', 'kennen', 'artikel', 'bibliothek', 'schön', 'schriftsteller', 'roman', 'interessiert', 'zeigen', 'büchern', 'deutsch', 'beschreiben', 'goethe', 'zeit', 'schenken', 'welt', 'hand', 'vorgelesen', 'bericht', 'text', 'heft', 'bild', 'film', 'verbieten', 'kaufen', 'drucken', 'manuskript', 'dick', 'papier', 'letzter', 'menge', 'zweiter', 'karl', 'aufgeschrieben', 'herausgeben', 'berühmt', 'vortrag', 'schicken', 'tagebuch', 'beschäftigen', 'versuchen', 'reihe']

78 ['sport', 'fußball', 'verein', 'sportlich', 'schwimmen', 'spiel', 'sportverein', 'mannschaft', 'ball', 'richtig', 'handball', 'jugend', 'erinnern', 'sportplatz', 'turnen', 'vereine', 'treiben', 'sportler', 'zeit', 'turnverein', 'freizeit', 'schön', 'gewinnen', 'training', 'mitmachen', 'trainieren', 'tennis', 'spaß', 'freund', 'gruppe', 'spät', 'olympiade', 'stadion', 'leichtathletik', 'wandern', 'schach', 'trainer', 'mitglied', 'tischtennis', 'fußballspiel', 'schmeling', 'spieler', 'gerne', 'jugendlich', 'volleyball', 'vereinen', 'skat', 'jungs', 'organisieren', 'fußballer']

79 ['gefängnis', 'zelle', 'tag', 'verhaften', 'bautzen', 'verurteilen', 'gefangener', 'unterschreiben', 'keller', 'verhören', 'offizier', 'stasi', 'vernehmung', 'spät', 'haft', 'deutsch', 'entlassen', 'woche', 'einsperren', 'russe', 'wussen', 'politisch', 'verhör', 'knast', 'sogenannter', 'zellen', 'polizei', 'strafe', 'russisch', 'cottbus', 'saal', 'zuchthaus', 'ddr', 'gestapo', 'dolmetscherin', 'halle', '25', 'vernehmen', 'verhaftung', 'schlimm', 'protokoll', 'brandenburg', 'zeit', 'spion', 'sowjetisch', 'erfahren', 'fenster', 'werwolf', 'posten', 'spitzel']

80 ['rot', 'kreuz', 'schicken', 'paket', 'post', 'päckchen', 'adresse', 'karte', 'postkarte', 'jaipks', 'schokolade', 'wussten', 'nachricht', 'ankommen', 'geschickt', 'nummer', 'zettel', 'tafel', 'kontrollieren', 'fahne', 'ahaipks', 'packen', 'verschicken', 'gehören', 'bescheid', 'telegramm', 'briefmarke', 'papier', 'liste', 'zoll', 'unbekannt', 'suchdienst', 'kamerad', 'umschlag', 'weihnachten', 'pakete', 'stückchen', 'briefträger', 'anschrift', 'international', 'briefwechsel', 'schreib', 'feldpost', 'lieb', 'mitteilen', 'pfeil', 'besuch', 'unterschreiben', 'karton', 'deutsch']

81 ['trinken', 'kaffee', 'rauchen', 'bier', 'flasche', 'wein', 'schnaps', 'glas', 'tasse', 'tee', 'alkohol', 'zigarett', 'zigarette', 'tisch', 'wasser', 'kneipe', 'gerne', 'kaufen', 'wodka', 'milch', 'anbieten', 'schön', 'cola', 'abends', 'schluck', 'kochen', 'betrunken', 'lokal', 'tabak', 'schlecht', 'schmecken', 'getränk', 'durst', 'heiß', 'zigaretten', 'trenken', 'zucker', 'trank', 'abend', 'bestellen', 'einschenken', 'saft', 'gläser', 'schachtel', 'trink', 'verkaufen', 'sekt', 'gegessen', 'wirtschaft', 'cognac']

82 ['lachen', 'leise', 'schön', 'räusperen', 'husten', 'hintergrund', 'zeit', 'richtig', 'gott', 'reden', 'stimmen', 'frage', 'betonen', 'gerne', 'geräusch', 'undeutlich', 'überlegen', 'nett', 'schwer', 'hören', 'kennen', 'lachend', 'fallen', 'furchtbar', 'stimme', 'bestimmen', 'kenn', 'durcheinander', 'schlimm', 'begriff', 'find', 'murmeln', 'atmen', 'äußerung', 'vergessen', 'moment', 'menge', 'mitkriegen', 'flüstern', 'interviewpartnerin', 'komisch', 'klappern', 'interessant', 'anfang', 'wunderbar', 'privat', 'ruhig', 'herrlich', 'verständlich', 'lieb']

83 ['herr', 'dortmund', 'kennen', 'kammer', 'doktor', 'verband', 'lachen', 'präsident', 'berlin', 'vorsitzend', 'düsseldorf', 'krieg', 'handelskammer', 'industrie', 'ordner', 'dr', 'verbindung', 'büchler', 'nennen', 'deutsch', 'franz', 'vorstand', 'gründen', 'mitglied', 'geschäftsführer', 'oberbürgermeister', 'krefeld', 'herrn', 'geschäft', 'verein', 'organisation', 'vortrag', 'duisburg', 'wirtschaftsvereinigung', 'sitzung', 'vizepräsident', 'interessant', 'professor', 'wussen', 'chef', 'sögen', 'jurist', 'kreis', 'brenninkmeijer', 'hören', 'unternehmer', 'otto', 'büro', 'spät', 'tengelmann']

84 ['räusperen', 'geschirr', 'klappern', 'klatschen', 'geräusch', 'wahnsinnig', 'willi', 'leise', 'amüsieren', 'grunde', 'ella', 'paul', 'walsum', 'prinz', 'schlimm', 'hund', 'hmkurz', 'gelsenkirchen', 'nuschelen', 'moers', 'kollege', 'duisburg', 'nett', 'menge', 'jakurze', 'utrecht', 'münchen', 'hintergrund', 'lindau', 'silvia', 'kruse', 'sozial', 'lachend', 'mim', 'politik', 'schwierigkeit', 'laboratorium', 'nuschelt', 'geschichte', 'redaktion', 'amüsiern', 'rascheln', 'quietschen', 'ständig', 'gell', 'wusst', 'freund', 'schüchtern', 'hättn', 'brake']

85 ['grenze', 'drüben', 'lpg', 'dorf', 'ort', 'bürgermeister', 'landwirtschaft', 'rüber', 'zeit', 'westen', 'lachen', 'bauer', 'zwingen', 'kreis', 'gaststätte', 'worbis', 'land', '52', '61', 'duderstadt', 'sperrgebiet', 'abhauen', 'erfurt', 'wohnen', 'magdeburg', 'betrieb', 'polizei', 'nordhausen', 'heiligenstadt', 'aussiedeln', 'polizist', 'weisen', 'enteignen', 'gemeinde', 'vierzehn', 'aussiedlung', 'ebent', 'zwangsaussiedlung', 'erinnern', 'vater', 'bleicherode', 'kontrollieren', 'gehören', 'hof', 'dörfer', 'eichsfeld', 'typ', 'gastwirtschaft', 'mitmachen', 'leise']

86 ['wasser', 'brücke', 'fluss', 'bauen', 'ufer', 'fisch', 'boot', 'schwimmen', 'meter', 'kanal', 'bach', 'baden', 'teich', 'straße', 'pumpe', 'fließen', 'brunnen', 'kilometer', 'graben', 'strom', 'rüber', 'loch', 'elbe', 'berg', 'stadt', 'stelle', 'hochwasser', 'floss', 'breit', 'donau', 'pumpen', 'bagger', 'fischer', 'zeit', 'angeln', 'brechen', 'entstehen', 'sand', 'meer', 'schön', 'sprengen', 'rhein', 'insel', 'ertrunken', 'traktor', 'flüsschen', 'richtig', 'fischen', 'fangen', 'wiese']

87 ['fernuniversität', 'universität', 'fernstudium', 'professor', 'student', 'fernuni', 'herr', 'hochschule', 'atmen', 'lachen', 'hagen', 'rektor', 'betonen', 'kurs', 'kollege', 'projekt', 'fakultät', 'gründungsausschuss', 'weiterbildung', 'institut', 'peters', 'anfang', 'studienbrief', 'fachbereich', 'stelle', 'wissenschaftlich', 'rau', 'verwaltung', 'university', 'zfe', 'fach', 'mitarbeiter', 'studierend', 'aufgabe', 'spät', 'senat', 'anbieten', 'forschung', 'ministerium', 'gründen', 'berufen', 'studienzentren', 'johannes', 'tübingen', 'mathematik', 'akademisch', 'uni', 'lehre', 'kanzler', 'herrn']

88 ['zug', 'bahnhof', 'waggon', 'tag', 'ankommen', 'unterwegs', 'essen', 'richtung', 'stadt', 'warten', 'fuß', 'wagen', 'koffer', 'fahrt', 'mensch', 'station', 'bahn', 'spät', 'straßenbahn', 'grenze', 'wussten', 'transport', 'mussen', 'ort', 'kilometer', 'eisenbahn', 'stunde', 'woche', 'aussteigen', 'gepäck', 'transportieren', 'tür', 'einsteigen', 'nachts', 'offen', 'züge', 'verladen', 'abholen', 'strecke', 'bus', 'deutschland', 'soldat', 'fenster', 'glück', 'platz', 'frankfurt', 'trennen', 'dauern', 'fahrkarte', 'berlin']

89 ['pferd', 'bauer', 'kühe', 'schwein', 'hof', 'kuh', 'milch', 'dorf', 'schlachten', 'hühner', 'feld', 'landwirtschaft', 'vieh', 'pferde', 'land', 'stall', 'melken', 'füttern', 'heu', 'tier', 'eier', 'haus', 'bauernhof', 'scheune', 'abgeben', 'stroh', 'verkaufen', 'wirtschaft', 'wagen', 'bäuerin', 'fleisch', 'helfen', 'futter', 'hüten', 'bauern', 'schaf', 'ferkel', 'gemolken', 'hektar', 'schwer', 'schweine', 'mähen', 'kartoffel', 'nachbar', 'arbeit', 'gänse', 'kuhstall', 'weiden', 'ziege', 'landwirtschaftlich']

90 ['krieg', 'essen', 'brot', 'zeit', 'lebensmittel', 'kaufen', 'pfund', 'tauschen', 'zigarett', 'kartoffel', 'butter', 'marke', 'bauer', 'geld', 'karte', 'lachen', 'verkaufen', 'schlecht', 'schwarz', 'hamstern', 'schwarzmarkt', 'hunger', 'zucker', 'tabak', 'tag', 'abgeben', 'mehl', 'speck', 'hungern', 'währungsreform', 'eier', 'markt', 'paket', 'kohle', 'nachkriegszeit', 'geschäft', 'sack', 'schicken', 'eintauschen', 'besorgen', 'versorgung', 'normal', 'organisieren', 'mitbringen', 'lebensmittelkaren', 'fleisch', 'lebensmittelkart', '47', '48', 'schwer']

91 ['versuchen', 'grund', 'spät', 'antrag', 'ablehnen', 'möglichkeit', 'zeit', 'aufnehmen', 'unterschreiben', 'tag', 'herr', 'gespräch', 'erklären', 'frage', 'stelle', 'erfahren', 'gewiß', 'geschehen', 'bitten', 'einsetzen', 'führen', 'mitteilen', 'schriftlich', 'daraufhin', 'bericht', 'schwierigkeit', 'letzter', 'dauern', 'fallen', 'unterlage', 'bereit', 'sogenannter', 'liste', 'wenden', 'annehmen', 'falsch', 'damalig', 'verfügung', 'schaffen', 'abgeben', 'tisch', 'nötig', 'erreichen', 'rat', 'handeln', 'form', 'übernehmen', 'kämpfen', 'beschließen', 'schicken']

92 ['maria', 'herr', 'nennen', 'könig', 'dr', 'martin', 'duzen', 'josef', 'strauß', 'koch', 'doktor', 'richard', 'erika', 'peter', 'hand', 'marie', 'franz', 'rudolf', 'brigitte', 'vorname', 'anneliese', 'ehre', 'barbara', 'storch', 'geduzt', 'drucker', 'martha', 'gast', 'fischer', 'johanna', 'freimaurer', 'anreden', 'hein', 'ruth', 'führung', 'philipp', 'rechter', 'heine', 'zeitlang', 'ilse', 'königin', 'höxter', 'spitznamen', 'roth', 'moses', 'luisenschule', 'luther', 'berger', 'freud', 'hoheit']

93 ['ruhrgebiet', 'dortmund', 'aachen', 'münster', 'bereich', 'ökologie', 'stimme', 'gelsenkirchen', 'stadt', 'düsseldorf', 'oberhausen', 'iserlohn', 'kennen', 'spät', 'gladbeck', 'mülheim', 'heben', 'ruhr', 'land', 'norden', 'siedlungsverband', 'duisburg', 'räusperen', 'abteilung', 'ökologisch', 'sauerland', 'westfalen', 'süden', 'damalig', 'nennen', 'nordrheinwestfalen', 'essen', 'ruhrkohlenbezirk', 'landesanstalt', 'gebiet', 'unna', 'rheinland', 'westfale', 'köln', 'raum', 'kreis', 'arnsberg', 'grün', 'geographie', 'städtisch', 'recklinghausen', 'wissenschaftlich', 'nordrheinwestfale', 'bottrop', 'planung']

94 ['krieg', 'einziehen', '45', 'zeit', '44', 'soldat', '43', '42', '39', '41', '40', 'anfang', 'gefangenschaft', 'russland', 'melden', 'mitmachen', 'fallen', 'letzter', 'vater', 'freiwillig', 'erleben', 'schwer', '1940', 'front', 'frankreich', 'weltkrieg', 'tag', 'schlimm', 'kriegsend', 'spät', 'arbeitsdienst', 'gehören', '1945', 'verlieren', 'gewinnen', 'entlassen', '1943', 'urlaub', '1944', 'essen', 'hitler', 'zweiter', '38', 'schluss', 'evakuieren', 'zurückgekommen', 'woche', 'verwunden', 'wehrmacht', 'glück']

95 ['musik', 'club', 'platte', 'auflegen', 'zeit', 'hören', 'label', 'kaufen', 'gehören', 'party', 'letzter', 'super', 'partys', 'john', 'großstadt', 'kassette', 'produzieren', 'türlich', 'geld', 'freund', 'dj', 'musikalisch', 'aufnehmen', 'laden', 'mode', 'rock', 'kultur', 'echt', 'woche', 'schallplatte', 'andreas', 'elektronisch', 'live', 'abend', 'schlagzeug', 'bla', 'wahnsinnig', 'bar', 'plattenlade', 'geil', 'richtung', 'radio', 'merken', 'depech', 'wochenende', 'spät', 'album', 'konzert', 'platt', 'kopf']

96 ['kirche', 'katholisch', 'evangelisch', 'pfarrer', 'kirchlich', 'gemeinde', 'pastor', 'christlich', 'kind', 'taufen', 'religiös', 'christ', 'konfirmieren', 'gehören', 'gottesdienst', 'austreten', 'katholik', 'religion', 'zeit', 'eltern', 'jugendweihe', 'konfirmation', 'bischof', 'jugend', 'predigen', 'erziehen', 'schule', 'religionsunterricht', 'sonntags', 'rolle', 'lachen', 'nennen', 'trauen', 'priester', 'kommunion', 'besuchen', 'fromm', 'messe', 'letzter', 'beten', 'gläubig', 'streng', 'geistlich', 'kaplan', 'herr', 'konfirmandenunterricht', 'glocke', 'hingehen', 'mitglied', 'kirchensteuer']

97 ['punk', 'düsseldorf', 'hof', 'straße', 'zeit', 'rating', 'ratinger', 'richtig', 'musik', 'laden', 'kennen', 'konzert', 'gehören', 'szene', 'spät', 'relativ', '80er', 'anfang', '70er', '79', 'normal', 'altstadt', '78', 'rocker', 'treffen', 'stadt', 'wochenende', 'düsseldorfer', 'hören', 'super', 'gruppe', 'iserlohn', 'haare', 'haar', 'clique', 'mitbekommen', 'lustig', 'punkrock', 'richtung', 'ecke', 'kneipe', 'mitte', 'london', 'erkrath', 'ahnung', 'verbringen', 'klasse', 'zuhause', 'martin', 'droge']

98 ['kontakt', 'kennen', 'treffen', 'freund', 'zeit', 'familie', 'besuchen', 'wohnen', 'freundin', 'beziehung', 'mensch', 'eng', 'freundschaft', 'verhältnis', 'spät', 'unterhalten', 'lernen', 'helfen', 'einladen', 'nett', 'verbindung', 'gruppe', 'gemeinsam', 'reden', 'gehören', 'kreis', 'erinnern', 'gerne', 'problem', 'schön', 'befreundet', 'aufnehmen', 'untereinander', 'richtig', 'nachbar', 'kollege', 'verschieden', 'frage', 'hören', 'gegenseitig', 'besuch', 'privat', 'ergeben', 'letzter', 'organisieren', 'fest', 'eltern', 'wussen', 'interessant', 'tag']

99 ['klacken', 'bibliothek', 'leises', 'leise', 'rums', 'hintergrund', 'herr', 'rascheln', 'rechner', 'system', 'kollege', 'amüsieren', 'hintergrundgeräusch', 'wissenschaftlich', 'edv', 'internet', 'rechenzentrum', 'bücher', 'amüsiert', 'netz', 'technisch', 'amüsiern', 'universität', 'aufbauen', 'schön', 'unwahrscheinlich', 'virtuell', 'geräusch', 'bildschirm', 'klacke', 'land', 'ulm', '000', 'wegener', 'idee', 'zeitschrift', 'ruhestand', 'rumse', 'katalog', 'spannend', 'technik', 'universitätsbibliothek', 'software', 'entwicklung', 'hochschule', 'lernen', 'mittlerweile', 'gesamt', 'studierend', 'hagen']

100 ['vater', 'gebären', 'mutter', 'eltern', 'krieg', 'zeit', 'familie', 'kindheit', 'jahrgang', 'kind', 'schule', 'bruder', 'schwester', 'aufwachsen', 'weltkrieg', 'heiraten', 'spät', 'sterben', 'geschwister', 'zweiter', 'erinnern', 'stammen', 'besuchen', 'fangen', 'erinnerung', 'interview', 'brüder', 'lebensgeschichte', '29', '1930', '21', 'volksschule', '1923', 'wohnen', '1933', '22', 'jugend', '24', '33', '1927', '1924', '1925', '27', '1929', 'anfang', 'geburt', '1920', '1928', '1937', '36']

101 ['wählen', 'spd', 'partei', 'politisch', 'cdu', 'wahl', 'politik', 'mitglied', 'zentrum', 'deutsch', 'vorsitzend', 'sozialdemokrat', 'fdp', 'kpd', 'bürgermeister', 'demokratisch', 'adenauer', 'rat', 'kommunist', 'mehrheit', 'gründen', 'spät', 'linker', 'grüne', 'landtag', 'stimme', 'stadt', 'engagieren', 'politiker', 'meinung', 'sozialdemokratisch', 'zeitung', 'lachen', 'richtig', 'bundestag', 'frauenring', 'regierung', 'gehören', 'weimarer', 'grün', 'frage', 'union', 'demokratie', 'sozial', 'richtung', 'christlich', 'abgeordneter', 'grund', 'zeit', 'stimmen']

102 ['arbeitsdienst', 'mädchen', 'lachen', 'schön', 'transkript', 'führerin', 'gießen', 'einsatz', 'stellung', 'soldat', 'dienst', 'kriegshilfsdienst', 'lager', 'fräulein', 'melden', 'führerinn', 'scheinwerfer', 'mussen', 'uniform', 'sin', 'kameradschaft', 'sachten', 'bauer', 'ausbildung', 'freiwillig', 'paris', 'einziehen', 'ausbilden', 'bild', 'flak', 'sekunde', 'gell', 'dienststelle', 'nett', 'kameradin', 'hättn', 'pflichtjahr', 'stelle', 'wehrmacht', 'frankreich', 'zimmer', 'verbinden', 'außendienst', 'automatisch', 'käte', 'margret', 'empfehlen', 'einsetzen', 'bergisch', 'reichsarbeitsdienst']

103 ['blättern', 'herr', 'deutsch', 'nummer', 'politisch', 'gott', 'berlin', 'bescheinigung', 'zschorlau', 'unterlage', 'bockau', 'original', 'kopie', 'dokument', 'gauck', 'zettel', 'stempel', 'waldheim', 'rehabilitierung', 'opfer', 'helmut', 'brandenburg', 'engert', 'häftlingshilfegesetz', 'absatz', 'angabe', 'ehemalig', 'beginn', 'antrag', 'demokratisch', 'häftling', 'unterschrift', 'kampfgruppe', 'artikel', 'schrift', 'haft', 'urkunde', 'würzburg', 'nattke', 'aue', 'paragraph', 'dialektal', 'neubert', 'entlassungsschein', 'martha', 'ritter', '25', 'unterschreiben', 'akte', 'ministerium']

104 ['deutschland', 'papier', 'bescheinigung', 'schicken', 'dokument', 'pass', 'arbeit', 'entschädigung', 'spät', 'ausweis', 'lager', 'unterlage', 'stiftung', 'frage', 'ausfüllen', 'ausstellen', 'antrag', 'erinnern', 'organisation', 'helfen', 'zweiter', 'archiv', 'zeigen', 'eintragen', 'unterschreiben', 'ehemalig', 'zahlen', 'häftling', 'registrieren', 'geld', '1945', 'fragebogen', 'hilfe', 'kgb', 'aufnehmen', 'formular', 'anna', 'letzter', 'deutsch', 'rente', 'verheimlichen', 'überprüfen', 'deutsche', 'wussen', 'vergessen', 'antworten', 'vergehen', 'geburtsurkunde', 'moskau', 'zurückkehren']

105 ['wende', 'ddrzeit', 'limburg', 'garnicht', 'undda', 'pirna', 'froh', 'lichtenberg', 'naturrecht', 'freundin', 'eltern', 'bus', 'vati', 'vera', 'unddann', 'schlimm', 'rainer', 'sound', 'eos', 'micsinyei', 'warja', 'hmund', 'privat', 'familienrecht', 'hmja', 'lnyaja', 'warich', 'graus', 'sonnenstein', 'dawar', 'diedi', 'untertan', 'dawurde', 'mutti', 'ichdann', 'epheserbrief', 'hirschmann', 'fluoride', 'diehatte', 'dada', 'inin', 'zuordnen', 'mandann', '1halt', 'rente', 'pulsnitz', 'parteilehrjahr', 'fluor', 'leninstraße', 'undso']

106 ['york', 'amerika', 'usa', 'paris', 'israel', 'college', 'stadt', 'amerikanisch', 'freund', 'geschichte', 'weißen', 'lernen', 'chicago', 'zeit', 'englisch', 'amsterdam', 'europa', 'kind', 'san', 'staat', 'kaufen', 'haven', 'onkel', 'welt', 'dollar', 'vereinigt', 'atlanta', 'land', 'deutschland', 'arbeit', 'überlebend', 'workshop', 'projekt', 'david', 'papier', 'deutsch', 'entwickeln', 'german', 'washington', 'university', 'dose', 'francisco', 'holocaust', 'wussen', 'miami', 'kalifornien', 'bild', 'platz', 'universität', 'verschieden']

107 ['chef', 'abteilung', 'arbeit', 'büro', 'stelle', 'firma', 'kollege', 'herr', 'zeit', 'sekretärin', 'einstellen', 'spät', 'verwaltung', 'dienst', 'direktor', 'tag', 'kündigen', 'betrieb', 'leiter', 'übernehmen', 'tätigkeit', 'beworben', 'angestellter', 'mitarbeiter', 'kennen', 'beschäftigen', 'arbeitsamt', 'beruf', 'gehören', 'abteilungsleiter', 'gehalt', 'beamter', 'personalabteilung', 'anstellen', 'kollegin', 'arbeitsplatz', 'wechseln', 'entlassen', 'geld', 'thyssen', 'lachen', 'schreibmaschine', 'gerne', 'bereich', 'anfang', 'interessant', 'zuständig', 'versetzen', 'bank', 'beruflich']

108 ['malen', 'bild', 'zeichnen', 'kunst', 'künstler', 'ausstellung', 'maler', 'farbe', 'zeichnung', 'künstlerisch', 'interessant', 'zeigen', 'toi', 'plakat', 'museum', 'hängen', 'rot', 'art', 'wand', 'malerei', 'papier', 'zweiter', 'kreativ', 'talent', 'werbung', 'modell', 'dritter', 'stern', 'galerie', 'wunderbar', 'gestalten', 'schaffen', 'rahmen', 'pinsel', 'ergeben', 'anfertigen', 'raum', 'ausstellen', 'atelier', 'blatt', 'hehen', 'bunt', 'kunstakademie', 'künstlerin', 'streichen', 'werk', 'mode', 'kunstmaler', 'beschäftigen', 'zeitschrift']

109 ['film', 'tanzen', 'musik', 'kino', 'theater', 'schön', 'klavier', 'lieder', 'chor', 'gerne', 'kennen', 'konzert', 'erinnern', 'lernen', 'hören', 'geige', 'lied', 'musikalisch', 'spät', 'zeit', 'orchester', 'bühne', 'abend', 'üben', 'stimme', 'tanz', 'gitarre', 'schauspieler', 'musiker', 'oper', 'gehören', 'mädchen', 'abends', 'krieg', 'wunderbar', 'kultur', 'saal', 'fernsehen', 'richtig', 'interessant', 'modern', 'radio', 'instrument', 'aufführen', 'veranstaltung', 'sänger', 'akkordeon', 'aufführung', 'einladen', 'kulturell']

110 ['lager', 'deutsch', 'arbeit', 'deutsche', 'stadt', 'fabrik', 'erinnern', 'russe', 'baracke', 'essen', 'mädchen', 'franzose', 'russisch', 'schicken', 'barack', 'deutschland', 'werk', 'mensch', 'tag', 'polen', 'spät', 'fliehen', 'kriegsgefangen', 'schlagen', 'führen', 'jungs', 'zeit', 'verschieden', 'pole', 'zimmer', 'amerikaner', 'befreien', 'wohnen', 'bauer', 'gefangener', 'behandeln', 'wussten', 'kleidung', 'arbeiter', 'polizist', 'zweiter', 'front', 'ort', 'brot', 'nähe', 'kantine', 'stacheldraht', 'schlecht', 'ost', 'soldat']

111 ['professor', 'student', 'universität', 'philosophie', 'freiburg', 'promovieren', 'institut', 'studieren', 'wissenschaftlich', 'kollege', 'psychologie', 'bonn', 'geschichte', 'fakultät', 'interessant', 'göttingen', 'studium', 'deutsch', 'doktor', 'akademie', 'spät', 'fach', 'wissenschaft', 'assistent', 'vorlesung', 'uni', 'vortrag', 'jurist', 'heidelberg', 'münchen', 'herr', 'prof', 'promotion', 'chef', 'medizin', 'seminar', 'dissertation', 'japanisch', 'münster', 'kennen', 'semester', 'schmunzeln', 'wissenschaftler', 'gehören', 'lehrstuhl', 'doktorarbeit', 'interessiert', 'karriere', 'examen', 'welt']

112 ['flugzeug', 'fliegen', 'schießen', 'panzer', 'hören', 'bombe', 'bombardieren', 'waffe', 'deutsch', 'treffen', 'stadt', 'fallen', 'flieger', 'luft', 'tag', 'front', 'abschießen', 'soldat', 'pilot', 'richtung', 'flughafen', 'meter', 'nähe', 'deutsche', 'amerikanisch', 'maschinengewehr', 'krieg', 'minen', 'amerikaner', 'explodieren', 'stellung', 'passieren', 'beschießen', 'werfen', 'kilometer', 'wald', 'spät', 'gewehr', 'maschine', 'flugplatz', 'bauen', 'marschieren', 'nah', 'erde', 'letzter', 'kämpfen', 'feuer', 'landen', 'fangen', 'sprengen']

113 ['firma', 'unternehmen', 'betrieb', 'bauen', 'industrie', 'technisch', 'herstellen', 'unternehmer', 'aufbauen', 'maschine', 'bereich', 'gehören', 'entwicklung', 'produzieren', 'verkaufen', 'markt', 'frage', 'geschichte', 'schwierigkeit', 'prozent', 'liefern', 'kriege', 'kohle', 'million', 'gründen', 'demontieren', 'wirtschaftlich', 'vernünftig', 'werk', 'bank', 'mitarbeiter', 'wirtschaft', 'demontage', 'betreiben', 'produkt', 'stahl', 'auftrag', 'siemens', 'übernehmen', 'produktion', 'kunde', 'interessant', 'technik', 'stahlwerk', 'todt', 'selbständig', 'pleite', 'verhältnis', 'ausland', 'geschäft']

114 ['arzt', 'krankenhaus', 'krank', 'tag', 'sterben', 'schwer', 'krankheit', 'woche', 'bein', 'doktor', 'operieren', 'spät', 'gesund', 'zeit', 'behandeln', 'untersuchen', 'medikament', 'operation', 'helfen', 'schlecht', 'schlimm', 'bett', 'ärztin', 'krankenschwester', 'blut', 'klinik', 'patient', 'behandlung', 'fieber', 'professor', 'auge', 'schmerz', 'kopf', 'fallen', 'schwester', 'pflegen', 'spritze', 'feststellen', 'körper', 'passieren', 'medizinisch', 'herz', 'glück', 'krebs', 'untersuchung', 'weh', 'lunge', 'tuberkulose', 'ärzten', 'spritzen']

115 ['jugoslawien', 'wahr', 'sarajevo', 'lager', 'belgrad', 'jasenovac', 'serbe', 'zagreb', 'jugoslawisch', 'ustascha', 'kroatien', 'fliehen', 'jude', 'kroate', 'partisan', 'serbisch', 'tito', 'partisane', 'italiener', 'jugoslawen', 'serbien', 'befreiung', 'gradika', 'bosnien', 'bedeuten', 'stara', 'flüchten', 'mostar', 'hinrichten', 'wien', 'weißt', 'gemeinsam', 'griechenland', 'kroatisch', 'besucher', 'abführen', 'zeitlang', 'rab', 'lopud', 'ungarn', 'gruppe', 'orthodox', '1941', 'fahrer', 'jugoslawe', 'werkstatt', 'sodass', 'passen', 'jüdisch', 'jelka']

116 ['schule', 'klasse', 'lehrer', 'kind', 'gymnasium', 'eltern', 'lernen', 'lehrerin', 'mädchen', 'spät', 'schüler', 'grundschule', 'erinnern', 'unterricht', 'volksschule', 'besuchen', 'schulzeit', 'schuljahr', 'zeit', 'abitur', 'vierter', 'zweiter', 'fünfter', 'vater', 'dritter', 'achter', 'sechster', 'einschulen', 'unterrichten', 'jungs', 'normal', 'mittelschule', 'zehnter', 'realschule', 'mutter', 'siebter', 'schlecht', 'oberschule', 'richtig', 'internat', 'kindheit', 'hauptschule', 'erinnerung', 'direktor', 'nennen', 'gerne', 'freund', 'neunter', 'streng', 'schülerin']

117 ['deutschland', 'deutsch', 'amerika', 'land', 'frankreich', 'england', 'kanada', 'holland', 'paris', 'schweiz', 'spanien', 'auswandern', 'belgien', 'ausland', 'europa', 'englisch', 'schweden', 'welt', 'französisch', 'kennen', 'freund', 'reisen', 'australien', 'international', 'schicken', 'kontakt', 'krieg', 'afrika', 'deutsche', 'reise', 'london', 'brüssel', 'schweizer', 'lernen', 'italien', 'portugal', 'usa', 'berlin', 'besuchen', 'holländisch', 'spanisch', 'europäisch', 'holländer', 'staat', 'grenze', 'südafrika', 'brasilien', 'südamerika', 'schiff', 'papier']

118 ['rente', 'zeit', 'sterben', '65', 'letzter', '62', '70', '68', '75', '63', '72', '56', '64', '58', 'spät', '61', '74', 'anfang', '67', '66', 'rentner', 'zweiter', '71', '69', '73', '1960', '59', 'richtig', '55', '1970', '57', '80', 'pensionieren', '76', 'gebären', 'arbeit', 'schlecht', '1961', '78', 'tag', '1972', 'schwer', '50', '77', 'sechzig', 'stimmen', '1958', '25', 'krank', '53']

