0 ['kirche', 'katholisch', 'evangelisch', 'pfarrer', 'kirchlich', 'christlich', 'pastor', 'religiös', 'gott', 'taufen', 'beten', 'religion', 'gemeinde', 'christ', 'gläubig', 'kind', 'mensch', 'katholik', 'jugendweihe', 'austreten', 'konfirmieren', 'zeit', 'konfirmation', 'gottesdienst', 'erziehen', 'religionsunterricht', 'bibel', 'eltern', 'rolle', 'gehören', 'priester', 'nennen', 'schule', 'predigen', 'bischof', 'streng', 'sonntags', 'fromm', 'jugend', 'gebet', 'heilig', 'geistlich', 'messe', 'kommunion', 'trauen', 'verbieten', 'besuchen', 'kaplan', 'glocke', 'papst', 'jesus', 'konfirmandenunterricht', 'taufe', 'gemeinschaft', 'mitglied', 'christus', 'schließen', 'kreuz', 'welt', 'hingehen', 'kloster', 'letzter', 'christentum', 'elternhaus', 'einstellung', 'gemeinsam', 'reich', 'kirchensteuer', 'konfessionell', 'protestantisch', 'fest', 'protestant', 'schön', 'erzogen', 'nonne', 'kindergottesdienst', 'ikonen', 'konfession', 'bindung', 'interessant', 'entscheiden', 'rom', 'andacht', 'läuten', 'bekennend', 'tisch', 'pater', 'theologie', 'verschieden', 'katholiken', 'versammlung', 'studieren', 'sekt', 'wert', 'erklären', 'ort', 'sünde', 'lernen', 'lehre', 'zwingen']
97 ['', 'jüdisch', 'deutschland', 'jude', 'holland', 'haifa', 'lachen', 'hamm', 'stettin', 'lachend', 'jugendbewegung', 'richtig', 'berlin', 'zionistisch', 'essen', 'palästina', 'sogenannter', 'christlich', 'kibbuz', 'schicken', 'leo', '33', 'schrecklich', 'dortmund', 'arabisch', 'deutsch', 'geschichte', 'israel', 'schlecht', 'freund', 'hebräisch', 'münster', '36', 'wussen', 'aviv', 'antisemitismus', 'köln', 'student', 'jungens', 'beschließen', 'bevölkerung', 'weggehen', 'studieren', 'jerusalem', 'illegal', 'nennen', 'berühmt', 'umkommen', 'zertifikat', 'england', 'tel', 'polizei', 'amerika', 'engländer', 'militär', 'pension', 'normal', 'beamter', 'gehören', 'ipehefrau', 'äthiopien', 'ideal', '1936', 'wunderbar', '40', 'führer', 'zionismus', 'auswanderung', 'komisch', 'levison', '237', 'mädels', 'auswandern', '35', 'zukunft', 'gesetz', 'araber', 'generation', 'christin', 'christ', 'feri', 'münchen', 'wirtschaftlich', '235', 'universität', '37', '1933', 'absolut', 'nazi', 'erich', 'weise', 'vati', '1937', 'triest', 'zufällig', 'zionist', 'schweden', 'nett', '34', 'palästinaamt']

98 ['mensch', 'zeit', 'erinnern', 'schlimm', 'krieg', 'angst', 'gott', 'schwer', 'passieren', 'erleben', 'hören', 'reden', 'gefühl', 'kind', 'wussen', 'spät', 'frage', 'erinnerung', 'helfen', 'geschichte', 'familie', 'versuchen', 'schlecht', 'fühlen', 'verlieren', 'schrecklich', 'fallen', 'situation', 'erfahren', 'gehören', 'welt', 'kennen', 'vergessen', 'normal', 'richtig', 'sterben', 'furchtbar', 'geschehen', 'erfahrung', 'gedanke', 'überleben', 'moment', 'wussten', 'tod', 'zeigen', 'hoffen', 'treffen', 'freund', 'land', 'letzter', 'erlebnis', 'schaffen', 'wahr', 'spüren', 'erklären', 'hoffnung', 'volk', 'träumen', 'bedeuten', 'leid', 'deutschland', 'weise', 'nachdenken', 'merken', 'leiden', 'schicksal', 'sinn', 'vergangenheit', 'schuld', 'eltern', 'empfinden', 'auge', 'menschlich', 'hart', 'bewusst', 'gelitten', 'hilfe', 'führen', 'wusste', 'froh', 'beschreiben', 'behandeln', 'durchmachen', 'traurig', 'freude', 'begreifen', 'art', 'kopf', 'stimmen', 'kraft', 'gewiß', 'ereignis', 'schön', 'möglichkeit', 'buch', 'lieben', 'generation', 'erwarten', 'freuen', 'vertrauen']

99 ['meter', 'stein', 'hand', 'holz', 'fallen', 'schwer', 'erde', 'wasser', 'boden', 'bein', 'werfen', 'mussen', 'stelle', 'dick', 'loch', 'wagen', 'bauen', 'kiste', 'nennen', 'berg', 'kopf', 'graben', 'luft', 'sand', 'richtig', 'fest', 'brechen', 'breit', 'fuß', 'arm', 'bewegen', 'zentimeter', 'löcher', 'kilometer', 'schaffen', 'reihe', 'zeigen', 'zweiter', 'straße', 'kette', 'wald', 'mitte', 'zeit', 'draht', 'hart', 'springen', 'schlagen', 'art', 'bretter', 'knochen', 'finger', 'passieren', 'laden', 'brett', 'schieben', 'drehen', 'baum', 'eisen', 'verbrennen', 'haufen', 'säck', 'kaputt', 'kilo', 'passen', 'rücken', 'schnee', 'nägel', 'greifen', 'hacken', 'fangen', 'sammeln', 'herunter', 'grube', 'hängen', 'stecken', 'stock', 'zement', 'richtung', 'transportieren', 'riesig', 'sack', 'heben', 'treiben', 'kippen', 'dinger', 'form', '50', 'schulter', 'bohren', 'tot', 'sägen', 'rechter', 'sonne', 'rollen', 'dritter', 'schießen', 'schwarz', 'linker', 'wand', 'fliegen']

100 ['schlimm', 'wallenberg', 'wende', 'pirna', 'ddrzeit', 'garnicht', 'russisch', 'raoul', 'freundin', 'undda', 'froh', 'vati', 'schwedisch', 'lichtenberg', 'kunstblume', 'unddann', 'vorbereiten', 'privat', 'epos', 'konsulat', 'bus', 'ausfallen', 'sound', 'wesuwe', 'nichtja', 'hanau', 'hmund', 'eos', 'sonnenstein', 'hmja', 'luisenschule', 'extra', 'kollege', 'warich', 'mutti', 'radeberg', 'leim', 'biographie', 'bezeichnen', 'diedi', 'sport', 'dawar', 'fluoride', 'dawurde', 'ichdann', 'rasse', 'milauzki', 'dada', 'soein', 'diehatte', 'wachwitz', 'eltern', 'copitz', 'inin', 'mitd', 'schutzpass', 'warja', 'nichtmehr', 'erstma', 'militärisch', 'pulsnitz', 'kirchenschweizer', 'undund', 'fluor', 'pani', 'laub', 'mandann', 'erziehung', 'heimatforschung', 'prostataentzündung', 'ichda', 'leninstraße', 'parteilehrjahr', 'reichenbach', 'emission', 'elternabend', 'hefter', 'mussich', 'zeitig', 'lehrplan', 'sprossenwand', 'fakt', 'soso', 'ichich', 'eib', 'löbau', 'ichhabe', 'nachhause', 'ichmir', 'naiv', 'karikatur', 'nichtso', 'rosine', 'undich', 'maurerschule', 'dastehen', 'weißich', 'lokalanästhesie', 'auchnicht', 'jaund']

101 ['ausstellung', 'stadt', 'museum', 'gedenkstätte', 'geschichte', 'ort', 'verein', 'arbeit', 'projekt', 'gruppe', 'veranstaltung', 'ehemalig', 'idee', 'einrichtung', 'gründen', 'haus', 'jüdisch', 'gesellschaft', 'schüler', 'nationalsozialismus', 'stelle', 'zeigen', 'einladen', 'pädagogisch', 'initiative', 'unterstützen', 'mitglied', 'anfang', 'achtziger', 'düsseldorf', 'programm', 'vorstand', 'presse', 'villa', 'forschung', 'historisch', 'geld', 'unterschiedlich', 'entwickeln', 'entstehen', 'raum', 'interessant', 'konzept', 'führen', 'politisch', 'gemeinde', 'öffentlichkeit', 'mensch', 'widerstand', 'stadtarchiv', 'opfer', 'kultur', 'zusammenarbeit', 'förderverein', 'bürgermeister', 'vortrag', 'land', 'gebäude', 'zeitzeuge', 'führung', 'arbeitskreis', 'institution', 'unterstützung', 'zeitzeug', 'intensiv', 'grunde', 'begegnung', 'synagoge', 'engagiert', 'umsetzen', 'arbeitsgemeinschaft', 'region', 'mahnmal', 'aufarbeiten', 'geschehen', 'diskussion', 'finanzieren', 'essen', 'stattfinden', 'dritter', 'kuratorium', 'engagieren', 'jude', 'besucher', 'leiten', 'schule', 'walsum', 'dr', 'leisten', 'ehrenamtlich', 'zwangsarbeiter', 'schwerpunkt', 'sinti', 'einrichten', 'bürger', 'denkmal', 'hompel', 'teilnehmen', 'dokumentation', 'institut']

102 ['fernuniversität', 'universität', 'hagen', 'herr', 'professor', 'lachen', 'fernstudium', 'fernuni', 'hochschule', 'student', 'atmen', 'rau', 'ministerium', 'rektor', 'betonen', 'projekt', 'peters', 'gründungsausschuss', 'kollege', 'kurs', 'fakultät', 'bartz', 'fachhochschule', 'weiterbildung', 'spät', 'fachbereich', 'verwaltung', 'anfang', 'institut', 'aufgabe', 'kanzler', 'wissenschaftlich', 'mitarbeiter', 'zfe', 'studienbrief', 'johannes', 'stelle', 'university', 'bochum', 'uni', 'kontakt', 'herrn', 'fach', 'studienzentren', 'senat', 'forschung', 'entwickeln', 'studierend', 'anbieten', 'berufen', 'entwicklung', 'medium', 'gründen', 'international', 'tübingen', 'zentrum', 'akademisch', 'rechenzentrum', 'rektorat', 'minister', 'didaktisch', 'damalig', 'prof', 'lehre', 'gründung', 'lehrstuhl', 'idee', 'gruppe', 'einrichten', 'villa', 'elektrotechnik', 'nordrheinwestfalen', 'schmunzeln', 'land', 'otto', 'bonn', 'referent', 'hochschullehrer', 'klappen', 'mathematik', 'bereich', 'mitglied', 'einladen', 'sitzung', 'didaktik', 'zentral', 'studium', 'düsseldorf', 'vertreten', 'wissenschaft', 'gesamthochschule', 'batti', 'system', 'vorlesung', 'pädagogisch', 'betreiben', 'arbeitsgruppe', 'informatik', 'bildung', 'technisch']

103 ['pferd', 'bauer', 'kühe', 'schwein', 'dorf', 'feld', 'kartoffel', 'hof', 'land', 'kuh', 'milch', 'landwirtschaft', 'schlachten', 'hühner', 'vieh', 'arbeit', 'helfen', 'pferde', 'stall', 'getreide', 'scheune', 'heu', 'haus', 'melken', 'füttern', 'stroh', 'garten', 'herbst', 'tier', 'ernten', 'winter', 'kolchose', 'zeit', 'sommer', 'ernte', 'eier', 'bauernhof', 'abgeben', 'verkaufen', 'bauern', 'schwer', 'schaf', 'wagen', 'mähen', 'futter', 'wirtschaft', 'rüben', 'maschine', 'kind', 'weizen', 'bäuerin', 'anbauen', 'mussen', 'hüten', 'boden', 'krieg', 'mühle', 'felder', 'korn', 'vater', 'bauen', 'fleisch', 'ferkel', 'gänse', 'nachbar', 'kaninchen', 'gemolken', 'hektar', 'schön', 'holz', 'traktor', 'wachsen', 'frühjahr', 'binden', 'pflügen', 'weiden', 'sammeln', 'ziege', 'schweine', 'gras', 'liefern', 'kuhstall', 'hand', 'mist', 'weide', 'gemüse', 'landwirtschaftlich', 'unkraut', 'acker', 'bestellen', 'verteilen', 'erinnern', 'kilometer', 'dreschmaschine', 'pflanzen', 'rogg', 'gehören', 'schlecht', 'säen', 'spät']

104 ['papier', 'schicken', 'unterschreiben', 'tag', 'rot', 'melden', 'wussen', 'pass', 'antrag', 'adresse', 'dokument', 'bescheinigung', 'kreuz', 'warten', 'post', 'ausweis', 'unterlage', 'liste', 'zeigen', 'karte', 'spät', 'unterschrift', 'polizei', 'nummer', 'zeit', 'erfahren', 'entlassen', 'woche', 'arbeit', 'zettel', 'stempel', 'abgeben', 'versuchen', 'aufnehmen', 'wussten', 'behörde', 'eintragen', 'ausstellen', 'ankommen', 'ausfüllen', 'angeben', 'richtig', 'anmelden', 'mitteilen', 'abholen', 'genehmigung', 'schriftlich', 'erklären', 'herr', 'beantragen', 'bescheid', 'bestätigen', 'registrieren', 'nennen', 'aufgeschrieben', 'ordnung', 'helfen', 'grund', 'hilfe', 'vorlegen', 'deutsch', 'nachricht', 'stelle', 'schwierigkeit', 'stimmen', 'sammeln', 'geschickt', 'gehören', 'anrufen', 'geld', 'rufen', 'einreichen', 'antworten', 'erledigen', 'bitten', 'postkarte', 'hingehen', 'deutschland', 'archiv', 'amt', 'freiwillig', 'wenden', 'hand', 'möglichkeit', 'frage', 'klappen', 'zweiter', 'angabe', 'mitteilung', 'ausreise', 'ablehnen', 'schreib', 'formular', 'bestellen', 'fragebogen', 'pässe', 'genehmigen', 'dauern', 'übergeben', 'erklärung']

105 ['mama', 'krieg', 'stalin', 'leningrad', 'erinnern', 'stadt', 'moskau', 'institut', 'straße', 'kiew', 'rubel', 'arbeit', 'schicken', 'abschließen', 'papa', 'großmutter', 'sterben', 'nikolai', 'russisch', 'lida', 'beenden', 'mischa', 'charkow', 'ljuda', 'revolution', 'ukrainisch', 'spät', 'wohnung', 'russland', 'ukraine', 'interessant', 'sowjetisch', 'petersburg', 'rot', 'park', 'fabrik', 'peterhof', 'taganrog', 'schloss', 'dina', 'prospekt', 'hochschule', 'gebären', 'klasse', 'technikum', 'kuban', 'klug', 'kehren', 'lenin', 'tante', 'bedeuten', 'absolvieren', 'kaukasus', 'platz', 'wolodja', 'befinden', 'blockade', 'smorgon', 'foto', 'weggefahren', 'gebäude', 'kosaken', 'mascha', 'grund', 'odessa', 'zweiter', 'schicksal', 'lieben', 'gebiet', 'studieren', 'gora', 'zeigen', 'lwow', 'akademie', 'rufen', 'olja', 'schrecklich', 'schlecht', 'mironowka', 'verbannen', 'schauen', 'melitopol', '1941', 'fachschule', 'besuchen', 'riesig', 'weißrussland', 'verteidigen', 'brjansk', 'ausgezeichnet', 'wechseln', 'galja', 'tscherkessk', 'verhaften', 'vilnius', 'gatschina', 'land', 'begraben', 'lisa', 'kirow']

106 ['lernen', 'beruf', 'lehre', 'ausbildung', 'schule', 'zeit', 'arbeit', 'firma', 'lehrling', 'kaufmännisch', 'vater', 'prüfung', 'besuchen', 'arbeitsamt', 'verdienen', 'lehrstelle', 'betrieb', 'richtig', 'berufsschule', 'gerne', 'mittlerer', 'meister', 'kennen', 'stelle', 'geld', 'ausbilden', 'handelsschule', 'schwer', 'spät', 'lehrlinge', 'volksschule', 'verkäuferin', 'maurer', 'lehrzeit', 'arbeitslos', 'abschluss', 'büro', 'schlosser', 'abschließen', 'beruflich', 'möglichkeit', 'nennen', 'lachen', 'chef', 'erlernen', 'zweiter', 'entlassen', 'heiraten', 'mädchen', 'berufsausbildung', 'einstellen', 'beenden', 'schlecht', 'haushalt', 'reif', 'übernehmen', 'beschäftigen', 'krieg', 'melden', 'schaffen', 'kaufmann', 'klappen', 'facharbeiter', 'mitmachen', 'studieren', 'tätigkeit', 'lehrjahr', 'angestellter', 'fallen', 'technisch', 'beworben', 'schreibmaschine', 'tischler', 'schneiderin', 'anderthalb', 'gelernt', 'zuhause', 'handwerk', 'annehmen', 'wunsch', 'damalig', 'nebenbei', 'bezahlen', 'elektriker', 'selbständig', 'fabrik', 'bruder', 'tüchtig', 'lehren', 'tochter', 'stellung', 'bäcker', 'pflichtjahr', 'woche', 'geschäft', 'ingenieur', 'handwerklich', 'reife', 'zeugnis', 'verschieden']

107 ['tante', 'onkel', 'mutter', 'schwester', 'cousin', 'bruder', 'tant', 'weiss', 'cousine', 'familie', 'vater', 'kind', 'erinnern', 'wohnen', 'schicken', 'besuch', 'besuchen', 'zeit', 'verwandter', 'ort', 'verwandt', 'krieg', 'kennen', 'spät', 'überleben', 'haus', 'erfahren', 'vetter', 'letzter', 'treffen', 'tag', 'verwandte', 'heisst', 'zurückkommen', 'verwandtschaft', 'paket', 'abholen', 'geschichte', 'lilly', 'freundin', 'ankommen', 'erwähnen', 'heiraten', 'lengefeld', 'rufen', 'sommer', 'quot', 'adresse', 'verlieren', 'hannah', 'lächeln', 'fabrik', 'söhne', 'warten', 'wusste', 'mädchen', 'verlassen', 'emma', 'fräulein', 'kontakt', 'verbindung', 'geraten', 'grund', 'aufnehmen', 'grades', 'großmutter', 'bild', 'fallen', 'draussen', 'geschäft', 'ehemann', 'brüder', 'selma', 'lena', 'hiess', 'onkels', 'annehmen', 'rannen', 'ida', 'kusine', 'unterhalten', 'zug', 'eng', 'helfen', 'geld', 'nachman', 'zurückgekommen', 'abend', 'miami', 'restaurant', 'österreich', 'grossmutter', 'bückeberg', 'verstecken', 'anna', 'york', 'päckchen', 'sögen', 'ansehen', 'bach']

108 ['haus', 'wohnen', 'straße', 'schön', 'garten', 'stadt', 'kennen', 'kind', 'nachbar', 'bauen', 'wohnung', 'gehören', 'zeit', 'gewohnen', 'ecke', 'dorf', 'park', 'gegend', 'nähe', 'siedlung', 'nachbarschaft', 'erinnern', 'spät', 'hof', 'familie', 'auto', 'sommer', 'platz', 'wunderschön', 'viertel', 'richtig', 'grundstück', 'schule', 'häuschen', 'wohnn', 'berg', 'rathaus', 'nett', 'ort', 'wunderbar', 'grün', 'straßenbahn', 'bild', 'fahrrad', 'fuß', 'villa', 'blume', 'verschieden', 'wiese', 'nachbarin', 'ordnung', 'bahnhof', 'anfang', 'fenster', 'unheimlich', 'einziehen', 'wald', 'umgebung', 'erinnerung', 'spazieren', 'stimmen', 'land', 'winter', 'markt', 'sohn', 'rüber', 'abends', 'gärtner', 'drüben', 'gewohnt', 'wohnt', 'abreißen', 'gärten', 'herrlich', 'gebäude', 'stadtteil', 'hauptstraße', 'arm', 'tochter', 'friedhof', 'minute', 'weisen', 'gasse', 'balkon', 'einwohner', 'meter', 'brücke', 'tor', 'fabrik', 'neintaf', 'führen', 'zentrum', 'ländlich', 'ruhig', 'laube', 'feld', 'breit', 'gärtnerei', 'sauber', 'hotel']

109 ['deutschland', 'armee', 'krieg', 'schicken', 'dorf', 'kolchose', 'arbeit', 'moskau', 'gebiet', 'minsk', 'kiew', 'mensch', 'rubel', 'leiter', 'bescheinigung', 'spät', 'schule', 'ukraine', 'vorsitzend', 'abschließen', 'sterben', '1947', 'komsomol', 'werk', 'stadt', 'kyjiw', 'erinnern', 'sewastopol', 'einberufen', 'direktor', 'ausbildung', 'organisation', 'klasse', 'zurückkehren', 'treffen', 'häftling', 'vergessen', 'kgb', 'stiftung', 'dokument', 'aufnehmen', 'absolvieren', 'fabrik', 'gomel', 'zweiter', 'kennen', 'miliz', 'kreis', 'sekretär', '1946', 'beenden', 'ehemalig', 'wohnung', 'rente', 'entlassen', 'fachschule', 'helfen', 'kolchos', 'weißrussland', 'rufen', 'ehefrau', 'wechseln', 'bauen', 'kehren', 'stelle', 'bezirk', 'grodno', 'fahrer', '1949', 'schloss', 'sowjetisch', 'unterlage', '1948', 'sibirien', 'dienen', 'entschädigung', 'charkiw', 'verheimlichen', 'sohn', '1945', 'front', 'iwan', 'technisch', 'nr', 'geschickt', 'brest', 'befinden', 'versammlung', '1950', 'abteilung', 'leisten', 'browary', 'stalin', 'zahlen', 'fuhrpark', 'gott', 'berufsschule', 'nummer', 'andrej', 'veteran']

