0 ['kirche', 'katholisch', 'evangelisch', 'pfarrer', 'kirchlich', 'christlich', 'pastor', 'religiös', 'gott', 'taufen', 'beten', 'religion', 'gemeinde', 'christ', 'gläubig', 'kind', 'mensch', 'katholik', 'jugendweihe', 'austreten', 'konfirmieren', 'zeit', 'konfirmation', 'gottesdienst', 'erziehen', 'religionsunterricht', 'bibel', 'eltern', 'rolle', 'gehören', 'priester', 'nennen', 'schule', 'predigen', 'bischof', 'streng', 'sonntags', 'fromm', 'jugend', 'gebet', 'heilig', 'geistlich', 'messe', 'kommunion', 'trauen', 'verbieten', 'besuchen', 'kaplan', 'glocke', 'papst', 'jesus', 'konfirmandenunterricht', 'taufe', 'gemeinschaft', 'mitglied', 'christus', 'schließen', 'kreuz', 'welt', 'hingehen', 'kloster', 'letzter', 'christentum', 'elternhaus', 'einstellung', 'gemeinsam', 'reich', 'kirchensteuer', 'konfessionell', 'protestantisch', 'fest', 'protestant', 'schön', 'erzogen', 'nonne', 'kindergottesdienst', 'ikonen', 'konfession', 'bindung', 'interessant', 'entscheiden', 'rom', 'andacht', 'läuten', 'bekennend', 'tisch', 'pater', 'theologie', 'verschieden', 'katholiken', 'versammlung', 'studieren', 'sekt', 'wert', 'erklären', 'ort', 'sünde', 'lernen', 'lehre', 'zwingen']
37 ['krupp', 'essen', 'krieg', 'niederlande', 'amsterdam', 'firma', 'wohnen', 'kruppsch', 'niederländisch', 'heimaterde', 'mülheim', 'borbeck', 'rotterdam', 'kruppianer', 'wohnung', 'westerbork', 'holland', 'van', 'nennen', 'steel', 'duisburg', 'altendorf', 'haag', 'utrecht', '40', 'essenwest', 'essener', 'niederländer', 'untertauchen', 'beschäftigen', 'mitglied', 'gehören', 'genossenschaft', 'kruppschen', 'holsterhausen', 'philips', 'widia', 'arnh', 'groning', 'vught', 'sozial', 'holländisch', 'entlassen', 'alfried', 'juliana', 'ecke', 'echt', 'beitz', '25', 'kulmbach', 'laboratorium', 'arbeiter', 'hengelo', 'straßenbahn', 'wasserwerk', 'nummer', 'rüttenscheid', 'hilversum', 'bohle', 'west', 'erwerbslos', 'kaputt', 'verwaltungsgebäude', 'konsum', 'halbach', 'straße', 'unterbringen', 'gulden', 'haushaltshilfe', 'kurt', '45', 'wohnungsbau', 'bredeney', 'mieten', 'kolumbusstraße', '39', 'segeroth', 'gruga', 'het', 'mühlheim', 'amersfoort', 'entsinnen', 'siedlung', 'industriebau', 'lowa', 'aeg', 'betriebskrankenkasse', 'almelo', 'apparat', 'gewohnen', 'kriege', 'siedler', 'delfzijl', 'riki', 'coop', 'verein', 'simon', 'notowitz', 'personalabteilung', 'verhaften']

38 ['bild', 'foto', 'zeigen', 'fotografieren', 'schön', 'ring', 'aufnehmen', 'kamera', 'fotografie', 'fotograf', 'aufnahme', 'album', 'weißen', 'golden', 'platz', 'hängen', 'spät', 'mitte', 'museum', 'mitbringen', 'fotos', 'angucken', 'hochzeit', 'fotoapparat', 'gerne', 'zeit', 'film', 'warten', 'entwickeln', 'entstehen', 'erkennen', 'verschieden', 'buch', 'kaufen', 'erinnerung', 'papier', 'aussehen', 'licht', 'schauen', 'malen', 'marianne', 'weißt', 'linker', 'stadt', 'einladung', 'blättern', 'harald', 'dieter', 'amsterdam', 'schenken', 'lisa', 'anschauen', 'uli', 'feier', 'stein', 'dose', 'aufbewahren', 'tagebuch', 'bad', 'moment', 'idee', 'rudi', 'gerd', 'workshop', 'brille', 'freund', 'rechter', 'andreas', 'hübsch', 'schade', 'fotoalbum', 'vergrößern', '50', 'guck', 'besuch', 'tisch', 'einladen', 'welt', 'festhalten', 'urlaub', 'aufgeschrieben', 'zeign', 'nummer', 'negativ', 'geburtstag', 'verrückt', 'versuchen', 'paris', 'vermieten', 'hintergrund', 'apparat', 'horst', 'hinstellen', 'albe', 'traurig', 'wand', 'dokument', 'burg', 'bildern', 'ausstellung']

39 ['französisch', 'frankreich', 'franzose', 'paris', 'deutsch', 'belgien', 'deutschland', 'holland', 'schweiz', 'holländer', 'brüssel', 'deutsche', 'grenze', 'belgisch', 'luxemburg', 'holländisch', 'belgier', 'lager', 'schweizer', 'kennen', 'geschichte', 'kontakt', 'bordeaux', 'sprache', 'hotel', 'widerstand', 'englisch', 'england', 'marseille', 'zürich', 'straßburg', 'amerika', 'besetzen', 'claude', 'invasion', 'verbindung', 'elsass', 'italien', 'italiener', 'zeigen', 'ausländer', 'südfrankreich', 'europa', 'kongo', 'kriegsgefangen', 'versailles', 'adresse', 'flüchten', 'sögen', 'lyon', 'französin', 'europäisch', 'süden', 'nähe', 'gebiet', 'international', 'illegal', 'gaulle', 'rhodos', 'vichy', 'komitee', 'spanisch', 'schicken', 'sogenannter', 'pierre', 'toulouse', 'engländer', 'karte', 'linie', 'lernen', 'offizier', 'limburg', 'spanien', 'westwall', 'benutzen', 'calais', 'entschuldigung', 'ort', 'vernet', 'wehrmacht', 'besatzung', 'mitn', 'passiv', 'besetzt', 'le', 'gefahrn', 'rhein', 'italienisch', 'jean', 'reich', 'bewegung', 'befreiung', 'nazi', 'landen', 'fahrt', 'basel', 'art', 'london', 'holländ', 'jüdisch']

40 ['mama', 'deutschland', 'dorf', 'wohnen', 'vater', 'sterben', 'mutter', 'krieg', 'schwester', 'gott', 'kolchose', 'erinnern', 'armee', 'haus', 'gebiet', 'spät', 'charkow', 'stadt', 'sohn', 'papa', 'iwan', 'arbeit', 'familie', 'nadja', 'anna', 'heiraten', 'bruder', 'tochter', 'marija', 'mädchen', 'helfen', 'ukraine', 'kennen', 'treffen', 'schicken', 'bauen', 'rubel', 'moskau', 'iwanowna', 'hütte', 'schule', 'vergessen', 'nähe', 'stiefmutter', 'schwer', 'zurückkehren', 'wera', 'warten', 'selig', 'walja', 'gebären', 'nina', 'lernen', 'krasnodar', 'straße', 'siedlung', 'woronesch', 'krank', 'arm', 'alexandra', 'kindch', 'schura', 'lieben', 'abschließen', 'verkaufen', 'bitten', 'klasse', 'ljuba', 'tanja', 'hungersnot', 'tante', 'poltawa', 'dienen', 'hanna', 'michail', 'hierhin', 'kolja', 'nennen', 'anja', 'natascha', 'bein', 'station', 'katja', 'schauen', 'nachname', 'weißen', 'kilometer', 'adresse', 'mischa', 'verlassen', 'wanja', 'foto', 'dußja', '1941', 'überleben', 'timofejewitsch', 'kiew', 'anatolij', 'norilsk', 'russisch']

41 ['lager', 'buchenwald', 'jamlitz', 'russe', 'baracke', 'entlassen', 'ketschendorf', 'russisch', 'mühlberg', 'lazarett', 'häftling', 'sachsenhause', 'deutsch', 'iphe', 'entlassung', 'barack', '45', '46', 'tag', 'offizier', '48', '47', 'weimar', 'zeit', 'ehemalig', 'intavp', 'transport', 'sterben', 'kz', 'gehören', 'tor', 'sowjetisch', 'zone', 'möglichkeit', 'verpflegung', 'posten', 'jugendliche', 'kontakt', 'erfahren', 'kennen', 'nennen', 'melder', 'spät', 'russland', 'richtig', 'jugendlich', 'satz', 'sogenannter', 'erleben', 'wussten', 'brot', 'häftlinge', 'anfang', 'einzeln', 'tot', 'kommandant', 'einsperren', 'melden', 'herr', 'vermuten', 'wussen', 'verhaften', 'rauskommen', 'gel', 'essen', 'waldheim', 'frankfurt', 'küche', 'tote', 'erwähnen', 'schildern', '1950', 'sergeanten', 'beschreiben', 'kultura', 'bunker', 'bewegen', 'schlimm', 'auflösen', 'lagerzeit', 'cottbus', 'doktor', 'relativ', 'internierungslag', '50', '1945', 'internierungslager', '1946', 'kamerad', 'gefangener', 'treffen', 'funktion', 'passieren', 'zeigen', 'internieren', 'lagerleitung', 'extra', 'kommando', '1948', 'sergeant']

42 ['gewerkschaft', 'betriebsrat', 'betrieb', 'kollege', 'wählen', 'mitglied', 'gewerkschaftlich', 'ig', 'vorsitzend', 'spät', 'arbeit', 'zeit', 'essen', 'streik', 'metall', 'belegschaft', 'angestellter', 'firma', 'politisch', 'organisieren', 'kpd', 'mitbestimmung', 'anfang', 'arbeitsplatz', 'christlich', 'aeg', 'dgb', 'vorstand', 'hauptamtlich', 'arbeitgeber', 'arbeiter', 'frage', 'betriebsverfassungsgesetz', 'versammlung', 'spd', 'gesetz', 'vertreten', 'riegel', 'aufsichtsrat', 'partei', 'organisation', 'damalig', 'arbeitnehmer', 'betreiben', 'kommunist', 'krupp', 'ehrenamtlich', 'ötv', 'schwierigkeit', 'arbeitsfront', 'wahl', 'zweiter', 'beschäftigen', 'aufgabe', 'düsseldorf', 'einzeln', 'deutsch', 'herr', '50er', 'ausschuss', 'betriebsversammlung', 'einstellen', '1950', 'sekretär', 'sozialdemokrat', 'gewerkschaftsbund', 'betriebsratsvorsitzender', 'betrieblich', 'auseinandersetzung', 'leise', 'richard', 'gewerkschaftsarbeit', 'einsetzen', 'igmetall', 'selbstverständlich', 'funktion', 'tätigkeit', 'lohn', 'freistellen', 'einheitsgewerkschaft', 'lachen', 'schulung', 'forderung', 'gründen', 'ortsverwaltung', 'gehören', 'frauenausschuss', 'geschäftsführer', 'betriebsräte', 'diskutieren', '1945', 'betriebsratsvorsitzend', 'mitmachen', 'vorschlagen', 'aufbau', 'bezirk', 'aufstellen', 'frauenarbeit', 'unternehmer', 'geschäftsleitung']

43 ['walter', 'fritz', 'hans', 'hermann', 'peter', 'karl', 'werner', 'heinz', 'willi', 'gott', 'paul', 'max', 'franz', 'müller', 'herbert', 'erich', 'otto', 'tot', 'josef', 'albert', 'sterben', 'horst', 'erwin', 'edith', 'schneider', 'kurt', 'martin', 'zschorlau', 'bockau', 'heinrich', 'kommunist', 'lachen', 'sohn', 'wilhelm', 'göring', 'georg', 'düsseldorf', 'hugo', 'beginn', 'vorname', 'fräulein', 'schumacher', 'klaus', 'lieb', 'bernhard', 'vogel', 'jakob', 'heidemühl', 'nennen', 'friedrich', 'martha', 'anton', 'berger', 'manfred', 'wohnen', 'fein', 'spd', 'schmidt', 'aue', 'lina', 'becker', 'bürgermeister', 'thüringen', 'berg', 'liebe', 'maria', 'inge', 'drinnen', 'brigitte', 'adresse', 'rudi', 'reihe', 'komisch', 'leiden', 'reimann', 'neubert', 'alois', 'sachsen', 'erika', 'günther', 'blättern', 'buch', 'fischer', 'hilde', 'winfried', 'herr', '33', 'ernst', 'hütte', 'ruhig', 'kupferdreh', 'konrad', 'küster', '1933', 'liste', 'ursula', 'zwickau', 'hut', 'sächsisch', 'van']

44 ['lager', 'deutsch', 'arbeit', 'deutsche', 'deutschland', 'stadt', 'erinnern', 'fabrik', 'russisch', 'russe', 'mensch', 'schicken', 'mädchen', 'essen', 'franzose', 'werk', 'polen', 'schlagen', 'tag', 'kriegsgefangen', 'spät', 'jungs', 'befreien', 'baracke', 'fliehen', 'amerikaner', 'wohnen', 'schauen', 'verschieden', 'front', 'behandeln', 'pole', 'führen', 'wussten', 'zeit', 'kleidung', 'brot', 'bauer', 'barack', 'gefangener', 'polizist', 'schlecht', 'ukraine', 'arbeiter', 'kennen', 'zimmer', 'waggon', 'russland', 'konzentrationslager', 'trennen', 'sowjetisch', 'zeigen', 'bestrafen', 'nähe', 'dorf', 'kantine', 'ost', 'treiben', 'unterhalten', 'ukrainer', 'zweiter', 'angst', 'befreiung', 'soldat', 'nennen', 'italiener', 'ort', 'erlauben', 'armee', 'tscheche', '1945', 'helfen', 'dachau', 'art', 'krieg', 'heimat', 'zeichen', 'sprache', 'treffen', 'kz', 'geraten', 'reden', 'zurückkehren', 'vergessen', 'erfahren', 'mhmh', 'gott', 'österreich', '1943', 'werfen', 'wald', 'kommandant', 'karte', 'bewachen', 'mädels', 'kriegsgefangener', 'sowjetunion', 'beschreiben', 'rot', 'gefangen']

45 ['vater', 'mutter', 'großvater', 'familie', 'großmutter', 'eltern', 'kind', 'oma', 'sterben', 'großeltern', 'onkel', 'opa', 'gebären', 'krieg', 'haus', 'schwester', 'bruder', 'kennen', 'weltkrieg', 'wohnen', 'großelter', 'tante', 'heiraten', 'erinnern', 'stammen', 'mütterlicherseits', 'sohn', 'zweiter', 'väterlicherseits', 'spät', 'geschwister', 'zeit', 'erinnerung', 'dorf', 'söhne', 'kindheit', 'tant', 'brüder', 'hof', 'lernen', 'nennen', 'verwandtschaft', 'generation', 'cousin', 'reich', 'richtig', 'fallen', 'bauernhof', 'land', 'gehören', 'nähe', 'geschichte', 'schule', 'tochter', 'aufwachsen', 'üblich', 'vorfahren', 'verstorben', 'tod', 'urgroßvater', 'gegend', 'elternhaus', 'ort', 'töchter', 'mütterlich', 'relativ', 'gewohnen', 'anfang', 'haushalt', 'besuchen', 'väterlich', 'stiefvater', 'bild', 'verlieren', 'mühle', 'bauen', 'urgroßmutter', 'geboren', 'beruf', 'verwandt', 'cousine', 'verheiraten', 'tot', 'beschäftigen', 'verwandter', 'einziehen', 'wohlhabend', 'interessant', 'schön', 'versterben', 'ausbildung', 'geburt', 'arm', 'enkel', 'welt', 'erleben', 'omas', 'arbeiter', 'oper', 'absolut']

46 ['geld', 'kaufen', 'bezahlen', 'verdienen', 'kosten', 'arbeit', 'zeit', 'pfennig', 'sparen', 'zahlen', 'teuer', 'tag', 'schlecht', 'billig', 'woche', 'verkaufen', 'schön', 'schwer', 'ausgeben', 'kind', 'helfen', '50', 'arm', 'mensch', 'leisten', 'essen', '40', 'taschengeld', 'preis', '25', 'zufrieden', 'anfang', 'wohnung', 'miete', 'finanziell', 'abgeben', 'einkaufen', 'anschaffen', 'unterstützen', 'auto', 'wert', 'reichen', 'fünfzig', 'lohn', 'rente', 'staat', 'krieg', 'arbeitslos', 'groschen', 'normal', 'froh', 'kasse', 'reich', '200', 'lachen', 'umsonst', 'warten', 'fernseher', 'urlaub', 'stunde', 'währung', 'rechnen', 'hand', 'hingehen', 'haushalt', 'eltern', 'mitbringen', 'bar', 'gekriegen', 'gehalt', 'schenken', 'nebenbei', 'spät', 'erlauben', 'euro', 'konto', 'knapp', 'verlieren', 'möglichkeit', 'währungsreform', 'fangen', 'sparsam', 'geschäft', 'unterstützung', 'schicken', 'tasche', 'schaffen', 'bücher', 'dollar', 'sammeln', 'lebensmittel', 'ernähren', 'bank', 'hilfe', 'dmark', 'schuld', 'arbeiter', 'nötig', 'familie', 'steuer']

47 ['wählen', 'partei', 'politisch', 'spd', 'cdu', 'wahl', 'politik', 'mitglied', 'vorsitzend', 'deutsch', 'zentrum', 'gründen', 'sozialdemokrat', 'fdp', 'adenauer', 'bürgermeister', 'demokratisch', 'kpd', 'kommunist', 'verband', 'rat', 'linker', 'sozialdemokratisch', 'engagieren', 'lachen', 'grüne', 'politiker', 'meinung', 'vorstand', 'mehrheit', 'spät', 'landtag', 'stadt', 'diskutieren', 'stimme', 'kennen', 'richtig', 'gehören', 'regierung', 'zeitung', 'frauenring', 'bundestag', 'kommunistisch', 'sozial', 'versammlung', 'richtung', 'zeit', 'demokratie', 'brandt', 'herr', 'union', 'deutschland', 'grün', 'oberbürgermeister', 'kreis', 'vertreten', 'bund', 'weimarer', 'grund', 'diskussion', 'reden', 'anfang', 'katholisch', 'frage', 'sitzung', 'essen', 'ausschüsse', 'interessiert', 'abgeordneter', 'christlich', 'gruppe', 'kandidieren', 'damalig', 'stadtrat', 'gründung', 'fraktion', 'schmidt', 'parteipolitisch', 'treffen', 'vereinigung', 'verbieten', 'stimmen', 'minister', 'präsident', '33', 'veranstaltung', 'gewerkschaft', 'koalition', 'sorgen', 'rechter', 'ausschuss', '45', 'bundesrepublik', 'auseinandersetzung', 'mitmachen', 'liberal', 'amt', 'düsseldorf', 'vortrag', 'national']

48 ['heiraten', 'eltern', 'kind', 'verheiraten', 'kennen', 'tochter', 'spät', 'mädchen', 'hochzeit', 'wohnen', 'schwiegermutter', 'sohn', 'wohnung', 'lernen', 'zeit', 'schwiegervater', 'scheiden', 'freundin', 'schön', 'krieg', 'verloben', 'schwester', 'mutter', 'lachen', 'liebe', 'haus', 'familie', 'gebären', 'freund', 'sterben', 'tag', 'urlaub', 'zweiter', 'vater', 'gerne', 'heirat', 'lieben', 'tanzen', 'scheidung', 'schwiegerelter', 'warten', 'verlieben', 'arbeit', 'zuhause', 'schwer', 'verhältnis', 'trennen', 'schwägerin', 'schwiegereltern', 'richtig', '25', 'heirateen', 'beziehung', 'treffen', 'beruf', 'geld', 'fallen', 'besuchen', 'schlecht', 'gewohnen', 'schwanger', 'standesamt', 'auseinander', 'ledig', 'feiern', 'glücklich', 'schwager', 'nett', 'verlieren', '21', 'welt', 'verheiratet', 'einladen', 'standesamtlich', 'gehören', 'verdienen', 'jetzig', 'achtzehn', 'braut', 'frage', 'hübsch', 'mädel', '48', 'fest', '22', 'gott', 'haushalt', 'überlegen', '35', 'geburtstag', 'gemeinsam', 'ehefrau', 'fünfzehn', 'alleinstehend', 'stimmen', 'golden', 'bruder', 'wussten', 'cousine', 'zukünftig']

49 ['kommunistisch', 'rot', 'kommunist', 'politisch', 'hamburg', 'gruppe', 'kpd', 'spät', 'hamburger', 'partei', 'spanien', 'sozialdemokrat', 'sozialdemokratisch', 'faschismus', 'jugend', 'demonstration', 'spd', 'arbeiter', 'nennen', 'international', 'versöhnler', 'widerstand', 'dänisch', 'bürgerlich', 'freund', '33', 'erich', 'absolut', 'genosse', 'treffen', 'kj', 'lokal', 'faschist', 'saj', 'barmbek', 'spanisch', 'karl', 'verhaften', 'nazis', 'bewegung', 'diskutieren', 'käthe', 'revolutionär', 'prieß', 'mitglied', 'sozialdemokratie', 'antifaschistisch', 'illegal', 'erinnerung', 'weltkrieg', 'helmut', 'polizei', 'republik', 'sozialistisch', 'organisation', 'kopenhagen', 'arbeiterjugend', 'spanienkämpfer', 'jugendverband', 'fahne', 'diskussion', 'dänemark', 'barmbeker', 'wilhelm', 'jugendherberge', 'marine', 'stadtteil', 'aktion', 'straße', 'jugendlich', 'linker', 'anarchist', 'reichsbanner', 'weimarer', 'thälmann', 'heinrich', 'proletarier', 'auseinandersetzung', 'kapitel', 'nebenbei', 'eppendorf', 'antifaschiste', 'sowjetunion', 'teilnehmen', 'linie', 'pockau', 'flugblätter', 'deutschland', 'organisieren', 'paul', 'hoffmann', 'spaltung', 'hammer', 'kjvd', 'sichel', 'kampf', 'ausschließen', 'rosa', 'arbeitslos', 'hamm']

50 ['frage', 'geschichte', 'interview', 'gerne', 'interessant', 'herr', 'gespräch', 'zeit', 'schön', 'lebensgeschichte', 'kennen', 'interessiert', 'hören', 'archiv', 'nachfragen', 'buch', 'richtig', 'letzter', 'führen', 'bitten', 'zweiter', 'bild', 'moment', 'spät', 'bericht', 'reden', 'stimmen', 'tonband', 'erfahrung', 'verschieden', 'kopieren', 'versuchen', 'zusammenhang', 'anfang', 'gehören', 'projekt', 'herrn', 'schicken', 'beantworten', 'problem', 'zeigen', 'gesamt', 'akte', 'erfahren', 'nennen', 'lachen', 'aufnehmen', 'institut', 'aufgeschrieben', 'fangen', 'erleben', 'kamera', 'bereit', 'kopie', 'beschäftigen', 'ausführlich', 'bedanken', 'text', 'hoffen', 'erinnerung', 'plato', 'schluss', 'melden', 'bestimmen', 'erwähnen', 'historisch', 'schriftlich', 'termin', 'historiker', 'biographie', 'eventuell', 'einfallen', 'nett', 'aufnahme', 'vermuten', 'erklären', 'lieb', 'reichen', 'lebensgeschichtlich', 'wissenschaftlich', 'adresse', 'interviewen', 'stunde', 'rahmen', 'lieber', 'schildern', 'forschung', 'computer', 'sammeln', 'alexander', 'unterlage', 'verfügung', 'erzählung', 'notieren', 'verwenden', 'freuen', 'vergessen', 'vortrag', 'einverstanden', 'arbeit']

51 ['zeche', 'kohle', 'bergbau', 'steiger', 'tag', 'arbeit', 'bergmann', 'kumpel', 'schicht', 'schacht', 'bergleute', 'ruhrgebiet', 'hauer', 'meter', 'zeit', 'wagen', 'verdienen', 'betriebsführer', 'grube', 'fördern', 'essen', 'krieg', 'schachtanlage', 'robert', 'tonne', 'stempel', 'nennen', 'recklinghausen', 'anton', 'wahr', 'streb', 'arbeiter', 'leistung', 'kollege', 'bochum', 'walsum', 'bergarbeiter', 'morgens', 'kumpels', 'bergeborbeck', 'geld', 'aussage', 'lohn', 'steig', 'pütt', 'altenesse', 'revier', 'bergwerk', 'nachtschicht', 'entsinnen', 'untertage', 'strecke', 'geding', 'knappschaft', 'bergschule', 'hingehen', 'herne', 'einzeln', 'bergleuter', 'kameradschaft', 'stilllegen', 'melden', 'heinrich', 'spät', 'schwarz', 'hubert', 'streben', 'bezahlen', 'erwerbslos', 'ruhrkohl', 'stein', 'beruf', 'kameradschaftsgedinge', 'betriebsrat', 'unfall', '50', 'mensch', 'abbauen', 'schachtanlag', 'bergleut', 'emsch', 'kamerad', 'vertrieben', 'verein', 'kaputt', 'pfennig', 'verhältnis', '25', 'kokerei', 'borbeck', 'gelsenkirchen', 'abbauhammer', 'schwer', 'reinke', 'körperlich', 'schächte', 'ostpreuß', 'georg', 'einfahren', 'zugemacht']

52 ['naturschutz', 'kreis', 'herr', 'brechen', 'stocken', 'beirat', 'natur', 'bereich', 'kennen', 'landschaft', 'naturschutzgebiet', 'doktor', 'behörde', 'amt', 'vorsitzend', 'kreisbeauftragt', 'stadt', 'tätigkeit', 'regierungspräsident', 'fläche', 'stellungnahme', 'gemeinde', 'bezirksbeauftragt', 'naturschützer', 'beauftragt', 'kreisbeauftragter', 'münster', 'gebiet', 'naturschutze', 'ehrenamtlich', 'land', '75', 'bund', 'landschaftsbeirat', 'raum', 'mitglied', 'zeit', 'gehören', 'düsseldorf', 'naturschutzbeauftragter', 'stelle', 'spät', 'beauftragter', 'lehrer', 'problem', 'kontakt', 'landschaftsgesetz', 'ökologie', 'landwirtschaft', 'aufgabe', 'verwaltung', 'neuss', 'wald', 'arnsberg', 'tagung', 'ministerium', 'interessant', 'herrn', 'landschaftsschutz', 'zimmermann', 'lippe', 'zuständig', 'vertreter', 'bezirksregierung', 'kollege', 'übernehmen', 'vortrag', 'lachen', 'oberkreisdirektor', 'landschaftsschutzgebiet', 'entscheiden', 'ausweisen', 'nachfolger', 'naturschutzgebien', 'schutz', 'sitzung', 'gutachten', 'arbeit', 'grün', 'schön', 'lienenkämper', 'nordrheinwestfalen', 'beteiligen', 'ökologisch', 'planung', 'kreisstelle', 'vorgänger', 'unterer', 'verhindern', 'kreisverwaltung', 'betreiben', 'schutzgemeinschaft', 'bezirk', 'bauer', 'heimatbund', 'landschaftsbehörde', 'regierungsbezirk', 'verband', 'flurbereinigung', 'bielefeld']

53 ['russe', 'amerikaner', 'soldat', 'russisch', 'deutsch', 'krieg', 'amerikanisch', 'offizier', 'engländer', 'tag', 'gefangenschaft', 'panzer', 'ami', '45', 'angst', 'erschießen', 'sowjetisch', 'spät', 'englisch', 'passieren', 'lager', 'wussten', 'straße', 'schießen', 'armee', 'erleben', 'gehören', 'essen', 'zeit', 'truppe', 'hören', 'gefangener', 'besetzen', 'haus', 'russland', 'schlimm', 'deutsche', 'verstecken', 'vergewaltigen', 'franzose', 'kriegsend', 'besatzung', 'schwarz', 'kommandantur', 'uniform', 'dorf', 'kriegsgefangen', 'ort', 'wald', 'bevölkerung', 'gefangen', 'bauer', 'wagen', 'marschieren', 'kaputt', 'richtig', 'bürgermeister', 'zone', 'elbe', 'rot', 'gewehr', 'fahrrad', 'rüber', 'furchtbar', 'letzter', 'fahne', 'brücke', 'kommandant', '1945', 'polen', 'plündern', 'fremdarbeiter', 'neger', 'mädchen', 'russen', 'berlin', 'abhauen', 'waffe', 'nazi', 'glück', 'richtung', 'keller', 'woche', 'kilometer', 'engländern', 'befreien', 'mussen', 'behandeln', 'vergewaltigung', 'geschichte', 'lachen', 'wussen', 'amerika', 'front', 'kaserne', 'nähe', 'mitkriegen', 'erlebnis', 'erfahren', '46']

54 ['lieberose', 'cottbus', 'jamlitz', 'brechen', 'lachen', 'uff', 'lieberos', 'jemacht', 'eisenhüttenstadt', 'eko', 'fürstenberg', 'gube', 'forst', 'keene', 'lübben', 'frankfurt', 'iss', 'stocken', 'pusten', 'hochofen', 'stöhnend', 'jesacht', 'drüben', 'tag', 'neuzelle', 'mensch', 'nüscht', 'arbeit', 'zwee', 'schicht', 'kleene', 'gloobe', 'zeit', 'rüber', 'richtig', 'jungs', 'jugend', 'brigade', 'eenmal', 'sachten', 'inne', 'ofen', 'sägewerk', 'sin', 'jearbeitet', 'lübbenau', 'beeskow', 'nüschen', 'woche', 'letzter', 'kenn', 'berlin', 'gaststätte', 'richard', 'globe', 'stein', 'ruhig', 'nischen', '53', 'unjefähr', 'husten', 'ss', 'ho', 'pumpe', 'richtung', 'ran', 'jenau', 'jekriegt', 'beede', 'eisen', 'mädel', 'fahrn', 'gott', 'kleen', 'druff', 'erzähln', 'hochöfner', 'dit', 'wes', 'nennen', 'glashütte', 'jegangn', 'jegeben', 'jekommen', 'sowat', 'kz', 'potsdam', 'kopp', 'kommandantur', 'hatse', '21', 'freilich', 'fahrrad', 'jeheiratet', 'glatze', 'stehn', 'truppenübungsplatz', 'jehen', 'zweiter', 'kossatz']

55 ['keller', 'flugzeug', 'bombe', 'bunker', 'krieg', 'fliegen', 'angriff', 'bombardieren', 'haus', 'fallen', 'bombenangriff', 'hören', 'treffen', 'brennen', 'alarm', 'stadt', 'schießen', 'tag', 'zerstören', 'schlimm', 'kaputt', 'angst', 'passieren', 'flieger', 'nachts', 'erleben', 'verbrennen', 'nähe', 'straße', 'spät', 'tot', 'evakuieren', 'fliegeralarm', 'schrecklich', 'dresden', 'luftschutzkeller', 'kind', 'amerikaner', 'bauen', '43', 'ausgebombt', 'bomben', 'tiefflieger', 'zerbombt', 'feuer', 'furchtbar', 'explodieren', 'letzter', 'luft', 'erinnern', 'pilot', 'umkommen', 'splitter', 'himmel', 'abschießen', 'rannen', 'luftangriffe', 'flamme', 'wohnen', 'bombardierung', 'retten', 'meter', '44', 'gott', 'nah', 'luftangriff', '45', 'fenster', 'erinnerung', 'werfen', 'trümmer', '1944', 'engländer', 'front', 'siren', 'richtung', 'dach', 'beschießen', 'bombardiern', 'panzer', 'schutt', 'soldat', 'erde', 'kriegsend', 'abwerfen', 'löschen', 'schlafen', 'wussten', 'amerikanisch', 'mensch', 'anfang', 'angreifen', 'überleben', 'verletzen', 'stunde', 'maschine', 'brennend', 'brandbombe', 'brand', 'ausgebrannt']

56 ['flüchtling', 'dorf', 'heimat', 'ort', 'bauer', 'hamburg', 'mutter', 'flucht', 'ostpreuß', 'königsberg', 'flüchten', 'schlesien', 'land', 'familie', 'westen', 'wohnen', '45', 'bauernhof', 'stadt', 'bremen', 'schleswig', 'kennen', 'ostpreußen', 'mecklenburg', 'aufnehmen', 'schwerin', 'dörfer', 'kiel', 'kilometer', 'unterbringen', 'landen', 'osten', 'gehören', 'schwester', 'gegend', 'sachsen', 'bayern', 'zuhause', 'richtung', 'lübeck', 'pommern', 'berlin', 'hof', 'einheimisch', 'thüringen', 'kind', 'sogenannter', 'russe', 'kreis', 'bad', 'holstein', 'rostock', 'niedersachsen', 'vater', 'fremd', 'dialekt', 'flensburg', 'polen', 'erleben', 'bürgermeister', 'nennen', 'landwirtschaft', 'dänemark', 'fliehen', 'schleswigholstein', 'platt', 'fühlen', 'erinnerung', '46', 'gebiet', 'verlassen', 'bauern', 'ankommen', 'ruhrgebiet', 'kriegsend', 'schloss', 'woche', 'grenze', 'hannover', 'verlieren', 'stammen', 'gebären', 'schneidemühl', 'bruder', 'schlesier', 'vertrieben', 'aufbauen', 'magdeburg', 'eltern', 'damalig', 'heide', 'ecke', 'evakuieren', 'schwiegermutter', 'pyrmont', 'rüber', 'zimmer', 'nachbarort', 'unterwegs', 'einwohner']

