0 ['bdm', 'jugend', 'hitlerjugend', 'uniform', 'jungvolk', 'schule', 'gruppe', 'mädchen', 'deutsch', 'politisch', 'schön', 'hj', 'marschieren', 'antreten', 'arbeitsdienst', 'nennen', 'führerin', 'lachen', 'führer', 'fahne', 'eltern', 'mitmachen', 'erinnern', 'dienst', 'jugendgruppe', 'lager', 'mussen', 'gerne', 'lieder', 'essen', 'hitler', 'katholisch', 'bund', 'fahrt', 'fallen', 'führerinn', 'sport', 'fähnleinführer', 'jugendbewegung', 'jugendliche', 'fdj', 'wandern', 'kameradschaft', 'wanderung', 'jugendlich', 'pimpfe', 'vater', 'begeistert', 'nationalsozialismus', 'kinderlandverschickung']
79 ['bauer', 'pferd', 'kühe', 'schwein', 'hof', 'kartoffel', 'feld', 'dorf', 'land', 'kuh', 'landwirtschaft', 'garten', 'milch', 'schlachten', 'hühner', 'arbeit', 'vieh', 'stall', 'haus', 'pferde', 'helfen', 'heu', 'melken', 'verkaufen', 'scheune', 'füttern', 'getreide', 'stroh', 'bauernhof', 'tier', 'sommer', 'herbst', 'ernten', 'eier', 'winter', 'bäuerin', 'anbauen', 'abgeben', 'bauern', 'maschine', 'schön', 'mähen', 'schaf', 'wirtschaft', 'ernte', 'zeit', 'futter', 'weizen', 'schwer', 'rüben']

80 ['staat', 'ddr', 'mensch', 'land', 'deutschland', 'politik', 'meinung', 'politisch', 'welt', 'krise', 'frage', 'system', 'bundesrepublik', 'gesellschaft', 'sozialismus', 'wiedervereinigung', 'frieden', 'drüben', 'europa', 'reden', 'brd', 'regierung', 'freiheit', 'demokratie', 'westen', 'entwicklung', 'letzter', 'fortschritt', 'sozialistisch', 'problem', 'sozial', 'kapitalismus', 'politiker', 'erleben', 'wirtschaftlich', 'zukunft', 'krieg', 'demonstration', 'deutsch', 'wirtschaft', 'sowjetunion', 'million', 'amerika', 'funktionieren', 'bundeswehr', 'gorbatschow', 'schaffen', 'angst', 'diskutieren', 'kommunismus']

81 ['partei', 'politisch', 'wählen', 'spd', 'kommunist', 'cdu', 'mitglied', 'kommunistisch', 'politik', 'wahl', 'kpd', 'sozialdemokrat', 'spät', 'rot', 'vorsitzend', 'kennen', 'richtig', 'zentrum', 'zeit', 'demokratisch', 'jugend', 'bürgermeister', 'diskutieren', 'mensch', 'versammlung', 'sozialdemokratisch', 'deutschland', 'sed', 'genosse', 'gründen', 'fdp', 'gruppe', 'deutsch', 'meinung', 'sozialistisch', '33', 'linker', 'diskussion', '45', 'organisation', 'richtung', 'gewerkschaft', 'zeitung', 'mehrheit', 'nazi', 'arbeiter', 'regierung', 'christlich', 'rat', 'adenauer']

82 ['erinnern', 'mensch', 'zeit', 'sterben', 'erinnerung', 'krieg', 'kind', 'angst', 'passieren', 'schrecklich', 'spät', 'wussen', 'hören', 'geschichte', 'tag', 'familie', 'friedhof', 'gefühl', 'tot', 'überleben', 'gott', 'reden', 'tod', 'schwer', 'treffen', 'schauen', 'vergessen', 'träumen', 'frage', 'weinen', 'helfen', 'erleben', 'erfahren', 'schlimm', 'gehören', 'moment', 'grab', 'geschehen', 'verlieren', 'furchtbar', 'fühlen', 'kennen', 'welt', 'versuchen', 'bedeuten', 'traum', 'auge', 'letzter', 'holocaust', 'zeigen']

83 ['mädchen', 'schön', 'tanzen', 'freundin', 'nett', 'kennen', 'spät', 'liebe', 'lachen', 'heiraten', 'jungs', 'schwester', 'freund', 'fräulein', 'eltern', 'treffen', 'richtig', 'lernen', 'lieb', 'hübsch', 'abend', 'verheiraten', 'lieben', 'verlieben', 'mädel', 'wunderbar', 'schrecklich', 'dame', 'gehören', 'verloben', 'wussen', 'gott', 'echt', 'mutter', 'kino', 'mädels', 'peter', 'zimmer', 'gerne', 'jungens', 'tochter', 'wohnen', 'sechzehn', 'nennen', 'fünfzehn', 'freundschaft', 'freundinn', 'furchtbar', 'sachten', 'befreundet']

84 ['studieren', 'ausbildung', 'studium', 'abitur', 'lernen', 'schule', 'prüfung', 'beruf', 'abschließen', 'abschluss', 'besuchen', 'hochschule', 'kurs', 'zeit', 'spät', 'mittlerer', 'universität', 'lehre', 'diplom', 'zweiter', 'beenden', 'technisch', 'ablegen', 'absolvieren', 'institut', 'klasse', 'richtig', 'aufnehmen', 'beworben', 'uni', 'semester', 'schaffen', 'stelle', 'ausbilden', 'beruflich', 'fachschule', 'gymnasium', 'lehrer', 'möglichkeit', 'berufsschule', 'praktikum', 'reif', 'ingenieur', 'aufnahmeprüfung', 'mathematik', 'chemie', 'student', 'bewerben', 'pädagogisch', 'staatlich']

85 ['israel', 'kibbuz', 'gruppe', 'schiff', 'jude', 'araber', 'jerusalem', 'tel', 'hebräisch', 'aviv', 'land', 'palästina', 'arabisch', 'haifa', 'militär', 'ort', 'lernen', 'armee', 'geschichte', 'bewegung', 'staat', 'engländer', 'lager', 'englisch', 'verlassen', 'einwanderung', 'schicken', 'zeit', 'spät', 'zypern', 'organisieren', 'problem', 'jüdisch', 'befinden', 'krieg', 'tunesien', 'gehören', 'schauen', 'kfar', 'eretz', 'kerngruppe', 'nennen', 'beit', 'harold', 'marokko', 'gründen', 'ägypten', 'religiös', 'kibbuzim', 'treffen']

86 ['', 'jüdisch', 'holland', 'amsterdam', 'niederlande', 'deutschland', 'niederländisch', 'jude', 'westerbork', 'rotterdam', 'hamm', 'lachend', 'essen', 'hebräisch', 'haifa', 'jugendbewegung', 'richtig', 'berlin', 'zionistisch', 'wohnen', 'freund', 'nennen', 'palästina', 'gemeinde', 'krieg', 'haag', 'leo', 'niederländer', 'gehören', 'lachen', 'schrecklich', 'untertauchen', 'england', 'sogenannter', 'van', 'normal', '33', 'illegal', 'militär', 'schlecht', 'philips', 'utrecht', 'kennen', 'holländisch', 'christlich', 'arnh', 'schicken', 'gulden', 'geschichte', 'köln']

87 ['vater', 'mutter', 'eltern', 'kind', 'bruder', 'familie', 'schwester', 'spät', 'schule', 'erinnern', 'zuhause', 'haus', 'zeit', 'sterben', 'verhältnis', 'geschwister', 'streng', 'gerne', 'wohnen', 'erinnerung', 'kindheit', 'haushalt', 'krieg', 'helfen', 'gehören', 'krank', 'geld', 'brüder', 'kümmern', 'erziehen', 'mitkriegen', 'großmutter', 'schlimm', 'mädchen', 'papa', 'sohn', 'schlagen', 'schwer', 'wohnung', 'tochter', 'nachbar', 'sorgen', 'erziehung', 'wussen', 'tod', 'mutti', 'hausfrau', 'stolz', 'elternhaus', 'garten']

88 ['soldat', 'tag', 'offizier', 'einheit', 'russland', 'einsatz', 'stellung', 'lazarett', 'front', 'einsetzen', 'wehrmacht', 'krieg', 'schießen', 'leutnant', 'verwunden', 'frankreich', 'ausbilden', 'ausbildung', 'melden', 'kompanie', '43', 'uniform', 'dienst', 'general', 'unteroffizier', 'urlaub', '44', 'truppe', 'division', 'berlin', 'panzer', 'gießen', 'letzter', 'militärisch', 'feldwebel', 'batterie', 'schwer', 'stalingrad', 'kamerad', 'angriff', 'woche', 'gefangenschaft', 'kaserne', 'hauptmann', 'gehören', 'russe', 'flak', 'waffe', 'marschieren', 'glück']

89 ['stadt', 'ausstellung', 'gedenkstätte', 'museum', 'geschichte', 'ort', 'dortmund', 'gruppe', 'projekt', 'arbeit', 'veranstaltung', 'verein', 'gründen', 'düsseldorf', 'jüdisch', 'haus', 'ehemalig', 'idee', 'mitglied', 'frauenring', 'einrichtung', 'nationalsozialismus', 'stelle', 'zeigen', 'unterstützen', 'gebäude', 'vorstand', 'pädagogisch', 'einladen', 'gesellschaft', 'schüler', 'forschung', 'vortrag', 'steinwache', 'hüsteln', 'politisch', 'initiative', 'villa', 'achtziger', 'interessant', 'oberbürgermeister', 'presse', 'essen', 'anfang', 'vorsitzend', 'historisch', 'verband', 'bürgermeister', 'raum', 'stadtarchiv']

90 ['urlaub', 'schön', 'deutschland', 'reise', 'tag', 'woche', 'hotel', 'münchen', 'österreich', 'friedland', 'türkei', 'deutsch', 'reisen', 'wien', 'land', 'besuchen', 'ausland', 'stadt', 'familie', 'schweiz', 'türkisch', 'jugoslawien', 'zeit', 'fahrt', 'bayern', 'auto', 'kennen', 'fliegen', 'richtig', 'bad', 'sommer', 'stuttgart', 'freund', 'problem', 'türke', 'italien', 'berg', 'ungarn', 'ort', 'meer', 'geld', 'ankommen', 'pass', 'ostsee', 'nähe', 'heimat', 'flughafen', 'treffen', 'feri', 'anmelden']

91 ['keller', 'bombe', 'bunker', 'flugzeug', 'fliegen', 'krieg', 'haus', 'angriff', 'bombardieren', 'fallen', 'stadt', 'bombenangriff', 'treffen', 'schlimm', 'alarm', 'brennen', 'hören', 'angst', 'zerstören', 'kaputt', 'straße', 'erleben', 'flieger', 'schießen', 'passieren', 'nähe', 'tot', 'erinnern', 'spät', 'nachts', 'luftschutzkeller', 'fliegeralarm', 'ausgebombt', 'evakuieren', 'schrecklich', 'bomben', 'wohnen', 'verbrennen', 'dresden', 'furchtbar', 'zerbombt', 'tiefflieger', 'amerikaner', 'bauen', 'luft', 'letzter', 'tag', 'luftangriffe', '43', '1944']

92 ['jude', 'jüdisch', 'ghetto', 'tag', 'erinnern', 'stadt', 'familie', 'mensch', 'wussten', 'deutsche', 'deutsch', 'krieg', 'freund', 'polen', 'geschäft', 'zeit', 'wussen', 'überleben', 'polnisch', 'straße', 'spät', 'arbeit', 'hören', 'verstecken', 'weiss', 'jüdin', 'umbringen', 'warschau', 'vater', 'ort', 'schicken', 'gestapo', 'passieren', 'gemeinde', 'retten', 'israel', 'erfahren', 'lodz', 'kennen', 'gehören', 'haus', 'versuchen', 'auschwitz', 'synagoge', 'geschehen', 'grodno', 'stern', 'getto', 'ermorden', 'abholen']

93 ['rente', 'zeit', 'sterben', 'letzter', '80', '70', '65', '68', '56', '75', '62', '58', '63', '72', 'anfang', 'spät', '71', '74', 'richtig', '67', 'zweiter', '64', '69', '85', '61', '66', 'gebären', '55', '76', '57', '78', '73', '59', 'rentner', '82', '88', '84', 'schluss', '79', '83', '86', 'fallen', 'pensionieren', '50', '81', '1960', '90', '25', '1970', 'arbeit']

94 ['zug', 'bahnhof', 'tag', 'waggon', 'ankommen', 'unterwegs', 'stadt', 'essen', 'wagen', 'warten', 'koffer', 'richtung', 'fuß', 'frankfurt', 'station', 'spät', 'wussten', 'bahn', 'mensch', 'fahrt', 'grenze', 'woche', 'straßenbahn', 'transport', 'abholen', 'mussen', 'ort', 'stunde', 'kilometer', 'tür', 'gepäck', 'eisenbahn', 'offen', 'soldat', 'aussteigen', 'fenster', 'transportieren', 'einsteigen', 'wussen', 'packen', 'nachts', 'treffen', 'nähe', 'fahrkarte', 'verladen', 'züge', 'platz', 'strecke', 'prag', 'dauern']

95 ['köln', 'herr', 'hans', 'rundfunk', 'berlin', 'walter', 'kennen', 'doktor', 'karl', 'werner', 'franz', 'fritz', 'hamburg', 'wdr', 'deutsch', 'dr', 'dortmund', 'hermann', 'sender', 'chef', 'heinz', 'kölner', 'bonn', 'kammer', 'sendung', 'lachen', 'spät', 'otto', 'müller', 'herrn', 'professor', 'tot', 'herbert', 'nennen', 'schulz', 'vorsitzend', 'josef', 'willi', 'ordner', 'büchler', 'intendant', 'präsident', 'leiter', 'peter', 'erich', 'verband', 'düsseldorf', 'max', 'strauß', 'studio']

96 ['frauenstraße', 'münster', 'haus', 'politisch', '24', 'kneipe', 'wohnen', 'aktion', 'auseinandersetzung', 'student', 'asta', 'erinnern', 'etage', 'besetzung', 'stadt', 'gerd', 'makler', 'zeit', 'frauenstr', 'kontakt', 'flugblätter', 'hans', 'geschichte', 'besetzen', 'uni', 'unterstützen', 'leg', 'stürmer', 'idee', 'gruppe', 'plakat', 'iphs', 'studium', 'stattfinden', 'linker', 'rolle', 'dkp', 'anfang', 'wohngemeinschaft', 'mitbekommen', 'wg', 'veranstaltung', 'münsteraner', 'grunde', 'politik', 'sozial', 'polizei', 'wohnungsnot', 'studieren', 'einziehen']

97 ['deutsch', 'deutschland', 'englisch', 'amerika', 'französisch', 'frankreich', 'england', 'land', 'paris', 'kanada', 'lernen', 'freund', 'amerikanisch', 'york', 'sprache', 'belgien', 'usa', 'auswandern', 'europa', 'kennen', 'franzose', 'amerikaner', 'welt', 'schweden', 'schweiz', 'holland', 'international', 'ausland', 'woche', 'schiff', 'australien', 'spanien', 'london', 'spanisch', 'deutsche', 'papier', 'staat', 'hotel', 'israel', 'interessant', 'reisen', 'schicken', 'reise', 'afrika', 'brüssel', 'kontakt', 'engländer', 'verschieden', 'hamburg', 'geschichte']

