0 ['jüdisch', 'jude', 'erinnern', 'religiös', 'synagoge', 'hebräisch', 'israel', 'vater', 'familie', 'rabbiner', 'jiddisch', 'gemeinde', 'nennen', 'orthodox', 'synagog', 'ort', 'rabbi', 'lernen', 'kind', 'stadt', 'schabbat', 'feiertag', 'beten', 'pessach', 'kippur', 'religion', 'mensch', 'fest', 'zuhause', 'schule', 'jom', 'jeschiwa', 'essen', 'ungarisch', 'gebet', 'spät', 'schwester', 'befinden', 'art', 'bar', 'mädchen', 'bruder', 'helfen', 'tora', 'fromm', 'rosch', 'nichtjude', 'cheder', 'ungarn', 'kosch']
81 ['krieg', 'deutsch', 'deutschland', 'mensch', 'hitler', 'land', 'volk', 'deutsche', 'weltkrieg', 'russland', 'verlieren', 'welt', 'kämpfen', 'jude', 'feind', 'schlecht', 'million', 'nazi', 'zweiter', 'sieg', 'russe', 'hören', 'frieden', 'soldat', 'gewinnen', 'staat', 'erfahren', 'amerika', 'gehören', 'kampf', 'behandeln', 'frankreich', 'regierung', 'sowjetunion', 'england', 'polen', 'reich', 'front', 'führen', 'nationalsozialismus', 'europa', 'gott', 'vernichten', 'erleben', 'passieren', 'jugend', 'kommunist', 'wussten', 'meinung', 'umbringen']

82 ['frankreich', 'französisch', 'franzose', 'paris', 'deutsch', 'belgien', 'deutschland', 'brüssel', 'belgier', 'deutsche', 'lager', 'holland', 'luxemburg', 'geschichte', 'belgisch', 'grenze', 'invasion', 'marseille', 'bordeaux', 'besetzen', 'besatzung', 'nähe', 'südfrankreich', 'england', 'claude', 'widerstand', 'holländer', 'hotel', 'moment', 'fahrt', 'gebiet', 'straßburg', 'elsass', 'kriegsgefangen', 'zeigen', 'la', 'europa', 'normandie', 'land', 'landen', 'offizier', 'französin', 'calais', 'pierre', 'soldat', 'jean', 'gaulle', 'saargebiet', 'verhaften', 'berühmt']

83 ['bad', 'kur', 'pyrmont', 'lübben', 'schön', 'oeynhausen', 'kreuznach', 'leipzig', 'homburg', 'rhein', 'ort', 'elster', 'feri', 'hameln', 'frankfurt', 'gelegenheit', 'lauterberg', 'harz', 'reichenhall', 'rothenburg', 'liebenstein', 'mergentheim', 'hundertmark', 'harzburg', 'beate', 'hersfeld', 'hamburg', 'saarow', 'kurort', 'nauheim', 'tauber', 'stufe', 'mitgefahren', 'vietnamesisch', 'heiß', 'tegernsee', 'franken', 'lausick', 'rolle', 'berka', 'aufheben', 'hocken', 'eva', 'story', 'godesberg', 'wärs', 'führer', 'salzuflen', 'spezial', 'hannover']

84 ['zeit', '48', '45', '46', '47', '49', '50', 'spät', 'anfang', '52', '1950', '51', 'krieg', '1945', '1948', '50er', '53', '1946', 'währungsreform', '1949', '1947', 'aufbauen', '1951', 'gefangenschaft', '54', '55', 'damalig', 'entlassen', '40', '1952', 'normal', 'richtig', 'lachen', 'nachkriegszeit', 'gründen', 'zweiter', 'kriegsgefangenschaft', '1953', 'zurückkommen', '44', 'herbst', '57', 'erinnern', 'mitte', 'dauern', 'frühjahr', '56', 'schwer', 'essen', 'zone']

85 ['partei', 'politisch', 'kommunist', 'nazi', 'vater', '33', 'zeit', 'spd', 'mitglied', 'kommunistisch', 'sozialdemokrat', 'spät', 'kpd', '45', 'deutsch', 'kennen', 'krieg', 'politik', 'nsdap', 'wählen', 'gehören', 'nazis', 'sa', 'mensch', 'hitler', '1933', 'arbeiter', 'verbieten', 'nazizeit', 'reich', 'organisation', 'nennen', 'nationalsozialismus', 'nationalsozialistisch', 'mitmachen', 'zentrum', 'jugend', 'grund', 'weimarer', 'rot', 'richtig', 'nationalsozialist', 'sozialdemokratisch', 'gewerkschaft', 'damalig', 'republik', 'einstellen', 'rolle', 'anfang', 'übernehmen']

86 ['stadt', 'rat', 'einwohner', 'bürgermeister', 'städten', 'straße', 'stadtverwaltung', 'bevölkerung', 'rathaus', 'mönchengladbach', 'bezirk', 'kreis', 'städtisch', 'oberbürgermeister', 'gemeinde', 'bürger', 'land', 'öffentlich', 'relativ', 'stelle', 'platz', 'kommunal', 'wesentlich', 'verwaltung', 'pfadfinder', 'örtlich', 'stadtrat', 'menge', 'stadtbezirk', 'vertreter', 'wahr', 'industrie', 'erreichen', 'vollkommen', 'gebiet', 'jahrhundert', 'bewohner', 'pfadfindern', 'selbständig', 'bilden', 'stadtrand', 'rest', 'rheydt', 'auflösen', 'leitung', 'stadtteil', 'idee', 'hießen', 'landkreis', 'bedeutung']

87 ['dortmund', 'steinwache', 'hüsteln', 'stadt', 'dortmunder', 'oberbürgermeister', 'gebäude', 'spät', 'mensch', 'bittermark', 'walsum', 'heinz', 'jugendring', 'interessant', 'hüstel', 'hoesch', 'ministerpräsident', 'abreißen', 'norden', 'steinwach', 'kurt', 'auslandsgesellschaft', 'stadtrundfahrt', 'meinung', 'vergessen', 'erhalt', 'süden', 'hörde', 'städtisch', 'bergwerk', 'rau', 'sechziger', 'bürgermeister', 'geschehen', 'hombruch', 'widerstand', 'hamm', 'rundfahrt', 'piehl', 'wohnen', 'sauerland', 'castrop', 'begriff', 'rechtsrat', 'kranz', 'vorsitzend', 'deutlich', 'widerstandskämpfer', 'rat', 'einverstanden']

88 ['erinnern', 'zeit', 'erinnerung', 'mensch', 'geschichte', 'frage', 'spät', 'reden', 'passieren', 'interessant', 'vergessen', 'hören', 'ort', 'treffen', 'kennen', 'gedächtnis', 'schauen', 'holocaust', 'familie', 'gefühl', 'schrecklich', 'buch', 'vergangenheit', 'schwer', 'zeigen', 'geschehen', 'fühlen', 'besonderer', 'tag', 'kopf', 'bild', 'verschieden', 'deutschland', 'erfahrung', 'richtig', 'erlebnis', 'krieg', 'ereignis', 'überleben', 'versuchen', 'jugend', 'beschäftigen', 'erleben', 'film', 'kindheit', 'bedeuten', 'wusste', 'beschreiben', 'nachdenken', 'moment']

89 ['krupp', 'essen', 'firma', 'spät', 'zeit', 'krieg', 'kruppsch', 'mülheim', 'lachen', 'heimaterde', 'beschäftigen', 'kennen', 'borbeck', 'gehören', 'kruppianer', 'leise', 'steel', 'essener', 'straße', 'wohnen', 'altendorf', 'nennen', 'wahr', 'essenwest', 'seinerzeit', 'geschichte', 'arbeiter', 'kruppschen', 'genossenschaft', 'holsterhausen', 'altenesse', 'stottern', 'interessiert', 'zeche', 'komisch', 'sozial', 'siedlung', 'kenn', 'augenblick', 'betrieb', 'hauptsächlich', 'kuckuck', 'angestellter', 'duisburg', 'sogenannter', 'rüttenscheid', 'widia', 'mühlheim', 'kettwig', 'kaputt']

90 ['auge', 'traum', 'träumen', 'träume', 'brille', 'lida', 'blut', 'blind', 'schlecht', 'drittel', 'berg', 'ohr', 'rechter', 'nägel', 'augenarzt', 'brechen', 'kiste', 'erblinden', 'wünsche', 'kontrollieren', 'gehör', 'vergehen', 'operieren', 'alptraum', 'abnehmen', 'spiegel', 'wachdienst', 'müde', 'folge', 'messen', 'professor', 'star', 'glaukom', 'linker', 'untersuchen', 'bestimmen', 'spucken', 'floss', 'träum', 'moralisch', 'ausland', 'einsetzen', 'grau', 'fernhalten', 'sektor', 'äußerst', 'anfangs', 'teufel', 'losgehen', 'aug']

91 ['kind', 'mutter', 'eltern', 'zeit', 'gerne', 'haushalt', 'familie', 'schön', 'zuhause', 'schule', 'helfen', 'beruf', 'lernen', 'haus', 'arbeit', 'kochen', 'mädchen', 'lachen', 'geld', 'putzen', 'erziehen', 'schwer', 'vater', 'garten', 'kümmern', 'kindheit', 'berufstätig', 'schlecht', 'heiraten', 'erziehung', 'richtig', 'schwester', 'tochter', 'hausfrau', 'verdienen', 'jugend', 'froh', 'krank', 'wohnung', 'selbstverständlich', 'einkaufen', 'anfang', 'hausarbeit', 'essen', 'sorgen', 'hilfe', 'mitmachen', 'freizeit', 'finanziell', 'spät']

92 ['lachen', 'schön', 'richtig', 'gerne', 'gott', 'kennen', 'mensch', 'zeit', 'hören', 'stimmen', 'ehrlich', 'schlecht', 'überlegen', 'nett', 'fallen', 'sögen', 'echt', 'lernen', 'kenn', 'spaß', 'lieb', 'find', 'leise', 'lieber', 'schwer', 'moment', 'bestimmen', 'frage', 'merken', 'husten', 'kopf', 'komisch', 'froh', 'schlimm', 'tag', 'ruhig', 'reden', 'wahr', 'klappen', 'unheimlich', 'wenns', 'kollege', 'hör', 'hängen', 'gehören', 'herrlich', 'vergessen', 'passen', 'lachend', 'unterhalten']

93 ['pferd', 'kühe', 'bauer', 'kuh', 'milch', 'feld', 'hof', 'dorf', 'pferde', 'heu', 'melken', 'stall', 'schwein', 'wagen', 'stroh', 'scheune', 'vieh', 'bäuerin', 'bauern', 'füttern', 'haus', 'abgeben', 'gemolken', 'landwirtschaft', 'kuhstall', 'mähen', 'tier', 'hüten', 'hühner', 'weiden', 'mist', 'bauernhof', 'land', 'tag', 'wirtschaft', 'futter', 'liter', 'kartoffel', 'küh', 'weide', 'fuhrwerk', 'abends', 'reiten', 'gott', 'sommer', 'treiben', 'zweiter', 'helfen', 'zeigen', 'morgens']

94 ['mama', 'dina', 'sterben', 'harald', 'küster', 'gabi', 'irina', 'jewstafjewna', 'entlassen', 'bedeuten', 'bolschoi', 'leningrad', 'verbieten', 'arbeit', 'dieter', 'taissa', 'tula', 'ljuda', 'schweden', 'warten', 'nadja', 'nötig', 'ferienhaus', 'wasilewna', 'kertsz', 'beenden', 'bayern', 'generell', 'rufen', 'kz', 'tatsache', 'ivan', 'verhör', 'auschwitz', 'nid', 'geheim', 'aufschreiben', 'strumpffabrik', 'bildung', 'dom', 'ken', 'aufgeschrieben', 'land', 'entließen', 'sowjetisch', 'erstaunlich', 'imre', 'prinzip', 'icsu', 'saloniki']

95 ['bielefeld', 'hannover', 'lippe', 'münster', 'westfalen', 'kennen', 'herr', 'detmold', 'land', 'herford', 'lemgo', 'siegen', 'dortmund', 'lippisch', 'minden', 'schmidt', 'kreis', 'interessiert', 'weser', 'nordrhein', 'nordrheinwestfalen', 'siegerland', 'kollege', 'doktor', 'hagen', 'gütersloh', 'kontakt', 'forstamt', 'förster', 'paderborn', 'schäfer', 'höxter', 'landesverband', 'kreisbeauftragter', 'arnsberg', 'weise', 'korfsmeier', 'niedersachsen', 'verbindung', 'vlotho', 'gorki', 'wahr', 'ehemalig', 'regierungspräsident', 'fallen', 'süwer', 'wesentlich', 'offenbar', 'biologisch', 'professor']

96 ['ruhrgebiet', 'gelsenkirchen', 'bochum', 'zeche', 'hattingen', 'recklinghausen', 'bergbau', 'gladbeck', 'essen', 'wohnen', 'bergmann', 'herne', 'bottrop', 'stadt', 'kennen', 'anton', 'essener', 'hassel', 'westerholt', 'stadtteil', 'kumpel', 'dortmund', 'ruhr', 'buer', 'schalke', 'resse', 'heren', 'recklinghause', 'schalker', 'witten', 'nennen', 'gehören', 'sprockhövel', 'bergmannsglück', 'zeitung', 'münster', 'mittlerweile', 'velbert', 'wattenscheid', 'wirtschaft', 'buhr', 'wanneeickel', 'menne', 'horst', 'gegend', 'ortsteil', 'südlich', 'katernberg', 'westfalen', 'straßenbahn']

97 ['rot', 'kreuz', 'nummer', 'schwarz', 'uniform', 'deutsch', 'gelb', 'grün', 'blau', 'farbe', 'nummern', 'zeichen', 'mütze', 'dreieck', 'fahne', 'streifen', 'winkel', 'buchstabe', 'schließen', 'hakenkreuz', 'armbind', 'paket', 'jacke', 'besonderer', 'streife', 'tuch', 'armee', 'kreis', 'international', 'stolz', 'zeigen', 'adler', 'faden', 'erkennen', 'aufrufen', 'bedeuten', 'bet', 'dienst', 'kleidung', 'ärmel', 'abzeichen', 'abzeiche', 'platz', 'strich', 'hose', 'stern', 'armbinde', 'gestreift', 'malen', 'kommunist']

98 ['dorf', 'ort', 'bauer', 'kilometer', 'dörfer', 'wohnen', 'stadt', 'haus', 'bürgermeister', 'gegend', 'kennen', 'schön', 'land', 'entfernt', 'nähe', 'einwohner', 'kreis', 'bauen', 'flüchtling', 'norden', 'gehören', 'familie', 'umgebung', 'spät', 'berg', 'km', 'nachbarort', 'region', 'bauern', 'ortschaft', 'fremd', 'nachbardorf', 'richtung', 'wald', 'dörfern', 'einheimisch', 'gemeinde', 'heimat', 'grenze', 'ländlich', 'schloss', 'stammen', 'bauernhof', 'kreisstadt', 'fahrrad', 'feld', 'süden', 'zuhause', 'entfernen', 'unterbringen']

99 ['arzt', 'krankenhaus', 'krank', 'tag', 'krankheit', 'woche', 'doktor', 'gesund', 'untersuchen', 'behandeln', 'krankenschwester', 'medikament', 'helfen', 'spät', 'fieber', 'bein', 'bett', 'sterben', 'ärztin', 'schwer', 'typhu', 'zeit', 'behandlung', 'untersuchung', 'tuberkulose', 'spritze', 'schlecht', 'spritzen', 'zimmer', 'patient', 'schwester', 'schlimm', 'lazarett', 'medizinisch', 'blut', 'ärzten', 'professor', 'körper', 'ärztlich', 'glück', 'operieren', 'lunge', 'station', 'heilen', 'schicken', 'schmerz', 'weh', 'hand', 'tablette', 'wussen']

100 ['jüdisch', 'berlin', 'auschwitz', 'block', 'siemens', 'palästina', 'mädchen', 'hamburg', 'ravensbrück', 'eltern', 'freundin', 'neuendorf', 'hamburger', 'ruth', 'esther', 'glück', 'jude', 'gruppe', 'kz', 'bergenbels', 'jüdin', 'jüdinne', 'theresienstadt', 'transport', 'gestapo', 'wunderbar', 'buch', 'nett', 'schlimm', 'straße', 'gott', 'schrecklich', 'england', 'schön', 'schicken', '39', 'sögen', 'jbpna', 'amerika', 'sinti', 'victor', 'auswandern', 'letzter', 'wegkommen', 'schluß', 'rauskommen', 'abholen', 'jonas', 'gemeinde', 'judenstern']

101 ['kind', 'familie', 'eltern', 'gebären', 'schwanger', 'baby', 'tochter', 'mütter', 'mädchen', 'welt', 'geburt', 'spät', 'kinderheim', 'sohn', 'schwester', 'zweiter', 'helfen', 'milch', 'arm', 'arzt', 'heim', 'aufpassen', 'trennen', 'erwachsen', 'schwangerschaft', 'adoptieren', 'säugling', 'erwachsene', 'hebamme', 'stillen', 'kinderwagen', 'kümmern', 'zwilling', 'entbinden', 'alter', 'normal', 'entbindung', 'beschäftigen', 'dritter', 'bauch', 'mama', 'klinik', 'kennen', 'schreien', 'väter', 'windel', 'umstand', 'gesund', 'kleinkind', 'zwillinge']

102 ['herr', 'doktor', 'kennen', 'präsident', 'dortmund', 'herrn', 'kammer', 'franz', 'dr', 'ordner', 'berlin', 'vorsitzend', 'firma', 'verband', 'büchler', 'krieg', 'geschäftsführer', 'geschäft', 'spät', 'chef', 'otto', 'nennen', 'dick', 'anrufen', 'sitzung', 'professor', 'vizepräsident', 'verbindung', 'brenninkmeijer', 'einzelhandel', 'vetter', 'krefeld', 'handelskammer', 'parteigenosse', 'nett', 'kreis', 'vergessen', 'tengelmann', 'ablehnen', 'wussen', 'präsidium', 'utermann', 'bruder', 'herren', 'hitler', 'stettin', 'einstellen', 'hand', 'fritz', 'gründen']

103 ['lager', 'deutsch', 'engländer', 'czstochowa', 'skarysko', 'polnisch', 'kaserne', 'hamburg', 'gruppe', 'polen', 'küche', 'ausländer', 'wachmann', 'zeit', 'verschieden', 'organisieren', 'extra', 'gefangener', 'arbeit', 'kriegsgefangen', 'pole', 'barack', 'verteilen', 'melden', 'gewohnen', 'essen', 'bauer', 'lübeck', 'funkturm', 'rendsburg', 'franzose', 'mädchen', 'verpflegung', 'kollege', 'kapitulation', 'neuengamme', 'voss', 'offizier', 'moment', 'kriegsgefangenenlager', 'wedel', 'verbindung', 'ukrainer', 'herr', 'stalag', 'auswandern', 'englisch', 'gefangenschaft', 'blohm', 'kz']

104 ['feiern', 'weihnachten', 'geburtstag', 'fest', 'schön', 'tag', 'feiertag', 'kind', 'ostern', 'einladen', 'schenken', 'geschenk', 'familie', 'feier', 'neujahr', 'geschenke', 'silvester', 'pfingst', 'hochzeit', 'haus', 'kuchen', 'freuen', 'erinnern', 'heiligabend', 'laden', 'besuch', 'besonderer', 'freude', 'tisch', 'kerze', 'heilig', 'erinnerung', 'geburtstage', 'kaufen', 'tradition', 'abend', 'fröhlich', 'karneval', 'fallen', 'gebacken', 'tanzen', 'zuhause', 'weihnachtsbaum', 'vergessen', 'üblich', 'kindheit', 'wünschen', 'lied', 'feiertage', 'schmücken']

105 ['fisch', 'teppich', 'silber', 'teich', 'gold', 'spruch', 'stufe', 'iwanowo', 'harissa', 'staubsauger', 'kelch', 'baku', 'vorwerk', 'nahrungsmittel', 'fischen', 'renate', 'berühmt', 'lokal', 'muster', 'haarzopf', 'lipjagi', 'sinije', 'gefangen', 'bronze', 'stur', 'juwelier', 'fischer', '30er', 'naturrecht', 'philipp', 'schloss', 'besteck', 'kaviar', 'untertan', 'auszeichnung', 'philip', 'graf', 'nürnberg', 'frolowna', 'selbstverständlich', 'kaliß', 'vivendi', 'kazape', 'angel', 'wasserwaage', 'knüpfen', 'dynamit', 'rosa', 'bitteschön', 'bestimmen']

106 ['kohle', 'zeche', 'bergbau', 'steiger', 'tag', 'schicht', 'bergmann', 'schacht', 'bergleute', 'kumpel', 'meter', 'verdienen', 'hauer', 'arbeit', 'wagen', 'tonne', 'betriebsführer', 'grube', 'schachtanlage', 'fördern', 'stempel', 'robert', 'streb', 'nennen', 'walsum', 'geld', 'kumpels', 'ruhrgebiet', 'leistung', 'krieg', 'morgens', 'strecke', 'steig', 'lohn', 'bergarbeiter', 'nachtschicht', 'geding', 'bohren', 'revier', 'pütt', 'bergschule', 'kameradschaft', 'bergleuter', 'kollege', 'untertage', 'altenesse', 'wahr', 'stein', 'einzeln', 'streben']

107 ['lachen', 'mädchen', 'arbeitsdienst', 'transkript', 'führerin', 'schön', 'gießen', 'stellung', 'einsatz', 'scheinwerfer', 'sachten', 'dienst', 'kameradschaft', 'sin', 'freiwillig', 'kameradin', 'hättn', 'stelle', 'soldat', 'automatisch', 'interview', 'gell', 'ausbildung', 'springen', 'ausbilden', 'sekunde', 'melden', 'käte', 'führerinn', 'kriegshilfsdienst', 'dienststelle', 'verbinden', 'empfehlen', 'ulrich', 'nachrichtenhelferinn', 'wörtlich', 'hinweis', 'uniform', 'bdm', 'wehrmacht', 'zusammenfassend', 'bergisch', 'stab', 'auszüge', 'manuell', 'kaserne', 'mussen', 'nett', 'einsetzen', 'gehören']

108 ['italien', 'italienisch', 'italiener', 'hamburg', 'deutsch', 'konsulat', 'firma', 'arbeiter', 'krieg', 'deutschland', 'rom', 'sizilien', 'zweiter', 'gastarbeiter', 'richtig', 'weltkrieg', 'mailand', 'neapel', 'terrazzo', 'venedig', 'mussolini', 'arbeit', 'problem', 'pci', 'restaurant', 'selbständig', 'konsul', 'wallenberg', 'organisieren', 'geschäft', 'veranstaltung', 'beschäftigen', 'harburg', 'don', 'hauptsächlich', 'tätigkeit', 'bergedorf', 'raoul', 'schwedisch', 'hamburger', 'sizilianer', 'beziehung', 'schiff', 'gewohnen', 'bologna', 'verona', 'georg', 'italienerin', 'umgebung', 'betreuen']

109 ['köln', 'rundfunk', 'berlin', 'sendung', 'sender', 'wdr', 'kölner', 'programm', 'intendant', 'hamburg', 'chef', 'studio', 'fernsehen', 'schulz', 'welle', 'deutsch', 'funkhaus', 'spät', 'technisch', 'herr', 'dritter', 'techniker', 'deinert', 'eduard', 'journalist', 'kollege', 'hans', 'schnitzler', 'khm', '50', 'westdeutsch', 'werner', 'reporter', 'leiter', 'hörer', 'professor', 'beitrag', 'material', 'kölsch', 'dumm', 'nwdr', 'gell', 'berliner', 'mikrofon', 'nordwestdeutsch', 'edith', 'einrichten', 'jawohl', 'redakteur', 'karl']

110 ['deutsch', 'lernen', 'sprache', 'englisch', 'russisch', 'französisch', 'schule', 'übersetzen', 'kennen', 'deutschland', 'beibringen', 'unterhalten', 'hebräisch', 'richtig', 'unterrichten', 'schrift', 'besuchen', 'reden', 'hören', 'perfekt', 'vergessen', 'buchstabe', 'anfang', 'deutsche', 'griechisch', 'spanisch', 'zeit', 'land', 'helfen', 'wörter', 'akzent', 'lateinisch', 'geschichte', 'beherrschen', 'bücher', 'latein', 'england', 'jiddisch', 'spät', 'fallen', 'auswendig', 'fließend', 'literatur', 'schwer', 'grammatik', 'kurs', 'antworten', 'interessant', 'lehrer', 'verständigen']

111 ['haare', 'haar', 'abschneiden', 'schneiden', 'schminken', 'geschnitten', 'friseur', 'frisur', 'glatze', 'kopf', 'rasieren', 'zöpfe', 'aussehen', 'rot', 'geschoren', 'kämmen', 'wachsen', 'färben', 'spiegel', 'bart', 'blond', 'mode', 'kahl', 'kamm', 'schwarz', 'schere', 'erinnern', 'scheren', 'grau', 'bild', 'lippenstift', 'fingernägel', 'erkennen', 'lockig', 'lippe', 'abrasieren', 'auge', 'kleidung', 'knoten', 'locken', 'anziehen', 'klamotte', 'auffallen', 'jungs', 'läuse', 'grün', 'frisör', 'zopf', 'braun', 'schick']

112 ['atmen', 'lachen', 'herr', 'jurist', 'fernuni', 'prof', 'batti', 'hagen', 'juristisch', 'schmunzeln', 'fakultät', 'eisenhardt', 'fernuniversität', 'dr', 'speyer', 'projekt', 'rektor', 'anwalt', 'kurs', 'frauengruppe', 'wunderbar', 'geschichte', 'jura', 'einführung', 'justiz', 'herrn', 'öffentlich', 'anbieten', 'rufen', 'bieten', 'übernehmen', 'jurastudium', 'siebziger', 'präsident', 'anwaltsberuf', 'schnalzen', 'vortrag', 'unglaublich', 'schonmal', 'extrem', 'japanisch', 'dis', 'achtziger', 'programm', 'betreiben', 'rektorat', 'dissertation', 'aufbauen', 'rechtlich', 'gleichstellung']

113 ['eltern', 'wende', 'ddrzeit', 'geschichte', 'undda', 'freundin', 'pirna', 'lichtenberg', 'russisch', 'garnicht', 'unddann', 'vati', 'froh', 'sound', 'erziehung', 'radeberg', 'inin', 'ichdann', 'ichda', 'eos', 'diehatte', 'bus', 'sonnenstein', 'dawurde', 'dawar', 'mandann', 'pulsnitz', 'privat', 'mitd', 'achter', 'soein', 'weiterbildung', 'undso', 'diedi', 'vorbereiten', 'warich', 'undich', 'parteilehrjahr', 'leninstraße', 'mitdem', 'dasist', 'nichtmehr', 'ichhabe', 'sonnabends', 'auchnicht', 'extra', 'dada', 'jaund', 'zeitig', 'jadann']

114 ['heinrich', 'hans', 'wilhelm', 'friedrich', 'george', 'kaiser', 'preußisch', 'preuß', 'könig', 'götz', 'jan', 'hannah', 'ernst', 'adel', 'beschimpfen', 'lübke', 'rolle', 'jürgen', 'labinsky', 'graf', 'julius', 'bismarck', 'buch', 'ritter', 'roswitha', 'adolf', 'ortsteil', 'kaiserreich', 'königsberg', 'christoph', 'achenbach', 'wappen', 'berühmt', 'georg', 'alois', 'gustav', 'siever', 'hederich', 'gottschalk', 'mende', 'aufnahme', 'farbe', 'unfug', 'vorbild', 'heiß', 'eigenartigerweise', 'prüm', 'jetzig', 'baumann', 'schwanz']

115 ['lazarett', 'russland', 'verwunden', 'front', 'stalingrad', 'gefangenschaft', 'russe', 'bein', 'tag', 'schwer', 'kessel', 'krieg', 'verwundet', '43', 'verwundung', 'einheit', 'kamerad', 'splitter', 'verlegen', 'division', 'glück', 'einsetzen', 'angriff', 'truppe', 'arm', 'krim', 'panzer', 'kompanie', 'woche', 'kilometer', 'landen', 'moskau', 'kaputt', 'fuß', 'rauskommen', '42', 'spieß', 'soldat', 'richtung', 'schlimm', 'südlich', 'fahrzeug', 'zurückgekommen', 'bataillon', 'wien', 'rückzug', '44', 'polen', 'weihnachten', 'durchschlagen']

116 ['mutter', 'kind', 'tag', 'mutti', 'schön', 'schwester', 'tochter', 'haus', 'weinen', 'vater', 'freundin', 'wohnen', 'wussen', 'mädchen', 'sohn', 'gott', 'papa', 'geh', 'essen', 'richtig', 'warten', 'weißt', 'arm', 'lieb', 'helfen', 'schlimm', 'weißen', 'fallen', 'bett', 'woche', 'heulen', 'kennen', 'abends', 'rufen', 'fremd', 'abend', 'nett', 'zimmer', 'kommsen', 'mama', 'anrufen', 'vati', 'besuchen', 'freuen', 'hören', 'sterben', 'heim', 'mensch', 'bruder', 'hingehen']

117 ['vater', 'mutter', 'eltern', 'kind', 'familie', 'bruder', 'schwester', 'spät', 'sterben', 'erinnern', 'haus', 'schule', 'krieg', 'geschwister', 'wohnen', 'kindheit', 'verhältnis', 'zuhause', 'sohn', 'brüder', 'streng', 'zeit', 'papa', 'onkel', 'tod', 'gehören', 'tochter', 'erinnerung', 'großmutter', 'schlagen', 'gerne', 'schwer', 'fallen', 'elternhaus', 'erziehen', 'nachbar', 'grund', 'krank', 'arm', 'stolz', 'söhne', 'beschreiben', 'beziehung', 'erwachsen', 'tante', 'kümmern', 'großvater', 'stiefvater', 'essen', 'heiraten']

118 ['trinken', 'kaffee', 'bier', 'flasche', 'wein', 'glas', 'tasse', 'tee', 'schnaps', 'wasser', 'essen', 'alkohol', 'kneipe', 'abends', 'schön', 'tisch', 'milch', 'gerne', 'zucker', 'wodka', 'betrunken', 'kaufen', 'schluck', 'kochen', 'rauchen', 'gegessen', 'kuchen', 'abend', 'heiß', 'schmecken', 'lokal', 'gläser', 'trank', 'durst', 'trenken', 'getränk', 'stunde', 'kalt', 'schwarz', 'anbieten', 'besoffen', 'morgens', 'wirtschaft', 'saft', 'feiern', 'gaststätte', 'gehören', 'geschäft', 'merken', 'nachmittags']

119 ['tag', 'stunde', 'woche', 'abends', 'morgens', 'zeit', 'arbeit', 'essen', 'abend', 'schlafen', 'nachmittags', 'mittags', 'sonntags', 'nachts', 'spät', 'wochenende', 'aufstehen', 'bett', 'samstags', 'mittag', 'nachmittag', 'mittagessen', 'elf', 'minute', 'mussen', 'dauern', 'zweimal', 'unterwegs', 'viertel', 'normal', 'gegessen', 'vierzehn', 'schön', 'letzter', 'dritter', 'schicht', 'tagsüber', 'zweiter', 'freizeit', 'frühstück', 'feierabend', 'nachtschicht', 'schaffen', 'wecken', 'fangen', 'ordnung', 'schlecht', 'schluss', 'anderthalb', 'warten']

120 ['schäfer', 'chile', 'kolonie', 'deutschland', 'paul', 'wolfgang', 'wussen', 'santiago', 'botschaft', 'schmidt', 'hopp', 'gruppe', 'hartmut', 'spät', 'herr', 'kind', 'schmidtke', 'papa', 'baar', 'hugo', 'colonia', 'müller', 'gemeinde', 'reden', 'siegburg', 'krankenhaus', 'horst', 'gronau', 'doktor', 'wagen', 'erfahren', 'seewald', 'mitbekommen', 'peter', 'ursel', 'karl', 'gehören', 'parral', 'zeit', 'mücke', 'bibel', 'willi', 'familie', 'passieren', 'dignidad', 'gerd', 'chilenisch', 'schnellenkamp', 'heide', 'gerhard']

121 ['naturschutz', 'kreis', 'beirat', 'herr', 'natur', 'bereich', 'landschaft', 'naturschutzgebiet', 'behörde', 'amt', 'kreisbeauftragt', 'vorsitzend', 'tätigkeit', 'stellungnahme', 'kennen', 'regierungspräsident', 'gemeinde', 'beauftragt', 'naturschützer', 'landschaftsbeirat', '75', 'fläche', 'kreisbeauftragter', 'naturschutzbeauftragter', 'gebiet', 'bund', 'stadt', 'doktor', 'landschaftsgesetz', 'beauftragter', 'naturschutze', 'problem', 'arnsberg', 'bezirksbeauftragt', 'aufgabe', 'mitglied', 'übernehmen', 'ehrenamtlich', 'landschaftsschutz', 'landwirtschaft', 'zuständig', 'lehrer', 'regierungsbezirk', 'arbeit', 'unterer', 'oberkreisdirektor', 'landschaftsschutzgebiet', 'gehören', 'schutz', 'sitzung']

