0 ['mutter', 'kind', 'oma', 'vater', 'erinnern', 'eltern', 'opa', 'haus', 'kindheit', 'erinnerung', 'schwester', 'familie', 'großeltern', 'großmutter', 'zeit', 'wohnen', 'bruder', 'schule', 'spät', 'großelter', 'richtig', 'schön', 'geschwister', 'dorf', 'zuhause', 'gebären', 'krieg', 'sterben', 'garten', 'tante', 'großvater', 'onkel', 'hof', 'gewohnen', 'puppe', 'straße', 'alter', 'gerne', 'verbringen', 'erwachsen', 'tant', 'prägen', 'papa', 'schlimm', 'mama', 'spielzeug', 'zimmer', 'elf', 'freundin', 'feri']
284 ['stiefmutter', 'marija', 'prinzipiell', 'dmitrijewna', 'woronesch', 'dorf', 'mama', 'kursker', 'gebiet', 'absolut', 'kursk', 'heran', 'freundin', 'mohn', 'technikum', 'gummiknüppel', 'kärtchen', 'ticket', 'prinzip', 'opa', 'generell', 'lidija', 'schwer', 'nähe', 'selig', 'donbass', 'grundsätzlich', 'hassen', 'marusja', 'anfahren', 'werkbank', 'meinung', 'schkuraty', 'hungrig', 'kärtch', 'stahlwerk', 'pope', 'alexejewitsch', 'boks', 'natascha', 'dmitriewna', 'baracke', 'aushalten', 'gegenseitig', 'staatsmacht', 'nachbarin', 'verspüren', 'erschrocken', 'vertreiben', 'wladimir']

285 ['zukunft', 'stiftung', 'projekt', 'verantwortung', 'hahn', 'stadt', 'erinnerung', 'laub', 'international', 'kameramann', 'polen', 'rahmen', 'yale', 'universität', 'zwang', 'fördern', 'dokumentation', 'connecticut', 'sklavenarbeit', 'projektes', 'zeugnis', '2005', 'durchführen', 'haven', 'zwangsarbeit', 'dori', 'biala', 'überlassen', 'geburtsdatum', 'zwangs', '2006', 'grossman', 'gutman', 'johanna', 'roma', 'form', 'aleksandrovi', 'netz', 'schirmherrschaft', 'ausführen', 'verabschieden', 'interviewen', 'carolina', 'kondo', 'griechisch', 'wertvoll', 'bodenstab', 'gemeinnützig', 'nationalsozialistisch', 'ujlak']

286 ['fahrrad', 'handwag', 'stein', 'inge', 'hießen', 'schah', 'fahrradfahren', 'chaussee', 'ziehharmonika', 'schlauch', 'hindenburg', 'kanal', '135', 'turm', 'freystadt', 'hang', 'heine', 'ärztin', 'anschlagen', 'schreibstub', 'ausgangspunkt', 'schulungsmaßnahme', 'dunkeln', 'abajkr', 'handwagen', 'lenker', 'reifen', 'hack', 'dirigieren', 'kaffeekannen', 'krey', 'adussja', 'kleben', 'weghaben', 'elbing', 'tropfen', 'ablaufen', 'einklemmen', 'alarmanlage', 'stumpf', 'grünhag', 'stabil', 'tower', 'pott', 'nächte', 'flüstern', 'aisne', 'unterschieben', 'heften', 'butler']

287 ['wahr', 'herr', 'kollege', 'schlecht', 'passieren', 'schluß', 'geschichte', 'warschau', 'verschieden', 'gruppe', 'normal', 'tonqualität', 'sögen', 'kuckuck', 'dauern', 'ehemalig', 'schmunzeln', 'verwaltung', 'verbindung', 'gefahrn', 'geschickt', 'dreimal', 'wirtschaft', 'seh', 'weberei', 'verpflegung', 'kriege', 'büro', 'gott', 'murmeln', 'poln', 'entschuldigen', 'alfred', 'osten', 'lokal', 'paß', 'handwerker', 'existieren', 'sagn', 'katernberg', 'kucken', 'kautsch', 'nähe', 'vorgesetzter', 'gesehn', 'cvjm', 'augenblick', 'bug', 'volksdienst', 'gewohnt']

288 ['herne', 'paradies', 'senator', 'wanneeickel', 'schornsteinfeger', 'höxter', 'mhmm', 'aussprache', 'glücklich', 'mode', 'vorgesetzte', 'hern', 'zweiundsiebzig', 'rudenko', 'pommern', 'klärchen', 'baukau', 'bochum', 'fotografin', 'inne', 'babsi', 'bedingung', 'schulkolleg', 'unmittelbarer', 'einrichten', 'stöhnen', 'emscher', 'stary', 'warendorf', 'silikos', 'vadder', 'kriech', 'unbarmherzig', 'pestalozzistraße', 'hitzig', 'evangelisch', 'hochlarmark', 'kriechten', 'sondergericht', 'merin', 'abzahlungsgeschäft', 'schlummern', 'russen', 'haftbar', 'liffmann', 'spritzenhaus', 'eschweiler', 'monach', 'zipfel', 'leuchte']

289 ['gewerkschaft', 'arbeit', 'ehrenamtlich', 'hauptamtlich', 'düsseldorf', 'lachen', 'vorsitzend', 'mitglied', 'dgb', 'wählen', 'kollege', 'bezirk', 'spät', 'frauenarbeit', 'politisch', 'ötv', 'vorstand', 'kolleginn', 'schwer', 'selbstverständlich', 'öffentlich', 'frauenring', 'beschäftigen', 'anfang', 'ausschuss', 'frauenausschuss', 'ändern', 'frauengruppe', 'tätigkeit', 'abteilung', 'ausschüsse', 'männern', 'gesetz', 'kreis', 'dienst', 'position', 'reihe', 'kollegin', 'vertreten', 'gewerkschaftsbund', 'bundesvorstand', 'partei', 'delegieren', 'bilden', 'deutsch', 'örtlich', 'amt', 'behörde', 'gewerkschaftsarbeit', 'nötig']

290 ['bauen', 'haus', 'gebäude', 'grundstück', 'bau', 'stadt', 'straße', 'architekt', 'gelände', 'wohnen', 'aufbauen', 'kaufen', 'abreißen', 'unterbringen', 'dach', 'plan', 'platz', 'häuschen', 'land', 'quadratmeter', 'umbauen', 'baustelle', 'planen', 'verkaufen', 'villa', 'modern', 'genehmigen', 'einrichten', 'garten', 'boden', 'maurer', 'zerstören', 'hof', 'garage', 'ausbauen', 'errichten', 'drüben', 'zweiter', 'fundament', 'wohnhaus', 'ecke', 'räume', 'anbauen', 'raum', 'riesig', 'neubau', 'handwerker', 'material', 'günstig', 'nähe']

291 ['belgien', 'belgisch', 'rhodos', 'kongo', 'mäuse', 'paris', 'glücklich', 'kuba', 'sarah', 'rassismus', 'rhodo', 'kloster', 'lied', 'komitee', 'versumpfen', 'italien', 'karbid', 'sing', 'freistellen', 'bürogebäude', 'arbeiterhotel', 'elektrotechnik', 'wunderbar', 'brüdern', 'batterie', 'barackenstadt', 'kaufhof', 'weh', 'gletscher', '1944', 'stärke', 'deportieren', 'herb', 'hölzer', 'verunglücken', 'dominik', 'metro', 'italienisch', 'raschel', 'tietz', 'lessing', 'pflichtjahrmädch', 'juderia', 'empfindsam', 'black', 'notrica', 'abteilungsgewerkschaftsleitung', 'kopfkissen', 'bardowick', 'jeruschalaim']

292 ['kommunistisch', 'hamburg', 'kj', 'käthe', 'saj', 'straße', 'barmbek', 'rot', 'barmbeker', 'lokal', 'hamburger', 'heinrich', 'sozialdemokratisch', 'marine', 'gruppe', 'weltkrieg', 'kapitel', 'diskutieren', 'sozialdemokrat', 'demonstration', 'gängeviertel', 'revolutionär', 'eppendorf', 'proletarier', 'anarchist', 'kneipe', 'dorotheenstraße', 'stadtteil', 'nennen', 'helmut', 'winterhude', 'willi', 'jugend', 'reichsbanner', 'uhlenhorst', 'militant', 'anita', 'gertigstraße', 'faschismus', 'brite', 'geibelstraße', 'absolut', 'paul', 'cläre', 'lebendig', 'stattfinden', 'frank', 'bürgerlich', 'lasch', 'eng']

293 ['thyssen', 'walsum', 'kohle', 'bergbau', 'duisburg', 'hütte', 'hamborn', 'gehören', 'tonne', 'zeche', 'kraftwerk', 'gott', 'demontage', 'thysse', 'fördern', 'bauen', 'industrie', 'anlage', 'ruhrkohl', 'stahlwerk', 'undeutlich', 'stahl', 'marxloh', 'demontieren', 'leise', 'verbessern', 'dr', 'hüttenwerk', 'werkswohnung', 'böse', 'ruhrort', 'bergwerk', 'bergwerksdirektor', 'phoenix', 'erz', 'großindustrie', 'eisen', 'koks', 'beschäftigen', 'raum', 'schachtanlage', 'gesellschaft', 'technisch', 'modern', 'konzern', 'augustthyssenhütte', 'zögern', 'generaldirektor', 'ruhrgebiet', 'gegend']

294 ['spät', 'kennen', '78', 'richtig', '79', 'düsseldorf', 'echt', 'sommer', 'punk', 'konzert', 'jasper', 'krause', 'luis', 'scheiße', 'typ', 'herbst', 'mettmann', 'gehören', 'platte', '81', '1980', 'vd', 'komisch', 'festival', 'proben', 'gitarre', 'campino', 'zeit', 'berlin', 'rockon', '77', 'tony', 'geil', 'absolut', '80', 'sänger', 'lernen', 'aram', 'ständig', 'schule', 'anfang', 'gründen', 'kumpel', 'nummer', 'deutschland', 'jürgen', 'janni', 'holland', 'eindhove', 'bowie']

295 ['stalin', 'lenin', 'sowjetunion', 'parteitag', 'moskau', 'gorbatschow', 'marx', 'sterben', 'chruschtschow', 'marxismus', 'russland', 'rolle', 'stalinismus', 'perestroika', 'sowjetisch', 'leninismus', 'personenkult', 'erklären', 'berija', 'kpdsu', 'tod', 'dogmatismus', 'genosse', 'stalinistisch', 'udssr', 'preis', 'siegen', 'engel', 'zar', '25', 'kaukasus', 'präsident', 'trotzki', 'dreiundfünfzig', 'stalinzeit', 'molotow', 'moskauer', 'broschüre', 'porträts', 'volksfeind', 'knospe', 'akademie', 'perestrojka', 'gulag', 'periode', 'zeitrechnung', 'kaukasisch', 'churchill', 'marxismusleninismus', 'genie']

296 ['litauen', 'vilnius', 'spital', 'litauer', 'lettland', 'mascha', 'litauisch', 'stutthof', 'riga', 'smorgon', 'estland', 'kauna', 'gehören', 'rabbiner', 'bütow', 'slobodka', 'shavel', 'russland', 'nora', 'jeschiwa', 'überleben', 'kameramann', 'lewin', 'liquidieren', 'baltisch', 'osterholzscharmbeck', 'nura', 'schiller', 'jeschiwot', 'sheshmarjaj', 'tilsit', 'ohlenstedt', 'kreisstadt', 'ausreisen', 'lette', 'zuvor', 'kovno', 'friedhof', 'wiswald', 'nachts', 'ortschaft', 'doba', 'memel', 'bromberg', 'tauchen', 'kasachstan', 'marta', 'baltikum', 'oschmjany', 'kvint']

297 ['bäckerei', 'bäcker', 'brot', 'backen', 'erinnern', 'gebacken', 'neuzelle', 'mehl', 'brötchen', 'teig', 'kuchen', 'fürstenberg', 'mühle', 'bäckermeister', 'backstube', 'brotfabrik', 'sauerteig', 'konditorei', 'christianstadt', 'backofe', 'konditor', 'hannah', 'wilhelm', 'drüben', 'brote', 'fleischer', 'grob', 'semmel', 'menge', 'fünfundvierzig', 'geschäftsmann', 'stute', 'kneten', 'backofen', 'filmbilder', 'keene', 'kuche', 'bäckereie', 'woanders', 'gaststätte', 'lehrling', 'sorau', 'gesehn', 'eschwege', 'frisch', 'phantastisch', 'besitzen', 'backn', 'glaubitz', 'gesellen']

298 ['lächeln', 'fünfziger', 'sozial', 'lastenausgleich', 'weiss', '50er', 'fortschritt', 'krieg', 'erinnern', 'aktie', 'rentenreform', 'thüringen', 'meinung', 'freizeit', 'bindung', 'wohnungsbau', 'verändern', 'hmund', 'fünfzigerjahr', 'achtstundentag', 'merken', 'rheinmetall', 'ausgleich', 'naumann', 'betrieb', 'flüchtling', 'verwandter', 'teddy', 'wohlstand', 'wiedergutmachung', 'urlaub', 'bezeichnen', 'mitbestimmung', 'erschüttern', 'wirtschaftswunder', 'fürchterlich', 'wirtschaftswund', 'urlaubsverlängerung', 'düsseldorf', 'schrecklich', 'auszahlen', 'betreffen', 'nachweisen', 'dienstwohnung', 'seinerzeit', 'hmja', 'verbinden', 'etat', 'nochma', 'lohnfortzahlung']

299 ['bulgarisch', 'jüdisch', 'bulgarien', 'sofia', 'jude', 'dobritsch', 'chaskowo', 'erinnern', 'gruppe', 'arbeit', 'warna', 'mitglied', 'herzi', 'israel', 'plowdiw', 'lager', 'arbeitsgruppe', 'jambol', 'norm', 'buchhalter', 'foto', 'freund', 'gesetz', 'rms', 'david', 'koen', 'zuvor', 'schicken', 'mitgift', 'bulgar', 'abschließen', 'disziplinartruppe', 'oberst', 'rumänisch', 'wahr', 'türkisch', '1940', 'sami', 'direktor', 'erfüllen', 'kollege', 'nowa', 'ehemann', 'umkommen', 'bulgaren', 'janko', 'hochschulbildung', 'rumänien', 'smjadowo', 'genosse']

300 ['45', '46', '48', 'zeit', '47', 'krieg', '1945', 'anfang', '49', 'spät', 'gefangenschaft', '1946', '50', 'entlassen', '1948', '1947', 'aufbauen', 'währungsreform', '1950', '1949', '50er', 'kriegsgefangenschaft', 'richtig', 'damalig', 'zurückgekommen', 'versuchen', 'zurückkommen', 'sommer', 'normal', 'nachkriegszeit', 'kriegsend', 'herbst', '52', 'zerstören', 'arbeit', 'mitmachen', 'verbindung', '44', 'engländer', 'essen', 'britisch', 'aufbau', 'sogenannter', 'aufnehmen', 'wiederaufbau', 'letzter', 'unmittelbar', 'ausgebombt', 'englisch', 'amerikanisch']

301 ['punk', 'hof', 'straße', 'düsseldorf', 'rating', 'zeit', 'ratinger', 'musik', 'konzert', 'richtig', 'laden', 'spät', 'gehören', 'szene', 'kennen', 'anfang', '80er', 'relativ', '79', 'hören', 'treffen', '78', 'normal', 'super', 'rocker', '70er', 'altstadt', 'wochenende', 'lustig', 'gruppe', 'mitte', 'düsseldorfer', 'mitbekommen', 'rock', 'richtung', 'ecke', 'cool', 'geschichte', 'boah', 'punkrock', 'clique', 'dokie', '81', 'iserlohn', 'kneipe', 'ahnung', 'verbringen', 'london', '80', 'stadt']

302 ['tonne', 'stempel', 'spieß', 'pumpe', 'platz', 'hydraulisch', 'motte', 'ger', 'kurzarbeit', 'mittel', 'rausnehmen', 'streichen', 'verstellt', 'bupp', 'monteur', 'produktionsleiter', 'leistung', 'werkdirektor', 'kessel', 'konstant', 'erbse', 'rüber', 'feudel', 'hergegangen', 'dachse', 'wasseraufbereitung', 'schulz', 'kontrollen', 'dreiviertel', 'ka', 'dementsprechend', 'bleich', 'naftalin', 'rundgang', 'ferromatik', 'kartoffelkiste', 'endkampf', 'spielnachmittag', 'golddollar', 'union', 'reitpeitsche', 'sirr', 'wegeleitsystem', 'schmiedemeister', 'einrahmen', 'container', 'saugzug', 'stehenbleiben', 'ablegen', 'tume']

303 ['lüdenscheid', 'rasse', 'luxemburg', 'schlimm', 'ideal', 'schmunzeln', 'liberal', 'extrem', '365', 'stein', 'absolut', '40jährig', 'trocken', 'feigheit', 'denkend', 'jahrzehnt', '405', '404', '422', '400', '351', 'premierminister', '355', 'soest', '336', 'campdavid', '446', '375', 'hauptarbeit', '410', 'milauzki', '339', 'niedertracht', '395', 'luxemburger', 'angehören', '370', '362', 'zivilist', '420', '357', '388', 'autonomie', 'ihrerseits', '464', '354', 'terroristenorganisation', 'könig', 'polizeipräsident', '427']

304 ['tür', 'fenster', 'licht', 'haus', 'klopfen', 'öffnen', 'offen', 'aufmachen', 'schließen', 'nachts', 'hören', 'treppe', 'abends', 'dunkel', 'schlüssel', 'tisch', 'ecke', 'raum', 'türe', 'flur', 'bett', 'klingeln', 'zimmer', 'abschließen', 'lampe', 'schlafen', 'abend', 'zugemacht', 'rufen', 'wand', 'warten', 'kalt', 'springen', 'brennen', 'morgens', 'hingehen', 'keller', 'verschließen', 'zumachen', 'passieren', 'hell', 'haustür', 'verstecken', 'ruhig', 'tor', 'toilette', 'komisch', 'geräusch', 'polizei', 'stimme']

305 ['betrieb', 'spät', 'kollege', 'herr', 'chef', 'essen', 'wallram', 'dr', 'lüttich', 'doktor', 'blüggel', 'kennen', 'kram', 'firma', 'freund', 'nochmals', 'echt', 'erstmals', 'richard', 'besitzer', 'nazi', 'einzeln', 'riedel', 'aufbau', 'sinn', 'steeger', 'enttäuschen', 'moitsch', 'bestimmen', 'privat', 'betreiben', 'erich', 'ahnung', 'betriebsleiter', 'hölz', 'voigtländer', 'kaputt', 'klamotte', '100000', 'ami', 'sprecher', 'bach', 'hünfeld', 'verbindung', 'sa', '25', 'geschäftsleitung', 'belgien', 'reber', 'monteur']

306 ['habich', 'kehl', 'opel', 'garnicht', 'p4', 'daimler', 'gründer', 'fünfundvierzig', 'siedlerstelle', 'hans', 'scharf', 'sicherheit', 'zweifel', 'mühlheim', 'kostal', 'melzer', 'runtergehen', 'autounion', 'autofirma', 'benz', 'glaubich', 'kenzing', 'inne', 'frauenstimme', 'knapp', 'ingrid', 'männeken', 'emanzipation', 'automobilindustrie', 'riedmann', 'aufkommen', 'freiherr', 'maurermeister', 'bmw', 'isses', 'habda', 'politikum', 'enterbte', 'rhein', 'suden', 'lieferfirma', 'rächer', 'lanka', 'lederstrumpf', 'loslösung', 'neunzehnhundertsiebenunddreißig', 'vergang', 'verwerfen', 'originell', 'brünisch']

307 ['frage', 'bereich', 'entwickeln', 'mensch', 'rolle', 'verschieden', 'unterschiedlich', 'gesellschaft', 'entwicklung', 'sozial', 'verändern', 'versuchen', 'interessant', 'sinn', 'geschichte', 'problem', 'gewiß', 'art', 'lernen', 'form', 'sicht', 'erfahrung', 'richtig', 'weise', 'beschäftigen', 'idee', 'funktionieren', 'deutlich', 'führen', 'prägen', 'wert', 'richtung', 'möglichkeit', 'struktur', 'gemeinsam', 'vorstellung', 'begriff', 'system', 'gruppe', 'ziel', 'ebene', 'erreichen', 'grunde', 'aufgabe', 'bedeutung', 'zeigen', 'spannend', 'ergebnis', 'ort', 'eindruck']

308 ['franz', 'strauß', 'josef', 'walter', 'manuel', 'nummer', 'friedman', 'dume', 'botschafterin', 'edison', 'loyola', 'kuppeln', 'lehrhaus', 'efran', 'siemon', 'brom', 'charmant', 'strauss', 'franzjosef', 'wehner', 'cjas', 'präsent', 'steve', 'schwammberger', '2021', 'vedder', 'adenauer', 'sitzstreik', 'erna', 'ziegler', 'gerlach', 'parteiisch', 'artikel', 'übungen', 'trennen', '2019', 'rosenzweig', 'degenhardt', 'geburtshaus', 'siegen', 'beglückend', 'ingrid', 'abba', 'mergelkuhle', 'rozi', 'regulieren', 'abziehen', 'verbrauchen', 'lehrhäuser', 'stanis']

309 ['traktor', 'rschew', 'mts', 'station', 'dorf', 'harissa', 'masliwka', 'holz', 'trudarmee', 'traktorist', 'fackeln', 'hussenbach', 'technikum', 'myroniwka', 'wolga', 'km', 'mähdrescher', 'kalinin', 'landwirtschaft', 'marion', 'ischim', 'maschine', 'straßenbahn', 'ehefrau', 'cappenberg', 'muttern', 'urlaubskasse', 'geste', 'heimatarmee', 'traktorenbrigade', 'stalingrad', 'brigadier', 'kasachstan', 'balzer', 'backstein', 'schreiner', 'überführen', 'weiber', 'traktoristen', 'christel', 'divisionskommandeur', 'balabuschko', 'abgase', 'altai', 'artillerieregiment', 'taras', 'hinkamen', 'heinrich', 'saborka', 'münsterplatz']

310 ['schwein', 'schlachten', 'wurst', 'fleisch', 'kaninchen', 'hühner', 'tier', 'metzger', 'fett', 'füttern', 'gänse', 'zeit', 'stall', 'schweine', 'landwirtschaft', 'vieh', 'schinken', 'schlachter', 'ent', 'schwarz', 'essen', 'krieg', 'ferkel', 'rind', 'futter', 'helfen', 'packen', 'metzgerei', 'dorf', 'blut', 'blutwurst', 'fleischer', 'eier', 'nachbar', 'schlachthof', 'drehen', 'schlachtfest', 'liefern', 'gegessen', 'verarbeiten', 'extra', 'speck', 'leberwurst', 'schweinefleisch', 'gegenseitig', 'wür', 'räuchern', 'kaninche', 'frisch', 'brühe']

311 ['nähen', 'kleid', 'stoff', 'kaufen', 'stricken', 'anziehen', 'mutter', 'kleider', 'schön', 'schuh', 'kleidung', 'mädchen', 'mantel', 'rock', 'strümpf', 'pullover', 'nähmaschine', 'stopfen', 'stiefel', 'schneider', 'bluse', 'hose', 'schneiderin', 'sticken', 'winter', 'kind', 'hand', 'lernen', 'mitbringen', 'schneidern', 'zeit', 'hosen', 'socken', 'schürze', 'anzug', 'dick', 'leder', 'kostüm', 'weben', 'strümpfe', 'schuster', 'häkeln', 'nadel', 'tuch', 'kaputt', 'wäsche', 'jacke', 'reparieren', 'maschine', 'hemd']

312 ['leise', 'lachen', 'äußerung', 'räusperen', 'betrieb', 'undeutlich', 'betonen', 'aufgabe', 'organisation', 'hintergrund', 'mensch', 'reden', 'wuppertal', 'selbstverständlich', 'verständlich', 'diskutieren', 'stadt', 'ungeheuer', 'schwer', 'problem', 'gott', 'mädchen', 'relativ', 'tonaufnahme', 'elternhaus', 'sicherheit', 'gruppierung', 'mitkriegen', 'eheleut', 'beziehen', 'generation', 'betreuen', 'belastung', 'gewerkschaft', 'gelächter', 'verbindung', 'chemie', 'bewusst', 'gruppe', 'weile', 'grund', 'kollegin', 'nachdenklich', 'diskussion', 'berühmt', 'bezirksleiter', 'industrie', 'zimmeruhr', 'stimme', 'einsetzend']

313 ['bayern', 'bayerisch', 'gabi', 'coburg', 'land', 'bamberg', 'bayer', 'preuß', 'bayrisch', 'nordrheinwestfale', 'zentrum', 'preuße', 'letzter', 'polytechnisch', 'tennis', 'bundesland', 'nordrheinwestfalen', 'würzburg', 'bundesländer', 'ehrenvoll', 'ingolstadt', 'icsu', 'zsazsa', 'rußland', 'preußisch', 'stamm', 'wahl', 'kuss', 'wild', 'bedauern', 'modernisieren', 'feuerwerk', 'rausholen', 'fühler', 'badenwürttemberg', 'erwerben', 'westfalen', 'hagen', 'schwabach', 'gegensätze', 'grüßn', 'norddeutsch', 'abschaffen', '2ten', 'gelten', 'nordhesse', 'schreibtechnik', 'westdeutsch', 'urkunde', 'hingestellen']

314 ['lachen', 'schön', 'richtig', 'gerne', 'zeit', 'frage', 'schlecht', 'leise', 'gott', 'stimmen', 'kennen', 'reden', 'moment', 'hören', 'ehrlich', 'kenn', 'find', 'überlegen', 'mensch', 'fallen', 'husten', 'wenns', 'bestimmen', 'schwer', 'schluss', 'sögen', 'warten', 'ändern', 'tag', 'gehören', 'anfang', 'weisen', 'ruhig', 'lieber', 'hättn', 'merken', 'letzter', 'hintergrund', 'seh', 'lachend', 'durcheinander', 'froh', 'lieb', 'echt', 'geräusch', 'betonen', 'wahr', 'passieren', 'kennn', 'drüben']

315 ['cola', 'coca', 'bäumch', 'flugblatt', 'wussten', 'traurigkeit', 'syndrom', 'puff', 'fluoride', 'firma', 'fluor', 'ballade', 'statistisch', 'heckmann', 'ninij', 'henri', 'kompliment', 'narzisst', 'targil', 'dreifach', 'kapusta', 'lembke', 'exotisch', 'lokalanästhesie', 'schlackenhalde', 'zusammengelegt', 'irrational', 'patient', 'aufsichtsbeamter', 'nichtintel', 'ungetüm', 'vormarsch', 'traube', 'pseudokrupp', 'nannen', 'lazarettkartoffelschäler', 'bundesbahn', 'dose', 'colafluss', 'schlapp', 'fabrikant', 'überliefert', 'zweieinhalb', 'überdurchschnittlich', 'leerer', 'studiern', 'tbcfälle', 'eingepfiffen', 'jeanshos', 'besprechungsraum']

316 ['schön', 'kennen', 'lachen', 'nett', 'gerne', 'richtig', 'mensch', 'gott', 'lernen', 'hören', 'herr', 'gehören', 'lieb', 'stolz', 'merken', 'wunderbar', 'freuen', 'freund', 'spaß', 'freundin', 'tag', 'treffen', 'echt', 'unterhalten', 'komisch', 'wohnen', 'wussen', 'hingehen', 'nennen', 'weißen', 'zeit', 'dame', 'fallen', 'herrlich', 'ordentlich', 'lust', 'dick', 'mädchen', 'lustig', 'fräulein', 'froh', 'mitmachen', 'schlimm', 'weißt', 'hübsch', 'hör', 'vergessen', 'fein', 'furchtbar', 'böse']

317 ['gruppe', 'mädchen', 'gruppentante', 'jungs', 'kinderhaus', 'schäfer', 'richtig', 'gesa', 'spät', 'sogenannter', 'krankenhaus', 'neukra', 'trennen', 'acker', 'hühnerstall', 'tante', 'saal', 'heilsarmee', 'system', 'normal', 'reden', 'erklären', 'wahnsinnig', 'stubenarrest', 'strafversetzen', 'erinneren', 'einteilen', 'fühlen', 'warten', 'extra', 'besonderer', 'redeverbot', 'kunde', 'boss', 'gruppentanten', 'chefin', 'zuteilen', 'gruppentant', 'aufschreiben', 'weinen', 'gemeinsam', 'tier', 'abkleben', 'trennung', 'lieb', 'bestrafen', 'gisela', 'brutal', 'gruppenboss', 'spitznamen']

318 ['bein', 'finger', 'weh', 'schmerz', 'blut', 'wunde', 'verbinden', 'wunden', 'hand', 'heilen', 'retten', 'körper', 'fürchterlich', 'richtig', 'verbrennen', 'arzt', 'heiß', 'messer', 'fuß', 'sanitäter', 'schmerzen', 'knochen', 'glück', 'verband', 'bluten', 'offen', 'abnehmen', 'hals', 'salbe', 'spüren', 'eiter', 'zeh', 'rücken', 'verheilen', 'wehtun', 'schnitt', 'verbrennung', 'stechen', 'füße', 'schwarz', 'furunkel', 'hände', 'verletzen', 'narbe', 'heiln', 'gelb', 'herz', 'daumen', 'revier', 'nadel']

319 ['zettel', 'schuster', 'abreißen', 'moral', 'sitte', 'anschlag', 'schulkamerad', 'city', 'schlaganfall', 'handgeschrieben', 'atlantic', 'bedauern', 'nowicki', 'bein', 'hans', 'rangensdorf', 'motti', 'horster', 'eierlikör', 'außenstelle', 'größe', 'lindner', 'dadrin', 'unterschrift', 'tiefenpsychologisch', 'polizeihelfer', 'übersichtlich', 'plagiat', 'tiefenpsychologie', 'polemik', 'julius', 'levi', 'zetteln', 'planen', 'korpusführer', 'kassenzulassung', 'umfangreich', 'psychotherapie', 'müritz', 'silvester', 'bordell', 'vertrocknet', 'ausweg', 'transportleiter', 'luftballon', 'auffahrt', 'hagenow', 'alex', 'lerner', 'straferlass']
