0 ['mutter', 'kind', 'oma', 'vater', 'erinnern', 'eltern', 'opa', 'haus', 'kindheit', 'erinnerung', 'schwester', 'familie', 'großeltern', 'großmutter', 'zeit', 'wohnen', 'bruder', 'schule', 'spät', 'großelter', 'richtig', 'schön', 'geschwister', 'dorf', 'zuhause', 'gebären', 'krieg', 'sterben', 'garten', 'tante', 'großvater', 'onkel', 'hof', 'gewohnen', 'puppe', 'straße', 'alter', 'gerne', 'verbringen', 'erwachsen', 'tant', 'prägen', 'papa', 'schlimm', 'mama', 'spielzeug', 'zimmer', 'elf', 'freundin', 'feri']

244 ['polizei', 'polizist', 'demonstration', 'demonstrieren', 'verhaften', 'gewalt', 'rufen', 'angst', 'protest', 'demo', 'melden', 'friedlich', 'plakat', 'menge', 'polizeipräsident', 'verbieten', 'schnappen', 'polizeirevier', 'bewaffnet', 'auto', 'fliegen', 'knast', 'aktion', 'schlägerei', 'gestapo', 'bulle', 'verprügeln', 'protestieren', 'organisieren', 'festnehmen', 'kundgebung', 'beritten', 'polizeichef', 'beamter', 'respekt', 'krawall', 'ruhe', 'gummiknüppel', 'geisel', 'volk', 'erschießen', 'transparent', 'polizeibeamter', 'verletzen', 'teilnehmen', 'polizeiwach', 'tierisch', 'entschuldigung', 'wache', 'beteiligen']

245 ['geld', 'bezahlen', 'zahlen', 'kosten', 'million', 'verkaufen', '500', 'staat', 'prozent', 'steuer', 'wert', 'verdienen', 'gehören', '50', 'bauen', '1000', '300', 'preis', 'zahl', 'grund', 'übernehmen', '600', 'euro', '200', 'kredit', 'richtig', 'dm', 'hälfte', 'kaufen', 'leisten', 'schaffen', 'rechnen', '5000', 'grundstück', 'haus', 'finanziell', '400', '800', 'gehalt', '2000', 'erbe', '150', 'vertrag', 'miete', 'billig', 'eigentum', 'lohn', '10000', 'teuer', 'letzter']

246 ['dorf', 'stadt', 'ort', 'kilometer', 'wohnen', 'haus', 'land', 'dörfer', 'kennen', 'gegend', 'schön', 'bauen', 'gehören', 'entfernt', 'nähe', 'straße', 'einwohner', 'bauer', 'wald', 'gebiet', 'schule', 'berg', 'kreis', 'umgebung', 'spät', 'km', 'bürgermeister', 'richtung', 'siedlung', 'nah', 'städten', 'zeit', 'ortschaft', 'fuß', 'region', 'ländlich', 'entfernen', 'schloss', 'norden', 'dörfern', 'familie', 'führen', 'bezirk', 'gemeinde', 'kleinstadt', 'bevölkerung', 'heimat', 'stelle', 'grenze', 'fahrrad']

247 ['mädchen', 'schauen', 'deutschland', 'gott', 'erinnern', 'arbeit', 'schicken', 'weinen', 'wohnen', 'treffen', 'krieg', 'stadt', 'zeigen', 'haus', 'zeit', 'deutsch', 'warten', 'spät', 'nennen', 'rufen', 'dorf', 'russisch', 'mama', 'geh', 'helfen', 'deutsche', 'foto', 'zimmer', 'antworten', 'schwester', 'tochter', 'tag', 'lieben', 'erlauben', 'vergessen', 'mädels', 'hausherrin', 'bitten', 'fabrik', 'wussen', 'kennen', 'freundin', 'tisch', 'reden', 'anna', 'mensch', 'angst', 'straße', 'besuchen', 'ankommen']

248 ['deutsch', 'deutsche', 'verstecken', 'erschießen', 'soldat', 'straße', 'fliehen', 'hören', 'rannen', 'haus', 'angst', 'treiben', 'schauen', 'werfen', 'führen', 'schießen', 'wald', 'töten', 'tag', 'polizist', 'stadt', 'schlagen', 'zweiter', 'fangen', 'dorf', 'fallen', 'springen', 'schaffen', 'wussten', 'nachts', 'polizei', 'richtung', 'schrecklich', 'passieren', 'jungs', 'zeigen', 'flüchten', 'warten', 'russisch', 'mädchen', 'dritter', 'schreien', 'umbringen', 'rennen', 'graben', 'truppe', 'hof', 'nähe', 'rufen', 'abend']

249 ['wasser', 'fluss', 'schwimmen', 'brunnen', 'baden', 'ufer', 'eimer', 'pumpe', 'bauen', 'strom', 'hochwasser', 'boot', 'pumpen', 'teich', 'kalt', 'wasserleitung', 'bach', 'stelle', 'brücke', 'fließen', 'ertrunken', 'bagger', 'loch', 'fließend', 'flüsschen', 'floss', 'schimpfen', 'treten', 'ertrinken', 'schwemmen', 'deich', 'elbe', 'fest', 'brechen', 'leitung', 'quelle', 'retten', 'kanal', 'flusse', 'kahn', 'elektrizität', 'trocken', 'kaputt', 'fluß', 'kanäle', 'tropfen', 'schwommen', 'auffangen', 'rohre', 'donau']

250 ['bein', 'arm', 'hand', 'rechter', 'linker', 'brechen', 'fallen', 'verletzen', 'fuß', 'rücken', 'kopf', 'krankenhaus', 'schwer', 'treffen', 'knie', 'auge', 'knochen', 'finger', 'passieren', 'arzt', 'blut', 'merken', 'fest', 'schaffen', 'springen', 'splitter', 'stelle', 'verletzung', 'heben', 'operieren', 'bewegen', 'verwunden', 'gips', 'moment', 'drehen', 'verlieren', 'drücken', 'unfall', 'treten', 'kraft', 'stock', 'festhalten', 'schulter', 'arme', 'krück', 'gesicht', 'verband', 'abnehmen', 'dick', 'verbinden']

251 ['dresden', 'leipzig', 'neustadt', 'stadt', 'görlitz', 'sachsen', 'chemnitz', 'hirsch', 'erzgebirge', 'dresdner', 'meißen', '1945', 'sogenannter', 'freiberg', 'elbe', 'ddr', 'westen', 'bombenangriff', 'sebnitz', 'hennlein', 'angucken', 'joachim', 'tasler', 'stadtgebiet', 'zubringen', 'hintergrundgeräusch', 'henry', 'weggehen', 'bürgermeister', 'meiße', 'straßenbahn', 'transport', 'heidenau', 'durchführen', 'mitgefahren', 'türe', 'günter', 'kunstblume', 'sächsisch', 'lotte', 'pirna', 'kühn', 'einhalten', 'tschechei', 'rumburg', 'frauenkirche', 'trümmer', 'haft', 'elbsandsteingebirge', 'klassenkamerad']

252 ['mitglied', 'einladen', 'gründen', 'verein', 'vorsitzend', 'veranstaltung', 'organisieren', 'organisation', 'vortrag', 'treffen', 'gruppe', 'kontakt', 'verband', 'gehören', 'interessant', 'deutsch', 'verschieden', 'teilnehmen', 'übernehmen', 'vorstand', 'versammlung', 'international', 'spät', 'gesellschaft', 'nennen', 'arbeit', 'tag', 'verbindung', 'beschäftigen', 'aufnehmen', 'kreis', 'tagung', 'mitmachen', 'besonderer', 'anfang', 'leiten', 'vereinigung', 'interessiert', 'vertreter', 'ansprechen', 'wählen', 'vorbereiten', 'vorschlagen', 'beitrag', 'engagieren', 'gespräch', 'stattfinden', 'reden', 'führen', 'zweiter']

253 ['intavpch', 'intavpn', 'wintavpr', 'nintavpcht', 'eintavpn', 'intavpm', 'mintavpt', 'sintavpch', 'intavpst', 'sintavpcherlintavpch', 'sintavpe', 'beintavp', 'zeintavpt', 'eintavpne', 'tätintavpgkeintavpt', 'polintavptintavpsch', 'weintavpl', 'kontakt', 'sintavpnd', 'entwintavpcklung', 'ausbintavpldung', 'arbeintavpt', 'bintavpn', 'wintavpeder', 'natürlintavpch', 'betrintavpeb', 'teintavplweintavpse', 'zweintavp', 'wintavpdintavpa', 'beruflintavpch', 'bintavps', 'praktintavpsch', 'arbeintavptszeintavpt', 'wintavpe', '50er', 'meintavpne', 'jungsozintavpalintavpsten', 'intavprgendwintavpe', 'hintavper', 'vintavpel', 'zintavpemlintavpch', 'eintavpgen', 'wintavp', 'betrintavpebsrat', 'neintavpn', 'mintavpr', 'dintavpes', 'entwintavpcklungsarbeintavpt', 'wobeintavp', 'wahrscheintavpnlintavpch']

254 ['zeche', 'essen', 'straße', 'wohnen', 'zeit', 'buer', 'altenesse', 'vater', 'arbeit', 'bergmann', 'kind', 'krieg', 'hubert', 'schule', 'bergeborbeck', 'borbeck', 'scholve', 'hingehen', 'morgens', 'erwerbslos', 'damalig', 'hassel', 'brüder', 'kolonie', 'bergleute', 'essener', 'gelsenkirchen', 'schluss', 'ecke', 'schmelzer', 'nachbarschaft', 'bergarbeiter', 'gewohnen', 'nennen', 'hütte', 'arbeiter', 'kohle', 'land', 'entsinnen', 'georg', 'bergmannsglück', 'katernberg', 'frintrop', 'zinkhütte', 'anton', 'stilllegen', 'grube', 'ausländer', 'kanal', 'reinke']

255 ['geschichte', 'firma', 'industrie', 'todt', 'undeutlich', 'organisation', 'betrieb', 'entwicklung', 'kriege', 'iserlohn', 'speer', 'technisch', 'herstellen', 'lächeln', 'betreiben', 'schwerte', 'vernünftig', 'durcheinander', 'wirtschaftlich', 'deutsch', 'brasilien', 'industriell', 'gang', 'fertigung', 'hagen', 'schwert', 'handelskammer', 'vw', 'ennepetal', 'beziehung', 'mitarbeiter', 'markt', 'hannover', 'unternehmen', 'eisenbahn', 'unternehmer', 'werk', 'bein', 'produkt', 'usa', 'ehefrau', 'gesenkschmiede', 'dauern', 'chance', 'erstaunlich', 'fünfundvierzig', 'erheblich', 'forschung', 'peddinghaus', 'stahl']

256 ['biologie', 'quellen', 'leistungskurse', 'leistungskurs', 'grundkurs', 'unterricht', 'zweifel', 'zusätzlich', 'schrift', 'metting', 'rar', 'fakt', 'naturwissenschaft', 'genetik', 'fingerspitzengefühl', 'märkisch', 'warte', 'mides', 'kontinuierlich', 'basalt', 'überdüngen', 'sprichwort', 'beschreibung', 'zeitschrift', 'laura', 'zählen', 'badenwürttemberger', 'ortsbeirat', 'zahlmeister', 'iserlohn', 'runterfallen', 'schirrmeister', 'faktum', 'fortbildungsveranstaltung', 'geländearbeit', 'lebenslauf', 'gymnasi', 'vielfach', 'blutgefäße', 'schräg', 'tagungen', 'dienststellung', 'bezug', 'quoten', 'betting', 'kolk', 'loppe', 'weinbau', 'blitzschlag', 'bessel']

257 ['zack', 'gütersloh', 'benutzen', 'kornelia', 'psychisch', 'gerne', 'formel', 'sirene', 'bertelsmann', 'untergrundbewegung', 'melden', 'apfelmus', 'feierabend', 'miel', 'farbe', 'kornel', 'umschauen', 'mittag', 'austesten', 'köpfchen', 'kitsch', 'plastiktüt', 'gema', 'hamse', 'rekord', 'judith', 'heizungs', 'ausgerichtet', 'spickzettel', 'überdacht', 'lineal', 'sorgenkind', 'kloschüssel', 'scheck', 'zisch', 'taste', 'gelangen', 'zick', 'beantworten', 'tonnenweise', 'übernachtung', 'tue', 'spannung', 'rüberzubringen', 'napalm', 'bedienen', 'pionierhaus', 'lebewesen', 'quarti', 'parkett']

258 ['art', 'wirken', 'uschi', 'weise', 'stufe', 'attraktiv', 'spüren', 'kühl', 'einheimisch', 'dame', 'zurückhalten', 'betonung', 'schmal', 'pohl', 'text', 'einlassen', 'täuschen', 'spur', 'messen', 'typ', 'einschränken', 'maß', 'hitze', 'sorgen', 'einprägsam', 'besorg', 'wendung', 'verdanken', 'noack', 'heiko', 'riesig', 'uralt', 'bildlich', 'kreuze', 'amtsleiter', 'kams', 'ironisch', 'gespür', 'fachlichkeit', 'elemente', 'gesungen', 'landsmannschaft', 'ursprünglich', 'unterhose', 'eingeflochten', 'kronleuchter', 'sprenger', 'besagt', 'wurm', 'hergehen']

259 ['gott', 'beten', 'kirche', 'gläubig', 'bibel', 'religion', 'gebet', 'religiös', 'jesus', 'heilig', 'christ', 'mensch', 'taufen', 'geist', 'christlich', 'liebe', 'christus', 'erde', 'welt', 'sünde', 'ikonen', 'versammlung', 'lieben', 'himmel', 'seele', 'böse', 'gottes', 'fromm', 'tisch', 'hand', 'helfen', 'herz', 'reich', 'gemeinschaft', 'evangelium', 'lieb', 'herzen', 'beibringen', 'testament', 'vergeben', 'taufe', 'geschehen', 'orthodox', 'verbieten', 'kreuz', 'wille', 'gnade', 'zweifel', 'atheist', 'hilf']

260 ['sewastopol', 'gomel', 'kassel', 'astrachan', 'sotschi', 'hütte', 'zurückkehren', 'dingsda', 'direktor', 'hingefahren', 'tjumen', 'leonid', 'kinderheim', 'pawlowitsch', 'gebiet', 'andrej', 'dragowitschi', 'wechseln', '1953', 'mappe', 'sergei', 'sascha', 'gewohnen', 'leiter', 'polina', '1930', 'larissa', 'rogatschow', 'dienstreise', 'koschara', 'weggefahren', 'zugeben', 'weißrussland', 'lutschinski', '1971', '1986', 'fuhrpark', 'churnaljow', '1966', 'hierhin', 'zurückbleiben', 'bortniki', 'treibstofflager', 'chojniki', 'materiell', 'berjosowo', 'ossipow', 'semjon', 'kasseler', 'neffen']

261 ['kommunist', 'kommunistisch', 'art', 'spanien', 'gruppe', 'versöhnler', 'international', 'hamburger', 'deutschland', 'widerstand', 'spät', 'bewegung', 'prieß', 'faschismus', 'partei', 'kontakt', 'kpd', 'illegal', 'mitglied', 'hamburg', 'rot', 'antifaschistisch', 'verhaften', 'linie', 'antifaschiste', 'spanienkämpfer', 'faschist', 'organisation', 'position', 'kommissar', 'beschreiben', 'diskussion', 'ddr', 'konflikt', 'politisch', 'kampf', 'heinz', 'absolut', 'sinn', 'brigade', 'auftrag', 'genosse', 'biographie', 'karl', 'faschistisch', 'frankreich', 'vernet', 'kopenhagen', 'führend', 'chefredakteur']

262 ['krieg', 'deutsch', 'deutschland', 'hitler', 'deutsche', 'volk', 'land', 'hören', 'russland', 'verlieren', 'wussten', 'kämpfen', 'nazi', 'gewinnen', 'sieg', 'feind', 'front', 'mensch', 'radio', 'gehören', 'erfahren', 'erinnern', 'wussen', 'sowjetunion', 'russe', 'soldat', 'kommunist', 'stalingrad', 'polen', 'rede', 'zeitung', 'kampf', 'niederlage', 'passieren', 'stalin', 'bevölkerung', 'faschist', 'propaganda', 'england', 'befreiung', 'schlecht', 'vaterland', 'meinung', 'gedanke', 'politik', 'welt', 'siegen', 'retten', 'armee', 'osten']

263 ['kühe', 'kuh', 'dorf', 'kolchose', 'schwein', 'haus', 'hühner', 'erinnern', 'pferd', 'milch', 'vieh', 'eier', 'mutter', 'vater', 'melken', 'hof', 'land', 'abgeben', 'schaf', 'feld', 'hüten', 'schlachten', 'familie', 'bauer', 'füttern', 'stall', 'ziege', 'hütte', 'bauen', 'tier', 'treiben', 'helfen', 'weiden', 'gemolken', 'arm', 'reich', 'pferde', 'fleisch', 'deutsche', 'krieg', 'kaufen', 'ferkel', 'verkaufen', 'kind', 'mensch', 'brot', 'gänse', 'schweine', 'kartoffel', 'wirtschaft']

264 ['dortmund', 'dortmunder', 'steinwache', 'hüsteln', 'stadt', 'gebäude', 'bittermark', 'jugendring', 'hüstel', 'ausstellung', 'oberbürgermeister', 'meinung', 'heinz', 'interessant', 'steinwach', 'auslandsgesellschaft', 'stadtrundfahrt', 'kurt', 'bürgermeister', 'erhalt', 'hoesch', 'vergessen', 'hombruch', 'widerstand', 'stelle', 'hamm', 'piehl', 'hörde', 'förderverein', 'bebauungsplan', 'sechziger', 'uninteressant', 'deutlich', 'ernst', 'rau', 'steinwachen', 'unna', 'gestapo', 'idee', 'kuratorium', 'begriff', 'erwähnen', 'rundfahrt', 'geschäftsstelle', '81', 'abreißen', 'dgb', 'selm', '82', 'darstellen']

265 ['sterben', 'krank', 'schwer', 'krankenhaus', 'tod', 'tot', 'letzter', 'schlimm', 'krankheit', 'schlecht', 'pflegen', 'krebs', 'arzt', 'zeit', 'operieren', 'schlaganfall', 'gesund', 'sohn', 'herzinfarkt', 'kümmern', 'fallen', 'kopf', 'herz', 'unfall', 'bein', 'überleben', 'passieren', 'besuchen', 'verlieren', 'erkranken', 'auge', 'heim', 'gesundheitlich', 'typhu', 'alter', 'vergessen', 'kraft', 'magen', 'folge', 'operation', 'leiden', 'blind', '80', 'rente', 'furchtbar', 'schlag', 'geistig', 'verstarb', 'woche', 'beerdigung']

266 ['klacken', 'bibliothek', 'leise', 'leises', 'rums', 'hintergrund', 'herr', 'rascheln', 'hintergrundgeräusch', 'amüsieren', 'kollege', 'amüsiern', 'amüsiert', 'bücher', 'wissenschaftlich', 'schön', 'unwahrscheinlich', 'ulm', 'system', 'klacke', 'geräusch', 'wegener', 'rau', '000', 'kennen', 'idee', 'rumse', 'zeitschrift', 'universitätsbibliothek', 'aufbauen', 'edv', 'spannend', 'land', 'fachhochschule', 'rumpeln', 'mittlerweile', 'hbz', 'gesamt', 'riesig', 'studierend', 'benutzer', 'katalog', 'literatur', 'köln', 'sternberger', 'leiterin', 'avz', 'stelle', 'direktor', 'schmauß']

267 ['schön', 'urlaub', 'reise', 'tag', 'woche', 'reisen', 'feri', 'zeit', 'gerne', 'fahrt', 'auto', 'sommer', 'ostsee', 'kennen', 'ausland', 'hotel', 'meer', 'freude', 'italien', 'berg', 'wunderschön', 'zweimal', 'unterwegs', 'hingefahren', 'verbringen', 'wunderbar', 'wandern', 'bezahlen', 'land', 'privat', 'teuer', 'richtig', 'fliegen', 'unternehmen', 'fahrn', 'gegend', 'herrlich', 'hinfahren', 'bus', 'lachen', 'bieten', 'geld', 'kraft', 'mitfahren', 'insel', 'strand', 'ort', 'ferienlager', 'zug', 'reisebüro']

268 ['herr', 'spät', 'tag', 'bitten', 'gespräch', 'grund', 'erklären', 'erfahren', 'versuchen', 'aufnehmen', 'führen', 'ablehnen', 'mitteilen', 'woche', 'bericht', 'schriftlich', 'hören', 'daraufhin', 'entscheiden', 'zuständig', 'annehmen', 'bereit', 'wussen', 'melden', 'frage', 'einsetzen', 'wenden', 'beschließen', 'dauern', 'versprechen', 'damalig', 'geschehen', 'bestellen', 'antrag', 'erreichen', 'passieren', 'warten', 'informieren', 'herrn', 'rat', 'erledigen', 'unterlage', 'vorlegen', 'rufen', 'verlangen', 'feststellen', 'unterschreiben', 'begründung', 'termin', 'vorschlag']

269 ['echt', 'sachten', 'spät', 'erika', 'stadtwald', 'mädchen', 'fantastisch', 'binden', 'lehnen', 'batterie', 'hilperen', 'gottfried', 'fräulein', 'isolieren', 'rellinghaus', 'wert', 'holm', 'meier', 'wilhelm', 'heising', 'erlebnis', 'landser', 'konzession', 'stund', 'schrecklich', 'kriegst', 'kapieren', 'rüttenscheid', 'kaiserswerth', 'karlheinz', 'training', 'hüten', 'stückchen', 'stausee', 'nebenstelle', 'funkmessgerät', 'kanusport', 'altar', 'kettenfahrzeug', 'flugfeld', 'irmgard', 'langenbrahm', 'funke', 'bredeney', 'pestalozzidorf', 'stürmer', 'ostarbeiter', 'aumann', 'pauken', 'oberleutnant']

270 ['ausstellung', 'stadt', 'gedenkstätte', 'museum', 'ort', 'geschichte', 'arbeit', 'projekt', 'zeigen', 'gruppe', 'einrichtung', 'jüdisch', 'idee', 'ehemalig', 'schüler', 'nationalsozialismus', 'haus', 'stelle', 'pädagogisch', 'gemeinde', 'unterstützen', 'verein', 'führung', 'initiative', 'stadtarchiv', 'achtziger', 'raum', 'veranstaltung', 'führen', 'grunde', 'zeitzeuge', 'historisch', 'öffentlichkeit', 'anfang', 'forschung', 'unterstützung', 'förderverein', 'synagoge', 'zusammenarbeit', 'essen', 'besucher', 'geld', 'konzept', 'zeitzeug', 'mahnmal', 'intensiv', 'presse', 'form', 'opfer', 'institution']

271 ['bdm', 'mädchen', 'führerin', 'schön', 'uniform', 'lachen', 'marschieren', 'gruppe', 'antreten', 'gerne', 'lieder', 'bund', 'deutsch', 'jugend', 'führerinn', 'mädel', 'erinnern', 'jungmädel', 'nennen', 'politisch', 'essen', 'hitlerjugend', 'samstags', 'mussen', 'sport', 'hitler', 'heimabend', 'knoten', 'fallen', 'wanderung', 'dienst', 'schulung', 'führer', 'bestimmen', 'heimabende', 'bluse', 'empfinden', 'pflichtjahr', 'klvlager', 'unheimlich', 'gemeinschaft', 'grunde', 'zwingen', 'basteln', 'mitmachen', 'entsinnen', 'kinderlandverschickung', 'spaß', 'hingehen', 'lehrerin']

272 ['kind', 'tochter', 'sohn', 'gebären', 'heiraten', 'familie', 'zweiter', 'enkel', 'verheiraten', 'sterben', 'wohnen', 'söhne', 'schwanger', 'töchter', 'mädchen', 'schön', 'welt', 'schwiegersohn', 'geburt', 'kennen', 'enkelin', 'dritter', 'lernen', 'enkelkind', 'haus', 'schwiegertochter', 'woche', 'wohnung', 'tag', 'enkelkinder', 'mutter', 'baby', 'glücklich', 'lieben', 'helfen', 'studieren', 'arbeit', 'gerne', 'gott', 'kümmern', 'urenkel', 'rente', 'schwiegermutter', 'letzter', 'beschäftigen', 'schwer', 'freuen', 'schaffen', 'scheiden', 'krankenhaus']

273 ['unterschreiben', 'unterschrift', 'fritz', 'sammeln', 'vertrag', 'sögen', 'labinsky', 'arbeitsvertrag', 'unterschreib', 'unterzeichnen', 'vorlegen', 'nägel', 'weigern', 'druck', 'butzbach', 'achenbach', 'königsberg', 'interessanterweise', 'anonym', 'unterschriften', 'hollstein', 'werner', 'schwalbe', 'exemplar', 'kennen', 'dramatisch', 'allerschlimm', 'unglaubwürdig', 'klo', 'brigitte', 'verkauf', 'winfried', 'heiratsurkund', 'stertzenbach', 'dickhaus', 'spruch', 'hoh', 'kreisstadt', 'weise', 'ruhrkessel', 'reinging', 'augustin', 'kontrollieren', 'vbka', 'formell', 'aufarbeiten', 'abv', 'kleene', 'pfeifen', 'beleuchten']

274 ['praxis', 'patient', 'klinik', 'arzt', 'kollege', 'krankenschein', 'behandlung', 'innerer', 'knappschaft', 'gutachten', 'facharzt', 'krankenhaus', 'kollegin', 'sprengel', 'psychiatrisch', 'psychiatrie', 'niederlassen', 'behandeln', 'wartezimmer', 'gemeinschaft', 'bundesknappschaft', 'knappschaftsälteste', 'mussen', 'knappschaftsältest', 'elektroschock', 'oberhausen', 'bereich', 'vornherein', 'mitglied', 'sodass', 'behinderung', 'nachuntersuchung', 'psychiater', 'heidelberg', 'aufsuchen', 'klinisch', 'klient', 'physikum', 'massiv', 'steuerberater', 'dadrüber', 'verpflichtung', 'psychotherapie', 'quartal', 'sitzung', 'bewag', 'chefarzt', 'zulassung', 'assistenzarzt', 'abgehen']

275 ['apotheke', 'motorrad', 'entscheidend', 'weichenstellung', 'woronesh', 'straße', 'apotheker', 'apothekerin', 'schimpfen', 'beiwag', 'kursk', 'pharmazie', 'gruft', 'duschanbe', 'bmw', 'hierhin', 'buchstabe', 'autoreparatur', 'formen', 'pharmazeutisch', 'kurbatowo', 'bauch', 'parteikomitee', 'modisch', 'streichholz', 'millimeter', 'weichenstellunge', 'abstellen', 'dunkelbraun', 'moped', 'motorradfahrer', 'rösener', 'anzählen', 'wohnheim', 'ausweichen', 'sportclub', 'horst', 'kirowograd', 'derweil', 'janwarja', 'umformung', 'holländerin', 'störsender', 'stadtbezirk', 'dewjatoje', 'kette', 'podkletnoje', 'komintern', 'pharmazeutin', 'pfad']

276 ['betrieb', 'streik', 'kollege', 'aeg', 'betriebsrat', 'druck', 'gestreikt', 'gewerkschaftlich', 'bauen', 'streiken', 'papier', 'belegschaft', 'firma', 'aufsichtsrat', 'gewerkschaft', 'ig', 'kanis', 'turbin', 'versammlung', 'forderung', 'essen', 'wirtschaftsausschuss', 'ausscheiden', 'weiss', 'fristlos', 'betriebsversammlung', 'geschäftsleitung', 'sogenannter', 'fertigung', 'verhandlung', 'schließen', 'gasturbin', 'arbeitsplatz', 'horst', 'unheimlich', 'ortsverein', '75', 'westdruck', 'ausgesperrt', 'aufstellen', 'schonmal', 'dortmund', 'wisotzki', 'entlassung', 'sozialplan', 'bessel', 'telefunken', 'bundesrepublik', 'entlassen', 'frankfurt']

277 ['kollektiv', 'arbeit', 'auszeichnung', 'brigade', 'betrieb', 'aktivist', 'kollege', 'sozialistisch', 'bgl', 'auszeichnen', 'gesellschaftlich', 'fdgb', 'mitglied', 'leistung', 'funktion', 'gewerkschaft', 'gehören', 'ddr', 'medaille', 'organisieren', 'vorsitzend', 'dsf', 'kultur', 'kombinat', 'freundschaft', 'prämie', 'aufgabe', 'erreichen', 'betriebsgewerkschaftsleitung', 'kulturhaus', 'kreisvorstand', 'veranstaltung', 'betreiben', 'volkssolidarität', 'orden', 'verdienst', 'kulturell', 'deutschsowjetisch', 'entwickeln', 'urkunde', 'wohnbezirk', 'verantwortlich', 'tätigkeit', 'erklären', 'produktion', 'kulturarbeit', 'sekretär', 'technik', 'wettbewerb', 'verdient']

278 ['brot', 'essen', 'tag', 'hunger', 'suppe', 'gegessen', 'kartoffel', 'gramm', 'stückchen', 'scheibe', 'aßen', 'wasser', 'arbeit', 'zucker', 'morgens', 'hungrig', 'aß', 'klauen', 'dünn', 'butter', 'kochen', 'schlecht', 'abends', 'laib', 'wurst', 'löffel', 'mehl', 'ernähren', 'stehlen', 'woche', 'kaffee', 'ration', 'sterben', 'rüben', 'steckrübe', 'mensch', 'hungern', 'marmelade', 'dick', 'art', 'satt', 'mittag', 'schwer', 'backen', 'deutsche', 'schrecklich', 'lebensmittel', 'helfen', 'erinnern', 'mittagessen']

279 ['krupp', 'essen', 'firma', 'spät', 'kruppsch', 'zeit', 'heimaterde', 'lachen', 'kruppianer', 'betrieb', 'beschäftigen', 'mülheim', 'essener', 'leise', 'altendorf', 'nennen', 'gehören', 'krieg', 'wohnen', 'wahr', 'borbeck', 'duisburg', 'kruppschen', 'komisch', 'wohnung', 'geschichte', 'steel', 'interessiert', 'demontieren', 'angestellter', 'holsterhausen', 'sozial', 'genossenschaft', 'stottern', 'arbeiter', 'augenblick', 'verhältnismäßig', 'sogenannter', 'straße', 'schlecht', 'essenwest', 'kettwig', 'widia', 'seinerzeit', 'alfried', 'siedlung', 'hauptsächlich', '1933', 'beitz', 'kuckuck']

280 ['russisch', 'sowjetisch', 'russe', 'sowjetunion', 'deutsch', 'russland', 'moskau', 'soldat', 'offizier', 'freundschaft', 'kontakt', 'sowjet', 'gefangenschaft', 'besatzungszone', 'besatzungsmacht', 'besatzung', 'gehören', 'deutschsowjetisch', 'zone', 'amerikanisch', 'kommandant', 'gebiet', 'ddr', 'beziehung', 'kommandantur', 'bevölkerung', 'rostock', 'bürger', 'leningrad', 'deutsche', 'udssr', 'dsf', 'westlich', 'kaserne', 'mentalität', 'besetzt', 'propaganda', 'petersburg', 'armee', 'abkommen', 'sibirien', 'richten', 'besetzen', 'potsdamer', 'kriegsgefangenschaft', 'begegnung', 'austausch', 'unterschied', 'losung', 'hauptstadt']

281 ['studieren', 'studium', 'semester', 'universität', 'student', 'abitur', 'professor', 'spät', 'examen', 'zeit', 'geschichte', 'münster', 'hochschule', 'zweiter', 'fach', 'medizin', 'jura', 'chemie', 'lehrer', 'uni', 'staatsexamen', 'vorlesung', 'philosophie', 'psychologie', 'mathematik', 'biologie', 'promovieren', 'ausbildung', 'berlin', 'gehören', 'pädagogisch', 'jurist', 'physik', 'germanistik', 'relativ', 'bonn', 'interessant', 'institut', 'münchen', 'schule', 'köln', 'heidelberg', 'soziologie', 'lehramt', 'interessiert', 'prüfung', 'theologie', 'fächern', 'göttingen', 'fächer']

282 ['mädchen', 'jungs', 'freundin', 'liebe', 'freund', 'kennen', 'spät', 'treffen', 'jungens', 'eltern', 'heiraten', 'richtig', 'nett', 'verlieben', 'aufklären', 'lernen', 'mädel', 'trennen', 'hören', 'streng', 'wussen', 'freundinn', 'erinnern', 'beziehung', 'lieben', 'hübsch', 'mädels', 'verheiraten', 'schön', 'alter', 'freundschaft', 'tanzen', 'sexuell', 'tochter', 'sexualität', 'wussten', 'heimlich', 'interessant', 'brav', 'abend', 'untereinander', 'jugendlich', 'fräulein', 'gerda', 'aufklärung', 'freundinnen', 'furchtbar', 'auge', 'schwimmen', 'unterhalten']

283 ['karlsruhe', 'hütte', 'tschistopol', 'sowchose', 'kasan', 'sowchos', 'werner', 'tatarisch', 'saporoshje', 'pharmazeutisch', 'glashütte', 'kemerowo', 'tatarstan', 'gutsherr', 'mellenbach', 'götz', 'monika', 'thüringen', 'kuppentin', 'gehabet', 'anleger', 'narat', 'jelga', 'kondratowo', 'kantine', 'bornkessel', 'fortgangen', 'tjumen', 'hildegard', 'chemiker', '1949', 'denkmal', 'übrigbleiben', 'hingefahren', 'sarja', 'alexejenko', 'pharmazie', 'karl', 'unwürdig', 'ipatjewitsch', 'eintragen', 'agraringenieur', 'loose', 'erkija', 'bogoutdinowa', 'kundendienst', 'nurlat', 'konsack', 'tatarin', 'pjotr']

